"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00425025","1917","37.283333","-113.3","1158.2","LEEDS NEAR, UT US","","","","","","","","","0","6","93","6","","","","","","","-13.3","6,0123,","","","","","-1.1","6,1128","-3.3","6,1205","","","","","","","-0.6","6,0403","-3.3","6,0324","-5.0","6,0323","-7.8","6,0203","-9.4","6,0202","","","","","","","6.89","6"
"USC00425025","1931","37.283333","-113.3","1158.2","LEEDS NEAR, UT US","968.7","","968.7","6","","","","","0","6","95","6","4","6","217","6","91","6","-15.0","6,1214,+","","","41.1","6,0825,+","-1.1","6,1112","-6.7","6,1115","-6.7","6,1115","-6.7","6,1115","-13.3","6,1122","0.0","6,0328","-5.0","6,0311","-5.0","6,0311","-6.7","6,0310","","","","","14.98","6","22.70","6","7.25","6"
"USC00425025","1934","37.283333","-113.3","1158.2","LEEDS NEAR, UT US","","","","","15","6","13","6","","","","","","","","","","","","","21.6",",6,0102,","","","","","","","","","","","","","","","","","","","","","","","149.9",",6","","","","","",""
"USC00425025","1935","37.283333","-113.3","1158.2","LEEDS NEAR, UT US","","","","","","","","","0","6","94","6","2","6","195","6","108","6","-16.7","6,0120,+","","","41.1","6,0808,","0.0","6,1023","-6.7","6,1031","-6.7","6,1031","-6.7","6,1031","","","0.0","6,0417","-4.4","6,0320","-4.4","6,0320","-6.7","6,0227","-9.4","6,0122","","","14.54","6","22.86","6","6.22","6"
"USC00425025","1937","37.283333","-113.3","1158.2","LEEDS NEAR, UT US","","","","","","","","","13","6","89","6","","","","","","","-26.1","6,0122,","","","","","-1.1","6,1114","-2.2","6,1129","-4.4","6,1222","","","","","0.0","6,0407","-3.9","6,0223","-6.7","6,0210","-6.7","6,0210","-9.4","6,0209","","","","","","","6.53","6"
