"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00004111","2000","41.27306","-111.03056","2183.3","EVANSTON UINTA CO BURNS FIELD, WY US","4.5","W","150.6","","150.6","W","90","W","25","W","","","0","W","198","W","71","W","111","W","8","W","-16.1","W,1117,+","","","18.3",",W,0922,","33.9","W,0731,","-4.4","W,0922","-4.4","W,0922","-4.4","W,0922","-6.7","W,0924","-9.4","W,1103","-2.2","W,0601","-2.2","W,0601","-7.8","W,0512","-7.8","W,0512","-10.6","W,0322","","","","","227.4",",W","6.14","W","12.33","W","-0.04","W","300","W","230","W","18.3","W","23.7","W"
"USW00004111","2001","41.27306","-111.03056","2183.3","EVANSTON UINTA CO BURNS FIELD, WY US","4.3","W","135.8","","135.8","W","88","W","27","W","","","7","W","195","W","85","W","122","W","6","W","-21.7","W,0209,","","","15.0",",W,0402,","34.4","W,0704,","-1.7","W,0908","-3.9","W,1005","-6.1","W,1010","-7.2","W,1012","-11.1","W,1124","-0.6","W,0614","-3.9","W,0613","-6.1","W,0502","-7.2","W,0413","-11.1","W,0409","4809.4","","4809.4","W","210.3",",W","6.09","W","12.30","W","-0.12","W","250","W","270","W","19.2","W","24.6","W"
"USW00004111","2002","41.27306","-111.03056","2183.3","EVANSTON UINTA CO BURNS FIELD, WY US","4.4","W","110.1","","110.1","W","65","W","21","W","","","9","W","212","W","84","W","104","W","6","W","-24.4","W,0130,","","","20.6",",W,1001,","34.4","W,0714,+","-0.6","W,0922","-2.2","W,1002","-4.4","W,1012","-10.0","W,1029","-10.0","W,1029","-3.9","W,0609","-3.9","W,0609","-7.2","W,0509","-7.2","W,0509","-10.6","W,0508","4760.8","","4760.8","W","150.3",",W","4.95","W","11.23","W","-1.32","W","220","W","180","W","23.2","W","28.2","W"
"USW00004111","2003","41.27306","-111.03056","2183.3","EVANSTON UINTA CO BURNS FIELD, WY US","4.4","W","170.9","","170.9","W","96","W","33","W","","","7","W","200","W","68","W","115","W","9","W","-26.1","W,0207,","","","29.7",",W,0623,","33.3","W,0722,","0.0","W,0913","-3.9","W,0918","-5.6","W,1011","-10.6","W,1030","-10.6","W,1030","0.0","W,0623","-4.4","W,0519","-4.4","W,0519","-10.0","W,0406","-10.0","W,0406","4667.6","","4667.6","W","260.0",",W","6.13","W","12.18","W","0.08","W","260","W","230","W","21.0","W","25.9","W"
"USW00004111","2004","41.27306","-111.03056","2183.3","EVANSTON UINTA CO BURNS FIELD, WY US","4.3","W","46.7","","46.7","W","111","W","31","W","","","8","W","190","W","83","W","97","W","0","W","-21.7","W,0212,","","","26.2",",W,1020,","30.6","W,0713,+","-1.1","W,0915","-2.8","W,0922","-8.3","W,1031","-8.3","W,1031","-11.1","W,1101","0.0","W,0610","-2.8","W,0530","-4.4","W,0429","-7.2","W,0311","-10.6","W,0305","4676.0","","4676.0","W","279.2",",W","5.35","W","11.15","W","-0.45","W","240","W","230","W","21.9","W","28.2","W"
"USW00004111","2005","41.27306","-111.03056","2183.3","EVANSTON UINTA CO BURNS FIELD, WY US","4.2","B","89.9","","89.9","B","101","B","31","B","","","7","B","199","B","63","B","98","B","5","B","-25.6","B,1207,","","","25.1",",B,0510,","33.3","B,0713,","-0.6","B,0913","-3.9","B,1005","-6.1","B,1031","-7.2","B,1105","-10.6","B,1114","-2.2","W,0608","-2.2","W,0608","-5.0","W,0429","-7.2","W,0405","-8.9","W,0331","4817.5","","4817.5","B","261.3",",B","5.56","B","11.74","B","-0.63","B","260","B","230","B","21.0","B","24.6","B"
"USW00004111","2006","41.27306","-111.03056","2183.3","EVANSTON UINTA CO BURNS FIELD, WY US","4.2","W","126.8","","126.8","W","97","W","30","W","","","7","W","204","W","77","W","113","W","9","W","-25.5","W,0218,","","","18.8",",W,0504,","33.9","W,0723,+","0.0","W,0915","-3.2","W,0917","-6.0","W,1018","-8.2","W,1026","-9.3","W,1112","-2.1","W,0529","-3.2","W,0510","-8.8","W,0419","-8.8","W,0419","-11.6","W,0316","4617.6","","4617.6","W","275.7",",W","5.60","W","11.80","W","-0.60","W","220","W","320","W","20.6","W","31.3","W"
"USW00004111","2007","41.27306","-111.03056","2183.3","EVANSTON UINTA CO BURNS FIELD, WY US","4.4","W","208.9","","208.9","W","87","W","23","W","","","12","W","192","W","69","W","119","W","6","W","-23.8","W,0114,+","","","18.0",",W,0521,","33.3","W,0722,+","-1.0","W,0924","-2.7","W,0925","-4.9","W,0930","-7.7","W,1114","-9.3","W,1120","0.0","W,0607","-4.3","W,0523","-5.5","W,0522","-9.9","W,0411","-9.9","W,0411","4619.6","","4619.6","W","204.4",",W","6.60","W","13.13","W","0.06","W","240","W","210","W","20.1","W","28.6","W"
"USW00004111","2008","41.27306","-111.03056","2183.3","EVANSTON UINTA CO BURNS FIELD, WY US","4.5","W","108.9","","108.9","W","83","W","23","W","","","8","W","205","W","87","W","104","W","1","W","-21.6","W,0116,","","","21.8",",W,0809,","32.2","W,0726,","0.0","W,0901","-3.2","W,1010","-6.0","W,1012","-8.2","W,1013","-9.9","W,1105","-1.6","W,0612","-2.7","W,0611","-7.1","W,0502","-7.1","W,0502","-9.9","W,0421","5121.6","","5121.6","W","197.6",",W","4.76","W","10.96","W","-1.44","W","220","W","220","W","23.7","W","34.4","W"
"USW00004111","2009","41.27306","-111.03056","2183.3","EVANSTON UINTA CO BURNS FIELD, WY US","4.2","W","67.6","","67.6","W","90","W","39","W","","","10","W","197","W","71","W","97","W","1","W","-23.8","W,0104,","","","16.0",",W,0425,","32.2","W,0822,","-4.9","W,0930","-4.9","W,0930","-4.9","W,0930","-7.1","W,1027","-9.3","W,1113","0.0","W,0514","-3.8","W,0513","-6.6","W,0427","-9.3","W,0406","-9.3","W,0406","4609.1","","4609.1","W","295.5",",W","5.24","W","11.50","W","-1.01","W","260","W","260","W","24.1","W","30.4","W"
