"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013723","1929","36.0969","-79.9432","271.3","GREENSBORO AIRPORT, NC US","","","631.2","","631.2","0","144","0","93","0","8","","3","0","0","0","87","0","4","0","189","0","23","0","-12.8","0,1201,","51",",0,0221,+","76",",0,0205,","103.1",",0,1001,","33.9","0,0710,","0.0","0,1026","-2.8","0,1106","-7.2","0,1129","-7.2","0,1129","-12.2","0,1130","0.0","0,0419","-4.4","0,0318","-4.4","0,0318","-7.2","0,0311","-9.4","0,0202","","","","","1363.4",",0","","","215",",0","13.91","0","19.97","0","7.86","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1930","36.0969","-79.9432","271.3","GREENSBORO AIRPORT, NC US","","","781.8","","781.8","0","105","0","61","0","18","","3","0","0","0","99","0","4","0","190","0","53","0","-15.6","0,1225,","356",",0,1217,","363",",0,1217,","48.3",",0,0506,","38.3","0,0805,","0.0","0,1019","-2.8","0,1022","-5.0","0,1026","-7.8","0,1108","-10.6","0,1128","0.0","0,0427","-2.2","0,0331","-5.0","0,0306","-7.2","0,0304","-8.9","0,0303","2172.0","","2172.0","0","823.8",",0","","","580",",0","14.10","0","20.69","0","7.51","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1931","36.0969","-79.9432","271.3","GREENSBORO AIRPORT, NC US","","","778.0","","778.0","0","115","0","82","0","3","","3","0","0","0","86","0","1","0","203","0","47","0","-16.1","0,0116,","76",",0,0114,","76",",0,0304,+","75.2",",0,0822,","36.7","0,0702,+","-2.2","0,1018","-2.2","0,1018","-4.4","0,1107","","","","","0.0","0,0428","-2.2","0,0321","-6.1","0,0311","-6.7","0,0215","-16.1","0,0116","2517.9","","2517.9","0","1054.7",",0","","","203",",0","14.72","0","21.20","0","8.25","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1932","36.0969","-79.9432","271.3","GREENSBORO AIRPORT, NC US","","","709.4","","709.4","0","122","0","80","0","8","","3","0","0","0","62","0","2","0","182","0","34","0","-10.0","0,1218,","178",",0,1217,","130",",0,1217,","81.3",",0,0611,","38.3","0,0831,","0.0","0,1029","-3.9","0,1113","-4.4","0,1114","-6.7","0,1128","-9.4","0,1217","-0.6","0,0416","-2.2","0,0323","-5.6","0,0316","-8.3","0,0315","-9.4","0,0310","1772.3","","1772.3","0","1274.9",",0","","","214",",0","14.71","0","20.75","0","8.66","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1933","36.0969","-79.9432","271.3","GREENSBORO AIRPORT, NC US","","","841.7","","841.7","0","105","0","64","0","1","","0","0","0","0","70","0","2","0","204","0","58","0","-12.8","0,0209,","25",",0,0211,","3",",0,0211,+","50.5",",0,0813,","37.8","0,0621,","-1.1","0,1026","-3.9","0,1108","-5.0","0,1109","-8.9","0,1116","-8.9","0,1116","0.0","0,0330","-2.2","0,0327","-6.1","0,0311","-8.3","0,0212","-10.6","0,0210","2069.3","","2069.3","0","842.0",",0","","","6",",0","15.13","0","21.58","0","8.68","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1934","36.0969","-79.9432","271.3","GREENSBORO AIRPORT, NC US","","","828.4","","828.4","0","129","0","77","0","1","","0","0","0","0","101","0","7","0","192","0","44","0","-15.6","0,0130,","25",",0,0225,","13",",0,0225,","62.5",",0,0225,","36.7","0,0721,+","-0.6","0,1028","-2.8","0,1029","-6.7","0,1115","-6.7","0,1115","-9.4","0,1211","-0.6","0,0422","-4.4","0,0324","-4.4","0,0324","-9.4","0,0312","-9.4","0,0312","2246.8","","2246.8","0","1226.8",",0","","","28",",0","14.21","0","20.16","0","8.27","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1935","36.0969","-79.9432","271.3","GREENSBORO AIRPORT, NC US","","","695.4","","695.4","0","128","0","80","0","8","","2","0","0","0","78","0","15","0","188","0","26","0","-17.2","0,1231,+","152",",0,1230,+","160",",0,1229,","58.9",",0,0904,","36.1","0,0701,","-1.1","0,1008","-2.8","0,1123","-6.7","0,1124","-6.7","0,1124","-9.4","0,1203","0.0","0,0417","-7.2","0,0301","-7.2","0,0301","-7.2","0,0301","-10.0","0,0228","2162.3","","2162.3","0","1003.1",",0","","","221",",0","14.00","0","19.92","0","8.09","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1936","36.0969","-79.9432","271.3","GREENSBORO AIRPORT, NC US","","","822.8","","822.8","0","133","0","76","0","19","","4","0","1","0","90","0","11","0","192","0","54","0","-20.0","0,0201,","203",",0,0208,+","203",",0,0207,","113.8",",0,0930,","38.3","0,0630,","-1.7","0,1031","-3.3","0,1117","-5.0","0,1123","-7.2","0,1127","","","-1.1","0,0419","-3.3","0,0404","-4.4","0,0223","-6.7","0,0222","-15.0","0,0212","2436.8","","2436.8","0","1338.9",",0","","","391",",0","14.17","0","20.15","0","8.18","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1937","36.0969","-79.9432","271.3","GREENSBORO AIRPORT, NC US","","","736.3","","736.3","0","136","0","82","0","3","","2","0","0","0","83","0","3","0","174","0","30","0","-11.7","0,0301,","102",",0,0228,","102",",0,0228,","46.2",",0,0119,","35.6","0,0716,+","-1.7","0,1015","-3.9","0,1104","-5.0","0,1118","-6.7","0,1121","-9.4","0,1123","0.0","0,0417","-2.2","0,0328","-5.0","0,0317","-11.7","0,0301","-11.7","0,0301","2105.7","","2105.7","0","1081.6",",0","","","145",",0","14.03","0","19.86","0","8.19","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013723","1938","36.0969","-79.9432","271.3","GREENSBORO AIRPORT, NC US","","","741.9","","741.9","0","121","0","68","0","0","","1","0","0","0","75","0","5","0","207","0","27","0","-11.7","0,0128,+","0","T,0,1124,+","46",",0,0111,","66.8",",0,1119,","35.6","0,0816,+","-2.2","0,1115","-2.2","0,1115","-4.4","0,1125","-8.3","0,1127","","","-1.7","0,0411","-3.9","0,0301","-5.6","0,0202","-8.3","0,0129","-11.7","0,0128","2167.5","","2167.5","0","860.1",",0","","","46",",0","14.94","0","21.05","0","8.83","0","","","","","","","","","","","","","","","","","","","","","",""
