"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CGSP","2005","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","898.2","","898.2","U","0","U","4","U","0","U","218","U","87","U","-0.6","U,0112,","42.8","U,0716,","0.0","U,1204","","","","","","","0.0","U,0113","","","","","1600.7","","1600.7","U","17.02","U","24.07","U","9.97","U"
"USR0000CGSP","2006","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1375.1","","1375.1","","","","","","",""
"USR0000CGSP","2007","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","875.4","","875.4","U","0","U","19","U","0","U","220","U","86","U","-5.0","U,0113,","42.8","U,0705,","0.0","U,1130","","","","","","","-1.1","U,0121","-2.8","U,0118","-5.0","U,0113","","","","","16.74","U","23.88","U","9.61","U"
"USR0000CGSP","2008","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","1015.7","","1015.7","U","0","U","5","U","0","U","204","U","98","U","-2.2","U,1218,","42.2","U,0709,","-0.6","U,1214","-2.2","U,1218","","","","","0.0","U,0420","","","","","1567.4","","1567.4","U","16.93","U","23.38","U","10.47","U"
"USR0000CGSP","2009","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","974.2","","974.2","U","0","U","6","U","0","U","197","U","92","U","-4.4","U,1208,","41.7","U,0719,+","-1.7","U,1207","-4.4","U,1208","-4.4","U,1208","","","-0.6","U,0210","","","","","1466.1","","1466.1","U","16.78","U","23.17","U","10.40","U"
"USR0000CGSP","2010","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","816.0","","816.0","U","0","U","5","U","0","U","181","U","81","U","-2.2","U,1231,","41.1","U,0825,","-1.7","U,1124","-2.2","U,1231","","","","","","","","","","","1670.3","","1670.3","U","16.04","U","22.19","U","9.89","U"
"USR0000CGSP","2011","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","831.0","","831.0","U","0","U","9","U","0","U","181","U","82","U","-2.8","U,0110,","39.4","U,0703,","-0.6","U,1205","","","","","","","-2.2","U,0227","-2.2","U,0227","","","1724.4","","1724.4","U","15.83","U","22.24","U","9.42","U"
"USR0000CGSP","2012","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","1010.4","","1010.4","U","0","U","6","U","0","U","196","U","105","U","-2.2","U,1219,+","41.7","U,0813,+","-2.2","U,1219","-2.2","U,1219","","","","","0.0","U,0319","-2.2","U,0117","","","1511.2","","1511.2","U","17.09","U","23.60","U","10.58","U"
"USR0000CGSP","2013","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","919.1","","919.1","U","0","U","16","U","0","U","227","U","80","U","-3.3","U,1209,","41.1","U,0701,+","-1.7","U,1204","-2.2","U,1206","","","","","0.0","U,0321","-2.8","U,0114","","","1353.7","","1353.7","U","17.12","U","23.97","U","10.27","U"
"USR0000CGSP","2014","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","1108.9","","1108.9","U","0","U","2","U","0","U","224","U","100","U","-1.1","U,1231,","41.1","U,0609,","0.0","U,1226","","","","","","","","","","","","","1168.2","","1168.2","U","18.41","U","24.80","U","12.02","U"
"USR0000CGSP","2015","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","995.1","","995.1","U","0","U","12","U","0","U","226","U","91","U","-2.2","U,0101,","40.6","U,0630,","0.0","U,1126","","","","","","","-0.6","U,0103","-2.2","U,0101","","","1104.1","","1104.1","U","17.50","U","23.98","U","11.01","U"
"USR0000CGSP","2016","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","955.1","","955.1","U","0","U","9","U","0","U","211","U","94","U","-1.1","U,1219,+","40.6","U,0729,+","-0.6","U,1202","","","","","","","-0.6","U,0101","","","","","1373.0","","1373.0","U","17.38","U","23.80","U","10.96","U"
"USR0000CGSP","2017","37.8331","-120.5","310.9","GREEN SPRING CALIFORNIA, CA US","1066.8","","1066.8","U","0","U","6","U","0","U","201","U","97","U","-2.2","U,1221,","42.2","U,0902,+","0.0","U,1205","-2.2","U,1221","","","","","0.0","U,0223","","","","","1448.4","","1448.4","U","17.42","U","23.82","U","11.02","U"
