"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00111655","2001","40.0084","-88.7267","209.7","CISCO, IL US","","","","","","","","","","","","","","","3365.9","","3365.9","0","","","",""
"USC00111655","2003","40.0084","-88.7267","209.7","CISCO, IL US","95","0","55","0","35","","7","0","76",",0,0118,+","71",",0,0211,","131.8",",0,0901,","","","","","883.2",",0","489",",0"
"USC00111655","2004","40.0084","-88.7267","209.7","CISCO, IL US","106","0","74","0","23","","6","0","102",",0,0209,+","71",",0,0211,","79.0",",0,0826,","","","","","1102.9",",0","448",",0"
"USC00111655","2006","40.0084","-88.7267","209.7","CISCO, IL US","104","0","72","0","11","","3","0","76",",0,1202,+","66",",0,1202,","158.2",",0,0727,","","","","","1225.9",",0","193",",0"
"USC00111655","2007","40.0084","-88.7267","209.7","CISCO, IL US","94","0","69","0","33","","7","0","381",",0,0214,","175",",0,0213,","51.1",",0,1122,","","","","","741.5",",0","767",",0"
"USC00111655","2008","40.0084","-88.7267","209.7","CISCO, IL US","119","0","76","0","27","","8","0","229",",0,0202,+","234",",0,0201,","127.8",",0,0604,","","","","","1450.9",",0","679",",0"
"USC00111655","2009","40.0084","-88.7267","209.7","CISCO, IL US","113","0","71","0","30","","7","0","127",",0,1231,+","74",",0,0128,","68.8",",0,1009,","","","","","1121.6",",0","447",",0"
"USC00111655","2010","40.0084","-88.7267","209.7","CISCO, IL US","106","0","79","0","68","","14","0","279",",0,0108,","155",",0,0208,","83.3",",0,0903,","","","","","1147.1",",0","956",",0"
"USC00111655","2011","40.0084","-88.7267","209.7","CISCO, IL US","112","7","72","7","","","","","","","","","47.5",",7,0526,","","","","","810.1",",7","",""
"USC00111655","2012","40.0084","-88.7267","209.7","CISCO, IL US","100","7","63","7","","","","","","","","","48.0",",7,0902,","","","","","680.5",",7","",""
"USC00111655","2013","40.0084","-88.7267","209.7","CISCO, IL US","93","7","55","7","","","","","","","","","59.4",",7,0419,","","","","","843.1",",7","",""
"USC00111655","2014","40.0084","-88.7267","209.7","CISCO, IL US","118","7","75","7","","","","","","","","","76.7",",7,0712,","","","","","1185.1",",7","",""
"USC00111655","2015","40.0084","-88.7267","209.7","CISCO, IL US","116","7","72","7","","","","","","","","","72.1",",7,1227,","","","","","1063.4",",7","",""
"USC00111655","2017","40.0084","-88.7267","209.7","CISCO, IL US","103","7","65","7","19","","7","7","76",",7,1231,+","71",",7,0209,","51.3",",7,0712,","","","","","827.5",",7","314",",7"
