"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COLP0022","2004","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","105","N","55","N","21","N","224",",N,0204,","48.3",",N,0403,","596.8",",N","1851",",N"
"US1COLP0022","2005","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","107","N","52","N","13","N","150",",N,0208,","23.6",",N,0424,","563.6",",N","1250",",N"
"US1COLP0022","2006","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","106","N","52","N","16","N","152",",N,0311,+","26.7",",N,1007,","527.7",",N","1251",",N"
"US1COLP0022","2007","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","117","N","54","N","12","N","114",",N,1123,","49.5",",N,1201,","555.6",",N","862",",N"
"US1COLP0022","2008","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","94","N","48","N","27","N","422",",N,0204,","48.8",",N,0106,","598.8",",N","3166",",N"
"US1COLP0022","2009","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","91","N","41","N","","","","","40.1",",N,1208,","344.0",",N","",""
"US1COLP0022","2010","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","101","N","52","N","","","","","56.1",",N,0122,","570.2",",N","",""
"US1COLP0022","2011","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","86","N","40","N","","","","","40.4",",N,0712,","415.9",",N","",""
"US1COLP0022","2012","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","87","N","40","N","","","","","19.3",",N,1215,","314.2",",N","",""
"US1COLP0022","2013","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","89","N","43","N","","","","","37.8",",N,0923,","500.3",",N","",""
"US1COLP0022","2014","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","89","N","39","N","","","","","54.1",",N,0921,","396.2",",N","",""
"US1COLP0022","2015","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","118","N","68","N","","","","","26.4",",N,0223,","671.7",",N","",""
"US1COLP0022","2016","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","109","N","49","N","","","","","40.6",",N,0806,","541.6",",N","",""
"US1COLP0022","2017","37.2736","-107.8749","2019.0","DURANGO 0.8 SSW, CO US","100","N","45","N","","","","","53.1",",N,0730,","410.1",",N","",""
