"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00093570","1973","33.2759","-85.0992","240.8","FRANKLIN, GA US","114","0","79","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","76.2",",0,0202,","","","1602.4",",0","0",",0","",""
"USC00093570","1974","33.2759","-85.0992","240.8","FRANKLIN, GA US","116","0","86","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","52.8",",0,0101,","","","1373.9",",0","0",",0","",""
"USC00093570","1975","33.2759","-85.0992","240.8","FRANKLIN, GA US","","","","","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","0",",0","",""
"USC00093570","1976","33.2759","-85.0992","240.8","FRANKLIN, GA US","111","0","83","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","92.7",",0,0316,","","","1394.5",",0","0",",0","",""
"USC00093570","1977","33.2759","-85.0992","240.8","FRANKLIN, GA US","115","0","78","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","84.6",",0,0730,","","","1354.5",",0","0",",0","",""
"USC00093570","1978","33.2759","-85.0992","240.8","FRANKLIN, GA US","83","0","67","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","80.8",",0,0501,","","","1021.0",",0","0",",0","",""
"USC00093570","1981","33.2759","-85.0992","240.8","FRANKLIN, GA US","94","0","68","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","101.3",",0,0211,","","","1053.9",",0","0",",0","",""
"USC00093570","1982","33.2759","-85.0992","240.8","FRANKLIN, GA US","126","0","84","0","","","","","","","","","","","","","","","105.4",",0,0203,","","","1651.0",",0","","","",""
"USC00093570","1983","33.2759","-85.0992","240.8","FRANKLIN, GA US","107","0","87","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","66.3",",0,1124,","","","1482.0",",0","0",",0","",""
"USC00093570","1984","33.2759","-85.0992","240.8","FRANKLIN, GA US","105","0","72","0","","","0","0","","","","","","","","","0",",0,1231,+","67.3",",0,0731,","","","1146.3",",0","0",",0","",""
"USC00093570","1985","33.2759","-85.0992","240.8","FRANKLIN, GA US","103","0","70","0","31","","","","","","","","","","178",",0,0131,+","","","81.8",",0,0717,","","","1214.2",",0","","","",""
"USC00093570","1986","33.2759","-85.0992","240.8","FRANKLIN, GA US","97","0","64","0","","","","","","","","","","","","","","","80.5",",0,0828,","","","967.7",",0","","","",""
"USC00093570","1987","33.2759","-85.0992","240.8","FRANKLIN, GA US","103","0","75","0","","","0","0","","","","","","","","","0",",0,1231,+","58.7",",0,0503,","","","1217.0",",0","0",",0","",""
"USC00093570","1988","33.2759","-85.0992","240.8","FRANKLIN, GA US","97","0","71","0","","","0","0","","","","","","","","","0",",0,1231,+","101.6",",0,0917,","","","1231.8",",0","0",",0","",""
"USC00093570","1989","33.2759","-85.0992","240.8","FRANKLIN, GA US","130","0","89","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","97.3",",0,1001,","","","1571.8",",0","0",",0","",""
