"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00225620","2011","33.1149","-89.3016","151.8","MCCOOL 10 SSE, MS US","1","","1","7","127",",7,0210,","114",",7,0210,","117",",7"
"USC00225620","2013","33.1149","-89.3016","151.8","MCCOOL 10 SSE, MS US","0","","1","7","0",",7,1231,+","102",",7,0117,","102",",7"
