"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CFO1","2005","36.6269","-121.7981","140.2","FORT ORD NUMBER 1 CALIFORNIA, CA US","38.3","","38.3","U","0","U","0","U","0","U","81","U","0","U","0.6","U,0114,","31.7","U,0929,","","","","","13.92","U","18.72","U","9.11","U"
"USR0000CFO1","2006","36.6269","-121.7981","140.2","FORT ORD NUMBER 1 CALIFORNIA, CA US","65.8","","65.8","U","0","U","0","U","0","U","89","U","3","U","0.6","U,1229,+","35.0","U,0912,+","1727.6","","1727.6","U","13.69","U","18.65","U","8.73","U"
