"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COME0025","2005","39.0715","-108.5596","1407.9","GRAND JUNCTION .1 E, CO US","75","N","35","N","","","","","23.4",",N,0928,","266.6",",N","",""
"US1COME0025","2006","39.0715","-108.5596","1407.9","GRAND JUNCTION .1 E, CO US","68","N","32","N","4","N","64",",N,1220,+","18.8",",N,1007,","229.9",",N","246",",N"
