"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023258","1953","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","578.4","","578.4","0","41","0","17","0","0","","0","0","0","0","13","0","0","0","210","0","63","0","-2.2","0,1228,","0",",0,1231,+","0","T,0,0525,","25.4",",0,1203,","39.4","0,0704,","0.0","0,1222","-2.2","0,1228","","","","","-0.6","0,0303","","","","","","","1491.5","","1491.5","0","167.3",",0","0","T,0","15.87","0","23.17","0","8.58","0","","","","","","","",""
"USW00023258","1954","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","604.3","","604.3","0","44","0","26","0","0","","0","0","0","0","14","0","0","0","215","0","70","0","-3.9","0,1227,","0",",0,1231,+","0",",0,1231,+","31.0",",0,1209,","42.2","0,0728,","-1.7","0,1130","-3.9","0,1227","","","","","-0.6","0,0323","","","","","","","1453.6","","1453.6","0","275.6",",0","0",",0","15.69","0","22.79","0","8.59","0","","","","","","","",""
"USW00023258","1955","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","578.7","","578.7","0","56","0","30","0","0","","0","0","0","0","30","0","0","0","205","0","69","0","-2.8","0,0204,","0",",0,1231,+","0","T,0,0315,","50.8",",0,0421,","41.1","0,0902,","0.0","0,1125","","","","","","","-0.6","0,0317","-2.2","0,0220","","","","","1771.9","","1771.9","0","390.2",",0","0","T,0","15.31","0","22.78","0","7.84","0","","","","","","","",""
"USW00023258","1956","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","593.0","","593.0","0","43","0","23","0","0","","0","0","0","0","44","0","0","0","214","0","71","0","-3.3","0,1228,+","0",",0,1231,+","0",",0,1231,+","22.9",",0,0114,","42.2","0,0628,","-1.1","0,1120","-2.2","0,1208","","","","","-1.1","0,0307","-2.8","0,0202","","","","","1469.0","","1469.0","0","227.0",",0","0",",0","15.69","0","23.49","0","7.89","0","","","","","","","",""
"USW00023258","1957","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","662.6","","662.6","0","61","0","33","0","0","","0","0","0","0","25","0","0","0","206","0","80","0","-3.9","0,0130,","0",",0,1231,+","0",",0,1231,+","23.6",",0,1013,","42.2","0,0624,","0.0","0,1123","","","","","","","0.0","0,0205","-2.2","0,0204","","","","","1493.6","","1493.6","0","313.4",",0","0",",0","16.06","0","23.21","0","8.91","0","","","","","","","",""
"USW00023258","1958","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","839.3","","839.3","0","57","0","39","0","0","","0","0","0","0","8","0","0","0","235","0","97","0","-3.3","0,1117,","0",",0,1231,+","0",",0,1231,+","51.1",",0,0402,","39.4","0,0831,+","-3.3","0,1117","-3.3","0,1117","","","","","0.0","0,0307","","","","","","","1448.0","","1448.0","0","487.8",",0","0",",0","17.23","0","25.19","0","9.28","0","","","","","","","",""
"USW00023258","1959","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","795.5","","795.5","0","32","0","20","0","0","","0","0","0","0","28","0","0","0","262","0","98","0","-2.8","0,1207,","0",",0,1231,+","0",",0,1231,+","47.2",",0,0918,","42.2","0,0711,+","-0.6","0,1113","-2.8","0,1207","","","","","0.0","0,0505","","","","","","","1054.2","","1054.2","0","250.2",",0","0",",0","17.22","0","25.92","0","8.51","0","","","","","","","",""
"USW00023258","1960","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","795.0","","795.0","0","46","0","23","0","0","","0","0","0","0","25","0","0","0","215","0","102","0","-5.6","0,0102,","0",",0,1231,+","0","T,0,0423,","17.5",",0,0205,","42.8","0,0719,+","-2.2","0,1206","-2.2","0,1206","-4.4","0,1230","","","-0.6","0,0302","-2.8","0,0116","-5.6","0,0102","","","1397.6","","1397.6","0","210.8",",0","0","T,0","16.46","0","24.56","0","8.35","0","","","","","","","",""
"USW00023258","1961","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","787.0","","787.0","0","42","0","22","0","0","","0","0","0","0","24","0","0","0","215","0","90","0","-3.9","0,1117,","0",",0,1231,+","0","T,0,0102,","28.2",",0,0126,","44.4","0,0615,","-3.9","0,1117","-3.9","0,1117","","","","","0.0","0,0219","-2.2","0,0105","","","","","1533.4","","1533.4","0","217.8",",0","0","T,0","16.12","0","23.84","0","8.40","0","","","","","","","",""
"USW00023258","1962","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","626.3","","626.3","0","44","0","26","0","0","","1","0","0","0","29","0","0","0","221","0","85","0","-4.4","0,0124,+","0",",0,1231,+","38",",0,0121,","27.7",",0,1215,","40.6","0,0620,","-2.8","0,1225","-2.8","0,1225","","","","","0.0","0,0313","-3.3","0,0227","-4.4","0,0124","","","1698.5","","1698.5","0","293.2",",0","38",",0","15.75","0","23.59","0","7.91","0","","","","","","","",""
"USW00023258","1963","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","629.5","","629.5","0","51","0","32","0","0","","0","0","0","0","28","0","0","0","204","0","75","0","-5.6","0,0113,","0",",0,1231,+","0",",0,1231,+","29.5",",0,0327,","40.0","0,0926,","-0.6","0,1210","-3.3","0,1211","","","","","0.0","0,0125","-2.8","0,0121","-4.4","0,0115","","","1435.5","","1435.5","0","341.9",",0","0",",0","15.65","0","22.65","0","8.65","0","","","","","","","",""
"USW00023258","1964","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","580.0","","580.0","0","58","0","26","0","0","","0","0","0","0","26","0","0","0","211","0","77","0","-3.3","0,1120,+","0",",0,1231,+","0",",0,1231,+","30.2",",0,1028,","42.8","0,0625,","-1.1","0,1115","-2.8","0,1116","","","","","0.0","0,0309","-2.8","0,0115","","","","","1672.3","","1672.3","0","256.5",",0","0",",0","15.67","0","23.61","0","7.73","0","","","","","","","",""
"USW00023258","1965","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","527.2","","527.2","0","53","0","31","0","0","","0","0","0","0","17","0","0","0","216","0","64","0","-5.0","0,1223,","0",",0,1231,+","0","T,0,1222,","23.6",",0,1116,","38.9","0,0715,","-0.6","0,1128","-3.3","0,1215","-4.4","0,1219","","","0.0","0,0216","-2.8","0,0108","","","","","1557.9","","1557.9","0","274.0",",0","0","T,0","15.37","0","22.87","0","7.86","0","","","","","","","",""
"USW00023258","1966","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","617.3","","617.3","0","43","0","24","0","0","","0","0","0","0","32","0","0","0","232","0","80","0","-3.3","0,1228,+","0",",0,1231,+","0",",0,1231,+","21.6",",0,0129,","41.7","0,0614,","0.0","0,1014","-3.3","0,1227","","","","","-0.6","0,0304","-2.2","0,0211","","","","","1448.5","","1448.5","0","191.8",",0","0",",0","16.04","0","24.12","0","7.96","0","","","","","","","",""
"USW00023258","1967","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","836.4","","836.4","0","56","0","33","0","0","","0","0","0","0","30","0","0","0","194","0","99","0","-3.9","0,0109,","0",",0,1231,+","0","T,0,0421,+","44.2",",0,0121,","40.6","0,0818,+","0.0","0,1202","-3.3","0,1214","","","","","-0.6","0,0305","-3.9","0,0109","","","","","1739.7","","1739.7","0","323.2",",0","0","T,0","15.96","0","23.41","0","8.50","0","","","","","","","",""
"USW00023258","1968","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","641.1","","641.1","0","58","0","31","0","0","","0","0","0","0","15","0","0","0","220","0","74","0","-3.9","0,0105,","0",",0,1231,+","0",",0,1231,+","32.8",",0,0130,","40.6","0,0705,","0.0","0,1203","-2.8","0,1221","","","","","-0.6","0,0128","-3.9","0,0105","","","","","1337.1","","1337.1","0","352.7",",0","0",",0","16.27","0","23.50","0","9.03","0","","","","","","","",""
"USW00023258","1969","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","750.4","","750.4","0","55","0","38","0","0","","0","0","0","0","17","0","0","0","214","0","81","0","-2.2","0,1231,+","0",",0,1231,+","0",",0,1231,+","33.5",",0,0405,","39.4","0,0803,","0.0","0,1130","-2.2","0,1231","","","","","0.0","0,0309","-2.2","0,0129","","","","","1507.5","","1507.5","0","378.9",",0","0",",0","16.37","0","23.64","0","9.10","0","","","","","","","",""
"USW00023258","1970","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","743.3","","743.3","0","66","0","33","0","0","","0","0","0","0","8","0","0","0","222","0","88","0","-3.9","0,0106,+","0",",0,1231,+","0",",0,1231,+","57.2",",0,1128,","41.1","0,0704,","0.0","0,1224","","","","","","","0.0","0,0129","-3.9","0,0106","","","","","1299.4","","1299.4","0","399.0",",0","0",",0","16.70","0","24.18","0","9.21","0","","","","","","","",""
"USW00023258","1971","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","727.3","","727.3","0","45","0","27","0","0","","0","0","0","0","23","0","0","0","195","0","82","0","-3.9","0,0106,+","0",",0,1231,+","0",",0,1231,+","23.4",",0,1225,","41.1","0,0810,","-0.6","0,1210","-2.2","0,1216","","","","","-0.6","0,0306","-2.8","0,0302","","","","","1528.2","","1528.2","0","229.4",",0","0",",0","15.62","0","22.93","0","8.30","0","","","","","","","",""
"USW00023258","1972","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","723.4","","723.4","0","44","0","16","0","0","","0","0","0","0","27","0","0","0","222","0","88","0","-5.6","0,1211,+","0","T,0,1206,","8",",0,1206,","30.7",",0,1104,","43.9","0,0714,","-1.7","0,1205","-2.8","0,1208","-5.6","0,1209","","","-2.2","0,0203","-2.2","0,0203","-4.4","0,0202","","","1501.4","","1501.4","0","192.5",",0","8",",0","16.12","0","23.29","0","8.95","0","","","","","","","",""
"USW00023258","1973","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","770.1","","770.1","0","70","0","46","0","0","","0","0","0","0","12","0","0","0","202","0","77","0","-3.9","0,0106,+","0",",0,1231,+","0",",0,1231,+","44.5",",0,1007,","42.8","0,0621,","0.0","0,1121","","","","","","","-0.6","0,0128","-2.8","0,0108","","","","","1561.1","","1561.1","0","462.1",",0","0",",0","16.51","0","23.59","0","9.44","0","","","","","","","",""
"USW00023258","1974","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","790.7","","790.7","0","56","0","29","0","0","","0","0","0","0","10","0","0","0","209","0","93","0","-3.3","0,1224,","0",",0,1231,+","0",",0,1231,+","33.0",",0,1203,","40.6","0,0724,","-1.1","0,1223","-3.3","0,1224","","","","","0.0","0,0207","","","","","","","1412.0","","1412.0","0","287.5",",0","0",",0","16.60","0","23.83","0","9.37","0","","","","","","","",""
"USW00023258","1975","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","677.1","","677.1","0","55","0","28","0","0","","0","0","0","0","22","0","0","0","193","0","72","0","-3.3","0,0130,+","0",",0,1231,+","0","T,0,0313,","19.1",",0,1030,","42.2","0,0726,","-1.1","0,1119","-2.2","0,1215","","","","","-0.6","0,0328","-3.3","0,0130","","","","","1575.4","","1575.4","0","232.9",",0","0","T,0","15.64","0","22.86","0","8.42","0","","","","","","","",""
"USW00023258","1976","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","667.1","","667.1","0","43","0","18","0","0","","1","0","0","0","36","0","0","0","229","0","61","0","-3.9","0,0103,+","0",",0,1231,+","33",",0,0205,","15.7",",0,1230,","41.7","0,0628,","-1.1","0,1128","-2.2","0,1229","","","","","0.0","0,0304","-3.3","0,0104","","","","","1530.6","","1530.6","0","162.7",",0","33",",0","16.28","0","23.94","0","8.63","0","","","","","","","",""
"USW00023258","1977","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","782.5","","782.5","0","46","0","26","0","0","","0","0","0","0","8","0","0","0","221","0","76","0","-2.2","0,1220,","0",",0,1231,+","0",",0,1231,+","19.1",",0,0316,","41.1","0,0730,","0.0","0,1120","-2.2","0,1220","","","","","0.0","0,0314","","","","","","","1425.3","","1425.3","0","195.7",",0","0",",0","16.77","0","24.06","0","9.48","0","","","","","","","",""
"USW00023258","1978","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","843.2","","843.2","0","65","0","40","0","","","0","0","0","0","18","0","0","0","224","0","82","0","-3.9","0,1231,+","","","0",",0,1231,+","69.1",",0,0304,","41.1","0,0809,+","-1.1","0,1114","-3.9","0,1208","","","","","0.0","0,0125","","","","","","","1065.8","","1065.8","0","512.0",",0","0",",0","17.01","0","23.91","0","10.12","0","","","","","","","",""
"USW00023258","1979","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","929.2","","929.2","0","58","0","39","0","0","","0","0","0","0","9","0","0","0","219","0","97","0","-3.3","0,0129,+","0",",0,1231,+","0",",0,1231,+","21.6",",0,1224,","40.6","0,0731,+","-1.7","0,1212","","","","","","","0.0","0,0204","-3.3","0,0129","","","","","1459.0","","1459.0","0","330.8",",0","0",",0","17.26","0","24.54","0","9.98","0","","","","","","","",""
"USW00023258","1980","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","670.4","","670.4","0","44","0","32","0","0","","0","0","0","0","12","0","0","0","213","0","69","0","-2.8","0,1210,","0",",0,1231,+","0",",0,1231,+","34.8",",0,0111,","40.6","0,0801,+","-0.6","0,1206","-2.2","0,1207","","","","","0.0","0,0129","","","","","","","1282.8","","1282.8","0","287.5",",0","0",",0","16.49","0","23.67","0","9.31","0","","","","","","","",""
"USW00023258","1981","37.6241","-120.9505","22.3","MODESTO CITY CO AIRPORT, CA US","","","909.3","","909.3","0","55","0","31","0","0","","0","0","0","0","0","0","0","0","227","0","101","0","0.6","0,1130,+","0",",0,1231,+","0",",0,1231,+","29.5",",0,0127,","41.1","0,0807,","","","","","","","","","","","","","","","","","1278.4","","1278.4","0","364.2",",0","0",",0","17.44","0","24.71","0","10.18","0","","","","","","","",""
