"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00014840","1897","43.17111","-86.23667","190.5","MUSKEGON CO AIRPORT, MI US","","","299.9","","299.9","6","80","6","70","6","","","","","3","Z","134","6","58","Z","113","Z","8","Z","-23.9","6,0316,","","","","","124.5",",6,0103,","34.4","Z,0709,+","0.0","6,1017","-3.9","6,1113","-5.6","6,1123","-9.4","6,1129","-9.4","6,1129","-1.1","6,0427","-7.8","6,0420","-7.8","6,0420","-7.8","6,0420","-23.9","6,0316","4088.7","","4088.7","Z","671.9",",6","","","8.24","6","12.56","Z","3.91","6","","","","","","","","","","","","","","","",""
"USW00014840","1898","43.17111","-86.23667","190.5","MUSKEGON CO AIRPORT, MI US","","","278.9","","278.9","6","78","6","72","6","","","","","1","6","138","6","56","6","116","6","1","6","-20.0","6,0201,","","","","","43.2",",6,0518,","33.3","6,0724,","-0.6","6,1026","-2.2","6,1111","-5.6","6,1112","-8.3","6,1123","-15.0","6,1127","-2.2","6,0412","-2.2","6,0412","-7.2","6,0408","-7.2","6,0408","-14.4","6,0305","3754.3","","3754.3","6","664.1",",6","","","8.54","6","12.78","6","4.31","6","","","","","","","","","","","","","","","",""
"USW00014840","1899","43.17111","-86.23667","190.5","MUSKEGON CO AIRPORT, MI US","","","","","","","83","6","78","6","","","26","6","11","6","130","6","63","6","136","6","4","6","-34.4","6,0211,","","","102",",6,1224,","31.8",",6,0924,","33.9","6,0723,","-2.8","6,1001","-2.8","6,1001","-5.0","6,1204","-6.7","6,1205","-10.0","6,1224","0.0","6,0416","-2.2","6,0410","-7.2","6,0405","-7.2","6,0405","-10.0","6,0403","","","","","666.2",",6","1062",",6","8.10","6","12.77","6","3.43","6","","","","","","","","","","","","","","","",""
"USW00014840","1900","43.17111","-86.23667","190.5","MUSKEGON CO AIRPORT, MI US","","","316.7","","316.7","6","100","6","94","6","82","","31","6","4","6","143","6","55","6","135","6","5","6","-18.3","6,0217,+","330",",6,0317,+","76",",6,0317,+","43.2",",6,0606,","32.8","6,0819,","0.0","6,1017","-3.3","6,1111","-5.6","6,1114","-8.9","6,1116","-8.9","6,1116","0.0","6,0509","-3.9","6,0411","-7.2","6,0328","-7.2","6,0328","-15.6","6,0317","3840.7","","3840.7","6","706.6",",6","1226",",6","8.76","6","13.38","6","4.15","6","","","","","","","","","","","","","","","",""
"USW00014840","1901","43.17111","-86.23667","190.5","MUSKEGON CO AIRPORT, MI US","","","373.7","","373.7","6","93","6","77","6","84","","23","6","6","6","151","6","65","6","120","6","8","6","-24.4","6,0215,","483",",6,0211,","152",",6,0209,","95.3",",6,0704,","35.0","6,0717,","-1.7","6,1018","-3.9","6,1104","-5.6","6,1114","-6.7","6,1203","-10.6","6,1204","-0.6","6,0421","-2.2","6,0420","-6.7","6,0401","-6.7","6,0401","-9.4","6,0316","3785.7","","3785.7","6","752.8",",6","1088",",6","8.41","6","12.91","6","3.91","6","","","","","","","","","","","","","","","",""
"USW00014840","1902","43.17111","-86.23667","190.5","MUSKEGON CO AIRPORT, MI US","","","188.2","","188.2","6","100","6","84","6","81","","16","6","6","6","132","6","57","6","106","6","0","6","-23.9","6,0214,","381",",6,0215,+","102",",6,0510,","63.5",",6,0703,","31.7","6,0708,","-0.6","6,1017","-3.9","6,1125","-6.7","6,1204","-6.7","6,1204","-8.9","6,1205","0.0","6,0510","-3.3","6,0419","-7.2","6,0407","-7.2","6,0407","-10.0","6,0319","3844.5","","3844.5","6","848.4",",6","745",",6","8.52","6","13.10","6","3.96","6","","","","","","","","","","","","","","","",""
"USW00014840","1903","43.17111","-86.23667","190.5","MUSKEGON CO AIRPORT, MI US","","","157.5","","157.5","6","107","6","99","6","83","","32","6","3","6","133","6","61","6","111","6","0","6","-21.7","6,0218,","508",",6,1218,+","127",",6,1202,","35.6",",6,0703,","29.4","6,0708,+","-2.2","6,1024","-2.2","6,1024","-5.0","6,1027","-7.2","6,1118","-12.8","6,1126","-1.1","6,0503","-3.9","6,0405","-4.4","6,0404","-9.4","6,0301","-9.4","6,0301","3538.5","","3538.5","6","812.7",",6","1572",",6","8.26","6","12.64","6","3.89","6","","","","","","","","","","","","","","","",""
"USW00014840","1904","43.17111","-86.23667","190.5","MUSKEGON CO AIRPORT, MI US","","","152.2","","152.2","6","88","6","76","6","","","25","6","19","6","149","6","81","6","119","6","0","6","-27.8","6,0216,","","","203",",6,0314,","104.1",",6,0522,","31.7","6,0716,","-1.1","6,1006","-6.7","6,1111","-6.7","6,1111","-6.7","6,1111","-10.0","6,1203","-0.6","6,0422","-3.9","6,0421","-5.0","6,0416","-7.2","6,0403","-14.4","6,0327","4320.7","","4320.7","6","968.7",",6","1814",",6","7.03","6","11.84","6","2.21","6","","","","","","","","","","","","","","","",""
"USW00014840","1905","43.17111","-86.23667","190.5","MUSKEGON CO AIRPORT, MI US","","","","","","","76","6","65","6","","","19","6","3","6","145","6","","","","","","","-23.9","6,0207,","","","127",",6,0124,","101.6",",6,0605,","","","-3.9","6,1025","-3.9","6,1025","-7.2","6,1029","-7.2","6,1029","-9.4","6,1114","-2.8","6,0501","-2.8","6,0501","-6.1","6,0412","-7.8","6,0321","-11.7","6,0314","3964.1","","3964.1","6","1089.3",",6","1053",",6","","","","","3.25","6","","","","","","","","","","","","","","","",""
"USW00014840","1906","43.17111","-86.23667","190.5","MUSKEGON CO AIRPORT, MI US","","","","","","","79","6","71","6","41","","","","4","6","150","6","","","","","","","-21.7","6,0206,","102",",6,0205,+","","","57.9",",6,0929,","","","-0.6","6,1010","-2.2","6,1011","-4.4","6,1101","-7.8","6,1203","-11.1","6,1207","-1.1","6,0520","-6.1","6,0416","-6.1","6,0416","-6.7","6,0331","-9.4","6,0325","","","","","725.3",",6","","","","","","","3.84","6","","","","","","","","","","","","","","","",""
