"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00264253","2001","39.20361","-117.08917","2020.2","KINGSTON, NV US","0","0","129","0","-16.7","0,0208,","-3.3","0,1012","-3.3","0,1012","-8.3","0,1126","-8.3","0,1126","-11.1","0,1127","-3.3","0,0506","-3.3","0,0506","-5.0","0,0502","-6.7","0,0312","-10.0","0,0303","","","","","4.18","0"
"USC00264253","2010","39.20361","-117.08917","2020.2","KINGSTON, NV US","","","","","","","","","","","","","","","","","","","","","","","","","","","3658.5","","3658.5","0","",""
