"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00400884","1965","35.31667","-89.75","91.4","BOLTON, TN US","91","0","57","0","5","","","","","","","","","","102",",0,0305,+","","","68.1",",0,0212,","","","","","","","","","","","","","","","","","","","","","1126.1",",0","","","",""
"USC00400884","1966","35.31667","-89.75","91.4","BOLTON, TN US","114","0","70","0","7","","3","0","","","","","","","127",",0,0122,","140",",0,0122,","80.0",",0,0210,","","","","","","","","","","","","","","","","","","","","","1195.7",",0","208",",0","",""
"USC00400884","1967","35.31667","-89.75","91.4","BOLTON, TN US","118","0","64","0","1","","0","0","","","","","","","25",",0,0118,","13",",0,0118,","61.5",",0,0426,","","","","","","","","","","","","","","","","","","","","","1168.7",",0","21",",0","",""
"USC00400884","1968","35.31667","-89.75","91.4","BOLTON, TN US","96","0","77","0","10","","7","0","","","","","","","330",",0,0322,","330",",0,0322,","68.6",",0,0321,","","","","","","","","","","","","","","","","","","","","","1215.9",",0","779",",0","",""
"USC00400884","1969","35.31667","-89.75","91.4","BOLTON, TN US","79","0","65","0","0","","0","0","","","","","","","0",",0,1231,+","0","T,0,1114,","54.1",",0,1229,","","","","","","","","","","","","","","","","","","","","","966.7",",0","0","T,0","",""
"USC00400884","1970","35.31667","-89.75","91.4","BOLTON, TN US","112","0","90","0","","","","","","","","","","","","","","","77.5",",0,0615,","","","","","","","","","","","","","","","","","","","","","1380.2",",0","","","",""
"USC00400884","1971","35.31667","-89.75","91.4","BOLTON, TN US","95","0","82","0","","","","","","","","","","","","","","","72.1",",0,0525,","","","","","","","","","","","","","","","","","","","","","1342.4",",0","","","",""
"USC00400884","1972","35.31667","-89.75","91.4","BOLTON, TN US","97","0","74","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","134.6",",0,0823,","","","","","","","","","","","","","","","","","","","","","1387.4",",0","0",",0","",""
"USC00400884","1974","35.31667","-89.75","91.4","BOLTON, TN US","113","0","93","0","0","","0","0","","","","","","","0",",0,1231,+","0","T,0,1201,","153.9",",0,0607,","","","","","","","","","","","","","","","","","","","","","1585.4",",0","0","T,0","",""
"USC00400884","1975","35.31667","-89.75","91.4","BOLTON, TN US","111","0","84","0","1","","1","0","","","","","","","51",",0,0112,","51",",0,0112,","76.7",",0,0328,","","","","","","","","","","","","","","","","","","","","","1493.0",",0","51",",0","",""
"USC00400884","1976","35.31667","-89.75","91.4","BOLTON, TN US","","","","","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","",""
"USC00400884","1979","35.31667","-89.75","91.4","BOLTON, TN US","114","0","85","0","","","","","","","","","","","","","","","140.2",",0,0402,","","","","","","","","","","","","","","","","","","","","","1776.4",",0","","","",""
"USC00400884","1980","35.31667","-89.75","91.4","BOLTON, TN US","89","0","67","0","","","","","","","","","","","","","","","86.4",",0,0317,","","","","","","","","","","","","","","","","","","","","","1269.7",",0","","","",""
"USC00400884","1981","35.31667","-89.75","91.4","BOLTON, TN US","95","0","61","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","72.4",",0,1018,","","","","","","","","","","","","","","","","","","","","","1165.5",",0","0",",0","",""
"USC00400884","1982","35.31667","-89.75","91.4","BOLTON, TN US","113","0","81","0","","","","","","","","","","","","","","","101.6",",0,1204,","","","","","","","","","","","","","","","","","","","","","1460.8",",0","","","",""
"USC00400884","1983","35.31667","-89.75","91.4","BOLTON, TN US","98","0","72","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","114.3",",0,1123,","","","","","","","","","","","","","","","","","","","","","1429.4",",0","0",",0","",""
"USC00400884","1984","35.31667","-89.75","91.4","BOLTON, TN US","119","0","92","0","","","","","","","","","","","","","","","78.7",",0,0305,","","","","","","","","","","","","","","","","","","","","","1361.1",",0","","","",""
"USC00400884","1985","35.31667","-89.75","91.4","BOLTON, TN US","91","0","66","0","","","","","","","","","","","","","","","67.8",",0,0522,","","","","","","","","","","","","","","","","","","","","","1126.5",",0","","","",""
"USC00400884","1986","35.31667","-89.75","91.4","BOLTON, TN US","85","0","60","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","81.5",",0,1107,","","","","","","","","","","","","","","","","","","","","","952.5",",0","0",",0","",""
"USC00400884","1988","35.31667","-89.75","91.4","BOLTON, TN US","79","0","69","0","","","","","","","","","","","","","","","97.8",",0,1120,","","","","","","","","","","","","","","","","","","","","","1468.2",",0","","","",""
