"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00140375","1897","38.683333","-97.6","372.5","ASSARIA, KS US","5","6","123","6","29","6","181","6","85","6","-20.6","6,0124,","41.1","6,0801,+","-1.1","6,1029","-3.9","6,1102","-8.3","6,1116","-8.3","6,1116","-10.0","6,1127","-1.1","6,0416","-2.2","6,0414","-4.4","6,0325","-6.7","6,0324","-14.4","6,0314","3027.8","","3027.8","6","12.92","6","19.07","6","6.76","6"
