"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012904","1953","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","2306.9","","2306.9","X","46","X","28","X","0","","0","X","0","X","0","X","0","X","325","X","141","X","1.1","X,1226,","0",",X,1231,+","0",",X,1231,+","89.9",",X,0828,","38.9","X,0501,+","","","","","","","","","","","457.6",",X","0",",X","23.87","X","28.90","X","18.84","X","","","","","","","","","","","",""
"USW00012904","1954","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","2214.1","","2214.1","X","49","X","35","X","0","","0","X","0","X","0","X","0","X","341","X","126","X","1.7","X,0122,","0",",X,1231,+","0",",X,1231,+","99.1",",X,0409,","39.4","X,0727,","","","","","","","286.5","","286.5","X","632.0",",X","0",",X","23.83","X","28.84","X","18.81","X","","","","","","","","","","","",""
"USW00012904","1955","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","2163.1","","2163.1","X","60","X","35","X","0","","0","X","0","X","0","X","0","X","317","X","114","X","1.7","X,0212,+","0",",X,1231,+","0","T,X,0512,","127.0",",X,0908,","38.3","X,0423,","","","","","","","263.9","","263.9","X","645.1",",X","0","T,X","23.43","X","28.26","X","18.60","X","","","","","","","","","","","",""
"USW00012904","1956","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","2145.2","","2145.2","X","59","X","24","X","0","","0","X","0","X","0","X","0","X","329","X","114","X","1.7","X,0203,","0",",X,1231,+","0",",X,1231,+","38.1",",X,0409,","37.8","X,0614,","","","","","","","280.6","","280.6","X","273.6",",X","0",",X","23.47","X","28.48","X","18.46","X","","","","","","","","","","","",""
"USW00012904","1957","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","2280.1","","2280.1","X","61","X","31","X","0","","0","X","0","X","0","X","0","X","325","X","123","X","1.7","X,1212,+","0",",X,1231,+","0",",X,1231,+","82.8",",X,0429,","36.7","X,0728,","","","","","","","183.7","","183.7","X","648.4",",X","0",",X","23.93","X","28.64","X","19.22","X","","","","","","","","","","","",""
"USW00012904","1958","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","2067.8","","2067.8","X","90","X","56","X","0","","0","X","0","X","1","X","0","X","294","X","122","X","0.0","X,1216,","0",",X,1231,+","0",",X,1231,+","68.1",",X,0220,","37.2","X,0803,","0.0","X,1216","","","","","402.0","","402.0","X","982.4",",X","0",",X","22.78","X","27.27","X","18.29","X","","","","","","","","","","","",""
"USW00012904","1959","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","2095.9","","2095.9","X","74","X","44","X","0","","0","X","0","X","2","X","0","X","297","X","138","X","-0.6","X,0105,+","0",",X,1231,+","0",",X,1231,+","94.7",",X,0524,","37.2","X,0811,+","","","-0.6","X,0105","","","492.2","","492.2","X","583.2",",X","0",",X","22.71","X","27.56","X","17.87","X","","","","","","","","","","","",""
"USW00012904","1960","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","1938.0","","1938.0","X","72","X","43","X","0","","0","X","0","X","1","X","0","X","300","X","97","X","-1.1","X,0225,","0",",X,1231,+","0","T,X,0212,","168.9",",X,0812,","37.8","X,0730,+","","","-1.1","X,0225","","","456.7","","456.7","X","855.3",",X","0","T,X","22.33","X","27.22","X","17.44","X","","","","","45","X","","","","","22.1","X"
"USW00012904","1961","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","2055.7","","2055.7","X","73","X","47","X","0","","0","X","0","X","1","X","0","X","313","X","121","X","0.0","X,0128,","0",",X,1231,+","0",",X,1231,+","114.3",",X,0405,","36.7","X,0804,","","","0.0","X,0128","","","481.7","","481.7","X","836.0",",X","0",",X","22.77","X","27.74","X","17.79","X","","","","","","","","","","","",""
"USW00012904","1997","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","1966.0","","1966.0","M","","","","","","","","","0","M","5","M","0","M","305","M","124","M","-1.1","M,0113,+","","","","","","","38.3","M,0822,+","-0.6","M,1228","-0.6","M,0114","","","","","","","","","","","22.59","M","28.14","M","17.04","M","","","","","","","","","","","",""
"USW00012904","1998","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","2337.5","","2337.5","W","","","","","","","","","0","W","1","W","0","W","335","W","150","W","0.0","W,1226,","","","","","","","40.0","W,0615,","0.0","W,1226","","","","","316.6","","316.6","W","","","","","23.95","W","29.73","W","18.16","W","","","","","","","","","","","",""
"USW00012904","1999","26.22806","-97.65417","10.4","HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","","","","","","","110","W","31","W","","","","","","","","","","","","","","","","","","","","","68.6",",W,0518,","","","","","","","","","","","","","585.0",",W","","","","","","","","","","","280","W","","","","","24.6","W","",""
