"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093069","1997","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3651.3","","3651.3","M","","","","","","","","","","","","","","","",""
"USW00093069","1998","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","267.5","","267.5","W","","","","","3","W","207","W","3","W","164","W","30","W","-18.9","W,1224,","","","36.7","W,0719,+","-0.6","W,0927","-2.2","W,1005","-5.0","W,1104","-12.2","W,1110","-12.2","W,1110","0.0","W,0618","-2.2","W,0523","-4.4","W,0428","-7.8","W,0419","-8.9","M,0319","","","","","","","9.18","W","18.18","W","0.18","W","","","","","","","",""
"USW00093069","1999","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.2","W","185.4","","185.4","W","84","W","28","W","1","W","208","W","2","W","159","W","14","W","-18.3","W,1215,","14.2",",W,0811,","36.1","W,0701,","0.0","W,0922","-2.8","W,0928","-5.0","W,0929","-6.7","W,1017","-12.2","W,1119","-0.6","W,0606","-2.8","W,0605","-4.4","W,0418","-7.8","W,0417","-10.6","W,0416","3417.2","","3417.2","W","218.8",",W","9.12","W","18.88","W","-0.64","W","230","W","210","W","19.7","W","27.7","W"
"USW00093069","2000","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.0","W","343.9","","343.9","W","86","W","36","W","4","W","182","W","6","W","172","W","56","W","-21.1","W,0107,","14.5",",W,0716,","36.1","W,0803,+","-1.1","W,0924","-3.9","W,0925","-5.0","W,1014","-8.3","W,1107","-9.4","W,1108","-1.7","W,0518","-2.8","W,0514","-4.4","W,0425","-10.0","W,0319","-10.0","W,0319","3266.2","","3266.2","W","261.4",",W","10.20","W","19.25","W","1.15","W","200","W","200","W","23.2","W","26.8","W"
"USW00093069","2001","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.0","W","275.8","","275.8","W","83","W","31","W","2","W","183","W","7","W","177","W","40","W","-20.6","W,0131,","20.3",",W,0519,","36.1","W,0702,+","-0.6","W,0909","-6.7","W,1011","-6.7","W,1011","-6.7","W,1011","-10.0","W,1121","-1.7","W,0614","-2.8","W,0424","-5.0","W,0415","-8.9","W,0315","-8.9","W,0315","3425.7","","3425.7","W","242.4",",W","9.82","W","19.09","W","0.56","W","350","W","330","W","19.7","W","23.2","W"
"USW00093069","2002","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.3","W","309.5","","309.5","W","54","W","20","W","5","W","200","W","7","W","171","W","69","W","-18.9","W,0102,","18.3",",W,0911,","38.3","W,0702,","0.0","W,1001","-2.8","W,1015","-7.8","W,1103","-7.8","W,1103","-10.0","W,1116","0.0","W,0526","-4.4","W,0523","-4.4","W,0523","-6.7","W,0422","-8.9","W,0321","3448.6","","3448.6","W","184.2",",W","9.30","W","19.16","W","-0.57","W","300","W","230","W","19.2","W","23.2","W"
"USW00093069","2003","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.2","W","368.1","","368.1","W","57","W","24","W","4","W","184","W","4","W","170","W","56","W","-22.2","W,1228,","66.8",",W,0909,","38.3","W,0714,","0.0","W,0914","-5.0","W,1014","-5.0","W,1014","-6.7","W,1026","-9.4","W,1122","-1.7","W,0512","-5.6","W,0511","-5.6","W,0511","-8.9","W,0408","-8.9","W,0408","3455.0","","3455.0","W","244.1",",W","10.17","W","19.36","W","0.99","W","200","W","210","W","17.0","W","21.9","W"
"USW00093069","2004","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.0","W","159.5","","159.5","W","69","W","36","W","4","W","177","W","9","W","160","W","32","W","-18.9","W,0207,","21.3",",W,0929,","35.6","W,0714,+","-1.1","W,0922","-2.8","W,1014","-5.0","W,1030","-10.0","W,1102","-10.0","W,1102","-3.3","W,0514","-3.3","W,0514","-6.7","W,0330","-6.7","W,0330","-10.0","W,0216","3408.0","","3408.0","W","314.8",",W","9.08","W","17.96","W","0.20","W","220","W","210","W","17.4","W","21.5","W"
"USW00093069","2005","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","2.9","B","225.1","","225.1","B","84","B","35","B","3","B","191","B","6","B","161","B","38","B","-21.1","B,1208,","58.9",",B,0929,","38.9","B,0720,","-0.6","B,0915","-4.4","B,1031","-4.4","B,1031","-7.2","B,1115","-9.4","B,1116","0.0","W,0605","-3.9","W,0512","-5.0","W,0422","-7.2","W,0421","-9.4","W,0401","3480.4","","3480.4","B","382.5",",B","9.63","B","18.89","B","0.36","B","230","B","230","B","19.2","B","25.0","B"
"USW00093069","2006","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.1","W","300.5","","300.5","W","80","W","38","W","2","W","204","W","4","W","163","W","43","W","-18.8","W,1130,","19.8",",W,1014,","37.8","W,0717,","-2.7","W,0917","-2.7","W,0917","-4.9","W,1022","-7.7","W,1110","-9.3","W,1116","0.0","W,0601","-3.2","W,0511","-5.5","W,0425","-7.7","W,0419","-11.6","W,0314","3371.5","","3371.5","W","305.6",",W","9.58","W","19.21","W","-0.05","W","300","W","300","W","20.6","W","26.8","W"
"USW00093069","2007","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","2.8","W","380.8","","380.8","W","86","W","35","W","10","W","190","W","16","W","172","W","62","W","-22.7","W,0202,+","27.4",",W,0923,","37.8","W,0716,+","0.0","W,0927","-2.7","W,0930","-4.9","W,1007","-9.9","W,1022","-9.9","W,1022","-1.6","W,0608","-2.7","W,0507","-4.9","W,0422","-7.1","W,0419","-9.9","W,0305","3540.1","","3540.1","W","306.9",",W","9.87","W","19.37","W","0.38","W","200","W","190","W","20.6","W","27.3","W"
"USW00093069","2008","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","71","W","39","W","","","","","","","","","","","","","24.1",",W,0105,","","","","","","","","","","","","","","","","","","","","","","","","","","","290.0",",W","","","","","","","","","","","","","",""
"USW00093069","2009","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","2.9","W","242.8","","242.8","W","74","W","27","W","5","W","191","W","15","W","177","W","45","W","-22.7","W,1210,","21.3",",W,0411,","36.1","W,0719,+","-2.1","W,0922","-6.6","W,1002","-6.6","W,1002","-7.7","W,1026","-9.3","W,1116","0.0","W,0501","-3.2","W,0426","-5.5","W,0416","-7.1","W,0407","-10.5","W,0402","3383.6","","3383.6","W","204.3",",W","9.22","W","18.76","W","-0.32","W","190","W","90","W","20.6","W","62.1","W"
"USW00093069","2010","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","2.8","W","249.2","","249.2","W","99","W","43","W","9","W","194","W","8","W","168","W","33","W","-24.3","W,1231,","23.4",",W,0922,","38.9","W,0607,","0.0","W,0911","-3.2","W,1025","-5.5","W,1026","-7.1","W,1028","-9.3","W,1110","-0.5","W,0530","-6.0","W,0512","-6.0","W,0512","-7.7","W,0430","-11.0","W,0226","3863.3","","3863.3","W","370.1",",W","9.07","W","18.19","W","-0.05","W","200","W","210","W","19.2","W","25.9","W"
"USW00093069","2011","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.0","W","341.1","","341.1","W","66","W","29","W","12","W","192","W","18","W","156","W","62","W","-28.2","W,0102,","26.2",",W,1004,","37.2","W,0824,+","-0.5","W,1006","-2.7","W,1009","-5.5","W,1102","-8.2","W,1103","-9.9","W,1117","-0.5","W,0603","-2.7","W,0531","-7.7","W,0503","-7.7","W,0503","-9.3","W,0411","3535.4","","3535.4","W","256.2",",W","9.25","W","18.48","W","0.02","W","210","W","210","W","47.4","W","84.9","W"
"USW00093069","2012","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","400.7","","400.7","W","63","W","23","W","2","W","198","W","7","W","192","W","67","W","-19.9","W,1229,","16.3",",W,0724,","37.8","W,0701,","-3.2","W,1007","-3.2","W,1007","-6.6","W,1025","-9.3","W,1027","-9.3","W,1027","-0.5","W,0529","-3.2","W,0430","-6.0","W,0417","-9.3","W,0407","-9.3","W,0407","3309.1","","3309.1","W","193.2",",W","10.44","W","20.40","W","0.47","W","","","","","","","",""
"USW00093069","2013","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","2.8","W","355.3","","355.3","W","66","W","32","W","19","W","191","W","21","W","159","W","51","W","-26.0","W,0115,","46.2",",W,0825,","38.3","W,0627,","-2.1","W,0928","-2.7","W,1004","-4.9","W,1006","-9.9","W,1106","-9.9","W,1106","0.0","W,0601","-3.8","W,0504","-5.5","W,0503","-7.1","W,0424","-9.3","W,0419","3591.6","","3591.6","W","343.6",",W","9.08","W","18.12","W","0.04","W","220","W","190","W","21.0","W","28.6","W"
"USW00093069","2014","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.1","W","284.6","","284.6","W","66","W","29","W","0","W","186","W","3","W","167","W","39","W","-17.7","W,0205,","22.1",",W,0928,","37.8","W,0722,","0.0","W,1003","-3.2","W,1014","-7.7","W,1104","-7.7","W,1104","-11.6","W,1117","-2.1","W,0515","-4.9","W,0514","-4.9","W,0514","-7.7","W,0415","-9.3","W,0323","3482.5","","3482.5","W","227.4",",W","10.13","W","19.61","W","0.65","W","200","W","190","W","21.0","W","26.8","W"
"USW00093069","2015","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","2.8","W","255.8","","255.8","W","91","W","37","W","9","W","167","W","11","W","167","W","37","W","-24.3","W,0102,","17.8",",W,0606,","36.1","W,0630,","0.0","W,1024","-3.2","W,1028","-7.1","W,1107","-7.1","W,1107","-10.5","W,1122","-1.6","W,0511","-3.8","W,0421","-4.9","W,0413","-8.2","W,0409","-9.3","W,0404","3140.8","","3140.8","W","332.5",",W","10.19","W","19.27","W","1.12","W","170","W","170","W","18.3","W","24.6","W"
"USW00093069","2016","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","2.9","W","287.9","","287.9","W","79","W","34","W","8","W","180","W","11","W","173","W","47","W","-21.6","W,0111,","45.0",",W,0823,","37.8","W,0620,","0.0","W,0925","-3.2","W,1004","-6.0","W,1007","-7.1","W,1020","-10.5","W,1118","0.0","W,0523","-2.7","W,0427","-7.1","W,0406","-7.1","W,0406","-9.3","W,0331","3451.7","","3451.7","W","328.7",",W","9.85","W","19.28","W","0.42","W","200","W","190","W","18.3","W","25.0","W"
"USW00093069","2017","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.0","W","315.6","","315.6","W","71","W","32","W","4","W","183","W","6","W","174","W","58","W","-23.2","W,0127,","23.1",",W,0510,","37.2","W,0706,+","0.0","W,0924","-3.2","W,0925","-5.5","W,1010","-7.7","W,1015","-9.3","W,1118","-1.0","W,0521","-3.2","W,0519","-6.6","W,0411","-8.8","W,0410","-9.9","W,0307","3168.3","","3168.3","W","250.8",",W","10.49","W","20.03","W","0.95","W","210","W","250","W","20.6","W","26.4","W"
