"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00242260","1991","47.41028","-115.35139","1158.2","DEBORGIA, MT US","62.5","","62.5","0","","","","","22","0","3","0","200","0","46","0","111","0","8","0","-21.7","0,0130,","191",",0,0108,","","","35.0","0,0810,","-1.1","0,0909","-2.8","0,0922","-6.7","0,1018","-6.7","0,1018","-13.9","0,1030","-0.6","0,0615","-2.2","0,0507","-4.4","0,0416","-7.2","0,0329","-9.4","0,0310","","","1359",",0","6.24","0","13.07","0","-0.60","0"
"USC00242260","1998","47.41028","-115.35139","1158.2","DEBORGIA, MT US","","","","","150","0","75","0","","","","","","","","","","","","","","","","","51.3",",0,0801,+","","","","","","","","","","","","","","","","","","","","","","","776.0",",0","","","","","","","",""
"USC00242260","1999","47.41028","-115.35139","1158.2","DEBORGIA, MT US","","","","","","","","","19","0","","","","","","","","","","","","","152",",0,1214,","","","","","","","","","","","","","","","","","","","","","","","","","","","1082",",0","","","","","",""
