"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0011H25S","1979","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","68","T","68","T","","","","","","","","","","","","","","","","","33.0",",T,1018,","","","","","","","","","","","","","","","","","","","","","","","","","","","700.5",",T","","","","","",""
"USS0011H25S","1980","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","106","T","106","T","","","","","","","","","","","","","","","","","55.9",",T,0113,","","","","","","","","","","","","","","","","","","","","","","","","","","","1004.7",",T","","","","","",""
"USS0011H25S","1981","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","79","T","79","T","","","","","","","","","","","","","","","","","68.6",",T,1229,","","","","","","","","","","","","","","","","","","","","","","","","","","","860.4",",T","","","","","",""
"USS0011H25S","1982","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","93","T","93","T","","","","","","","","","","","","","","","","","66.0",",T,0926,","","","","","","","","","","","","","","","","","","","","","","","","","","","1154.9",",T","","","","","",""
"USS0011H25S","1983","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","118","T","118","T","","","","","","","","","","","","","","","","","55.9",",T,1203,+","","","","","","","","","","","","","","","","","","","","","","","","","","","1459.9",",T","","","","","",""
"USS0011H25S","1984","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","123","T","123","T","","","","","","","","","","","","","","","","","68.6",",T,1108,","","","","","","","","","","","","","","","","","","","","","","","","","","","1007.1",",T","","","","","",""
"USS0011H25S","1985","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","113","T","113","T","","","","","","","","","","","","","","","","","58.4",",T,0913,","","","","","","","","","","","","","","","","","","","","","","","","","","","999.7",",T","","","","","",""
"USS0011H25S","1987","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","108","T","108","T","","","","","","","","","","","","","","","","","27.9",",T,0517,","","","","","","","","","","","","","","","","","","","","","","","","","","","758.4",",T","","","","","",""
"USS0011H25S","1988","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","97","T","97","T","","","","","","","","","","","","","","","","","38.1",",T,1117,","","","","","","","","","","","","","","","","","","","","","","","","","","","712.4",",T","","","","","",""
"USS0011H25S","1989","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","96","T","96","T","","","","","","","","","","","","","","","","","33.0",",T,1124,","","","","","","","","","","","","","","","","","","","","","","","","","","","638.9",",T","","","","","",""
"USS0011H25S","1990","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","107","T","107","T","","","","","","","59","T","88","T","0","T","","","","","27.9",",T,1120,","32.0","T,0808,","","","","","","","","","","","","","","","","","","","","","","","","","758.1",",T","","","11.58","T","",""
"USS0011H25S","1991","41.41","-111.83","1994.6","LITTLE BEAR, UT US","49.6","","49.6","T","123","T","123","T","","","4","T","191","T","51","T","77","T","0","T","-21.4","T,0129,","","","35.6",",T,1026,","29.7","T,0830,","0.0","T,0914","-2.8","T,1005","-5.1","T,1023","-8.1","T,1024","-9.5","T,1028","-1.0","T,0530","-2.8","T,0511","-4.6","T,0430","-7.1","T,0426","-8.9","T,0411","","","","","801.0",",T","5.22","T","11.11","T","-0.66","T"
"USS0011H25S","1992","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","94","T","94","T","","","","","","","","","","","","","","","","","78.7",",T,1029,","","","","","","","","","","","","","","","","","","","","","","","4093.8","","4093.8","T","671.0",",T","","","","","",""
"USS0011H25S","1993","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","122","T","122","T","","","","","","","","","","","","","","","","","43.2",",T,0317,","","","","","","","","","","","","","","","","","","","","","","","","","","","950.7",",T","","","","","",""
"USS0011H25S","1994","41.41","-111.83","1994.6","LITTLE BEAR, UT US","","","","","112","T","112","T","","","","","","","","","","","","","","","","","58.4",",T,0207,","","","","","","","","","","","","","","","","","","","","","","","","","","","809.0",",T","","","","","",""
"USS0011H25S","1995","41.41","-111.83","1994.6","LITTLE BEAR, UT US","94.7","","94.7","T","128","T","128","T","","","1","T","176","T","29","T","81","T","0","T","-18.9","T,0101,","","","45.7",",T,0311,","31.6","T,0729,","-0.6","T,0920","-4.4","T,0921","-4.4","T,0921","-7.8","T,1023","-9.6","T,1101","-2.9","T,0607","-2.9","T,0607","-5.6","T,0416","-7.0","T,0415","-10.7","T,0329","4443.9","","4443.9","T","943.2",",T","6.76","T","12.55","T","0.97","T"
"USS0011H25S","1996","41.41","-111.83","1994.6","LITTLE BEAR, UT US","109.5","","109.5","T","128","T","128","T","","","5","T","176","T","50","T","108","T","1","T","-20.6","T,1218,","","","58.4",",T,1226,","32.2","T,0812,","-2.5","T,0917","-2.5","T,0917","-5.8","T,1016","-8.9","T,1017","-8.9","T,1017","-1.9","T,0524","-4.8","T,0429","-4.8","T,0429","-6.7","T,0414","-15.0","T,0326","4188.3","","4188.3","T","1192.3",",T","6.82","T","12.74","T","0.90","T"
