"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00090310","1958","33.53333","-82.31667","73.2","APPLING, GA US","","","","","0","","1","0","0",",0,1231,+","51",",0,0213,","","","","","","","","","51",",0"
"USC00090310","1959","33.53333","-82.31667","73.2","APPLING, GA US","99","0","85","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","80.8",",0,0830,","1526.3","","1526.3","0","1377.2",",0","0",",0"
"USC00090310","1960","33.53333","-82.31667","73.2","APPLING, GA US","84","0","66","0","1","","1","0","51",",0,0311,","51",",0,0311,","101.6",",0,0330,","","","","","1223.7",",0","51",",0"
