"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00263540","1907","39.566667","-119.033333","1223.5","HAZEN, NV US","2596.1","","2596.1","6"
