"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00387113","1931","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","","","","","","","","","","","1","6","","","","","","","","","","","","","","","51",",6,0114,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51",",6","","","","","","","",""
"USC00387113","1932","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","751.2","","751.2","6","","","","","","","0","6","0","6","62","6","0","6","209","6","44","6","-9.4","6,0310,","","","0","T,6,1217,+","","","37.8","6,0721,","-1.1","6,1112","-5.0","6,1113","-5.0","6,1113","-8.9","6,1129","-8.9","6,1129","-0.6","6,0324","-5.6","6,0316","-5.6","6,0316","-7.2","6,0315","-9.4","6,0310","1423.0","","1423.0","6","","","0","T,6","15.75","6","22.68","6","8.82","6","",""
"USC00387113","1933","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","","","","","","","","","","","0","6","0","6","63","6","","","","","","","-12.2","6,0209,","","","0","T,6,0210,+","","","","","0.0","6,1027","-3.9","6,1109","-8.3","6,1117","-8.3","6,1117","","","-1.7","6,0327","-5.0","6,0311","-5.0","6,0311","-7.2","6,0305","-8.9","6,0210","1767.5","","1767.5","6","","","0","T,6","","","","","9.18","6","",""
"USC00387113","1934","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","","","","","","","","","","","1","6","","","","","","","","","","","","","","","51",",6,0311,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51",",6","","","","","","","",""
"USC00387113","1935","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","783.3","","783.3","6","87","6","79","6","","","","","0","6","76","6","3","6","217","6","39","6","-16.7","6,1231,","","","","","52.6",",6,0421,","36.1","6,0807,","-2.2","6,1007","-2.2","6,1007","-8.3","6,1124","-8.3","6,1124","-10.0","6,1203","-1.7","6,0417","-7.2","6,0301","-7.2","6,0301","-7.2","6,0301","-11.7","6,0228","","","","","1148.7",",6","","","15.38","6","22.06","6","8.71","6","",""
"USC00387113","1936","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","","","","","104","6","87","6","","","4","6","","","","","","","","","","","","","","","191",",6,0207,","85.6",",6,0406,","","","","","","","","","","","","","","","","","","","","","","","2094.3","","2094.3","6","1728.3",",6","369",",6","","","","","","","",""
"USC00387113","1937","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","828.0","","828.0","6","","","","","","","1","6","0","6","65","6","0","6","197","6","32","6","-11.7","6,1211,","","","127",",6,0228,","","","36.7","6,0715,","-1.7","6,1024","-2.2","6,1105","-4.4","6,1118","-9.4","6,1121","-9.4","6,1121","-2.2","6,0412","-2.2","6,0412","-4.4","6,0316","-7.8","6,0301","-8.9","6,0226","","","","","","","127",",6","15.43","6","21.64","6","9.21","6","",""
"USC00387113","1938","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","863.9","","863.9","6","79","6","70","6","","","0","6","0","6","60","6","0","6","231","6","43","6","-10.6","6,0127,","","","0","T,6,1125,","86.9",",6,0530,","36.1","6,0824,+","-0.6","6,1109","-4.4","6,1125","-4.4","6,1125","-7.8","6,1127","-8.9","6,1128","-0.6","6,0411","-5.0","6,0301","-5.0","6,0301","-8.3","6,0128","-10.6","6,0127","1737.8","","1737.8","6","1077.0",",6","0","T,6","16.34","6","22.91","6","9.77","6","",""
"USC00387113","1939","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","1002.7","","1002.7","6","","","","","","","","","0","6","71","6","0","6","222","6","57","6","-8.9","6,0223,","","","","","","","38.3","6,0909,","-1.1","6,1016","-5.0","6,1106","-5.0","6,1106","","","","","0.0","6,0414","-3.3","6,0319","-5.6","6,0224","-8.9","6,0223","-8.9","6,0223","1659.0","","1659.0","6","","","","","16.48","6","23.34","6","9.62","6","",""
"USC00387113","1940","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","788.0","","788.0","6","79","6","68","6","","","3","6","4","6","84","6","4","6","203","6","43","6","-20.6","6,0126,","","","127",",6,0123,","110.2",",6,0813,","37.8","6,0727,","-1.1","6,1107","-3.9","6,1109","-6.7","6,1116","-6.7","6,1116","","","-2.2","6,0414","-2.2","6,0414","-6.1","6,0326","-8.3","6,0325","-13.9","6,0131","2140.3","","2140.3","6","987.5",",6","315",",6","14.80","6","21.41","6","8.20","6","",""
