"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00380764","1896","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1430.8","","1430.8","6","97","6","61","6","","","","","0","6","45","6","0","6","241","6","114","6","-11.1","6,0105,","","","","","86.4",",6,0206,","38.9","6,0731,","","","-0.6","6,1202","-2.2","6,1203","-4.4","6,1225","-7.2","6,1226","","","-5.0","6,0321","-5.0","6,0321","-5.0","6,0321","-7.2","6,0223","-10.0","6,0222","","","","","980.5",",6","","","18.24","6","24.70","6","11.79","6","",""
"USC00380764","1897","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1233.5","","1233.5","6","","","","","","","","","0","6","29","6","1","6","246","6","90","6","-11.1","6,0129,","","","","","","","39.4","6,0626,","","","-0.6","6,1201","-2.2","6,1227","","","","","","","0.0","6,0328","-4.4","6,0228","-4.4","6,0228","-9.4","6,0130","-9.4","6,0130","1295.2","","1295.2","6","","","","","18.29","6","24.72","6","11.86","6","",""
"USC00380764","1898","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1331.0","","1331.0","6","","","","","","","","","0","6","45","6","0","6","248","6","105","6","-10.0","6,0202,","","","","","","","38.9","6,0531,","","","-0.6","6,1027","-3.3","6,1127","-4.4","6,1214","","","","","-1.1","6,0305","-3.9","6,0223","-6.1","6,0205","-7.8","6,0204","-10.0","6,0202","1213.7","","1213.7","6","","","","","18.23","6","24.94","6","11.53","6","",""
"USC00380764","1899","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1284.8","","1284.8","6","107","6","74","6","","","","","1","6","46","6","6","6","247","6","105","6","-19.4","6,0214,","","","","","137.9",",6,1031,","38.9","6,0616,","","","-3.9","6,1205","-3.9","6,1205","-4.4","6,1229","-7.2","6,1230","","","-2.2","6,0309","-2.2","6,0309","-7.2","6,0308","-7.2","6,0308","-13.9","6,0215","1493.3","","1493.3","6","1363.1",",6","","","17.97","6","24.51","6","11.43","6","",""
"USC00380764","1900","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1396.7","","1396.7","6","","","","","","","","","","","",""
"USC00380764","1901","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","","","","","125","6","79","6","","","","","0","6","63","6","","","","","","","-10.0","6,1221,","","","","","58.7",",6,0522,","","","","","0.0","6,1107","-2.8","6,1116","-5.0","6,1118","-9.4","6,1217","-9.4","6,1217","-1.1","6,0322","-3.3","6,0317","-6.7","6,0307","-6.7","6,0307","-9.4","6,0224","","","","","1120.2",",6","","","","","","","10.37","6","",""
"USC00380764","1902","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1248.3","","1248.3","6","109","6","71","6","","","","","0","6","51","6","0","6","242","6","96","6","-8.3","6,1227,","","","","","83.6",",6,0909,","40.6","6,0705,","","","-2.2","6,1128","-2.2","6,1128","-8.3","6,1227","-8.3","6,1227","","","-1.1","6,0320","-2.8","6,0319","-5.0","6,0211","-6.7","6,0115","","","1361.0","","1361.0","6","1183.5",",6","","","18.16","6","24.91","6","11.40","6","",""
"USC00380764","1904","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1165.3","","1165.3","6","107","6","64","6","","","","","0","6","53","6","1","6","233","6","96","6","-8.3","6,0106,","","","","","68.3",",6,0629,","40.0","6,0720,","","","-1.1","6,1115","-2.2","6,1128","-5.6","6,1216","","","","","-0.6","6,0316","-3.3","6,0214","-4.4","6,0212","-6.7","6,0107","","","","","","","882.7",",6","","","17.36","6","24.26","6","10.45","6","",""
"USC00380764","1905","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1395.9","","1395.9","6","108","6","68","6","","","","","0","6","46","6","1","6","246","6","111","6","-10.0","6,0126,","","","","","82.8",",6,0213,","39.4","6,0807,","","","-1.7","6,1122","-3.9","6,1205","","","","","","","-1.7","6,0417","-2.2","6,0218","-6.7","6,0217","-6.7","6,0217","-8.9","6,0215","1368.1","","1368.1","6","995.7",",6","","","18.07","6","24.75","6","11.39","6","",""
"USC00380764","1906","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1391.0","","1391.0","6","110","6","80","6","","","","","0","6","32","6","1","6","251","6","102","6","-6.7","6,1223,","","","","","125.2",",6,0613,","38.9","6,0629,+","","","-1.7","6,1113","-3.9","6,1222","-6.7","6,1223","-6.7","6,1223","","","-2.2","6,0321","-2.2","6,0321","-4.4","6,0203","","","","","1245.1","","1245.1","6","1335.3",",6","","","18.38","6","25.00","6","11.76","6","",""
"USC00380764","1907","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1329.9","","1329.9","6","110","6","82","6","","","","","0","6","28","6","0","6","258","6","104","6","-3.9","6,1204,+","","","","","88.9",",6,0629,","41.1","6,0708,","","","-1.7","6,1113","-3.9","6,1204","","","","","","","-1.7","6,0415","-2.8","6,0209","","","","","","","1030.5","","1030.5","6","1300.1",",6","","","18.94","6","25.94","6","11.94","6","",""
"USC00380764","1908","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1211.2","","1211.2","6","97","6","74","6","","","","","0","6","31","6","0","6","268","6","89","6","-6.7","6,0202,","","","","","67.3",",6,0323,","37.8","6,0817,+","","","-0.6","6,1105","","","","","","","","","-2.8","6,0228","-2.8","6,0228","-4.4","6,0227","-6.7","6,0202","","","1104.6","","1104.6","6","1265.5",",6","","","18.78","6","25.67","6","11.89","6","",""
"USC00380764","1909","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","","","","","111","6","74","6","","","","","0","6","32","6","0","6","270","6","91","6","-11.1","6,1229,","","","","","115.8",",6,0916,","37.8","6,0826,+","","","-2.2","6,1118","-2.2","6,1118","-5.0","6,1209","-11.1","6,1229","-11.1","6,1229","0.0","6,0315","-6.7","6,0201","-6.7","6,0201","-6.7","6,0201","-10.0","6,0130","","","","","1133.5",",6","","","18.49","6","25.55","6","11.42","6","",""
"USC00380764","1910","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1206.7","","1206.7","6","111","6","68","6","","","","","0","6","51","6","0","6","258","6","91","6","-7.2","6,1221,+","","","","","53.1",",6,0910,","37.2","6,0906,","","","-2.8","6,1029","-2.8","6,1029","-5.0","6,1201","-7.2","6,1213","","","-0.6","6,0315","-2.2","6,0218","-5.6","6,0212","","","","","1239.4","","1239.4","6","1107.9",",6","","","17.94","6","24.84","6","11.04","6","",""
"USC00380764","1911","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1481.4","","1481.4","6","111","6","62","6","","","","","0","6","29","6","0","6","284","6","132","6","-7.2","6,0104,","","","","","54.6",",6,0807,","39.4","6,0624,","","","-1.7","6,1112","-4.4","6,1124","-4.4","6,1124","","","","","-0.6","6,0316","-3.3","6,0222","-5.6","6,0105","-7.2","6,0104","","","1086.1","","1086.1","6","973.7",",6","","","19.71","6","27.03","6","12.39","6","",""
"USC00380764","1912","33.36306","-81.32917","98.8","BLACKVILLE 3 W, SC US","1291.1","","1291.1","6","137","6","88","6","","","","","0","6","54","6","0","6","256","6","96","6","-11.1","6,0113,","","","","","76.2",",6,0607,","39.4","6,0903,","","","-0.6","6,1103","-2.2","6,1116","-4.4","6,1129","","","","","-0.6","6,0310","-3.3","6,0222","-5.0","6,0210","-7.8","6,0206","-9.4","6,0115","1286.4","","1286.4","6","1419.7",",6","","","18.12","6","24.90","6","11.33","6","",""
