"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023273","1962","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","23.3","","23.3","0","41","0","24","0","0","","0","0","0","0","17","0","0","0","120","0","1","0","-4.4","0,1226,","0",",0,1231,+","0","T,0,0225,+","46.5",",0,0210,","39.4","0,0828,","0.0","0,1225","-4.4","0,1226","-4.4","0,1226","","","-0.6","0,0301","-2.2","0,0228","","","","","1856.1","","1856.1","0","352.5",",0","0","T,0","13.29","0","19.24","0","7.33","0","","","","","","","","","","","","","","","",""
"USW00023273","1963","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","36.5","","36.5","0","54","0","31","0","0","","0","0","0","0","25","0","0","0","147","0","1","0","-5.0","0,0113,","0",",0,1231,+","0",",0,1231,+","38.6",",0,0316,+","33.3","0,0927,","0.0","0,1205","-3.3","0,1211","","","","","-1.1","0,0122","-2.8","0,0121","-5.0","0,0113","","","1733.8","","1733.8","0","362.8",",0","0",",0","13.88","0","20.06","0","7.71","0","","","","","","","","","","","","","","","",""
"USW00023273","1964","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","31.1","","31.1","0","54","0","24","0","0","","0","0","0","0","51","0","0","0","131","0","6","0","-3.9","0,0308,","0",",0,1231,+","0",",0,1231,+","33.8",",0,1028,","37.2","0,1019,","-1.7","0,1115","-2.2","0,1120","","","","","-0.6","0,0502","-3.9","0,0308","","","","","1919.9","","1919.9","0","252.4",",0","0",",0","12.75","0","19.61","0","5.89","0","","","","","","","","","","","","","","","",""
"USW00023273","1965","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","67.5","","67.5","0","51","0","32","0","0","","0","0","0","0","16","0","0","0","166","0","9","0","-2.8","0,1223,+","0",",0,1231,+","0",",0,1231,+","47.8",",0,1123,","37.8","0,1022,","-1.1","0,1215","-2.2","0,1217","","","","","-1.1","0,0213","-2.8","0,0210","","","","","1842.1","","1842.1","0","341.6",",0","0",",0","13.81","0","20.19","0","7.42","0","","","","","","","","","","","","","","","",""
"USW00023273","1966","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","44.6","","44.6","0","36","0","17","0","0","","0","0","0","0","31","0","0","0","167","0","10","0","-5.0","0,1228,","0",",0,1231,+","0",",0,1231,+","26.4",",0,1202,","36.7","0,0928,","0.0","0,1224","-3.9","0,1227","-5.0","0,1228","","","-1.7","0,0304","-2.8","0,0303","","","","","1686.3","","1686.3","0","190.2",",0","0",",0","13.79","0","20.38","0","7.21","0","","","","","","","","","","","","","","","",""
"USW00023273","1967","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","42.6","","42.6","0","60","0","34","0","0","","0","0","0","0","19","0","0","0","176","0","4","0","-6.1","0,1214,","0",",0,1231,+","0",",0,1231,+","48.8",",0,0124,","34.4","0,0516,","-4.4","0,1213","-4.4","0,1213","-4.4","0,1213","","","-0.6","0,0330","","","","","","","1829.6","","1829.6","0","352.3",",0","0",",0","13.76","0","20.25","0","7.26","0","","","","","","","","","","","","","","","",""
"USW00023273","1968","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","52.0","","52.0","0","39","0","24","0","0","","0","0","0","0","12","0","0","0","193","0","6","0","-2.8","0,1221,","0",",0,1231,+","0",",0,1231,+","27.7",",0,1013,","37.2","0,0925,","0.0","0,1203","-2.8","0,1221","","","","","-0.6","0,0128","-2.2","0,0106","","","","","1399.4","","1399.4","0","207.4",",0","0",",0","14.58","0","20.88","0","8.27","0","","","","","","","","","","","","","","","",""
"USW00023273","1969","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","17.7","","17.7","0","53","0","33","0","0","","0","0","0","0","5","0","0","0","154","0","0","0","-2.8","0,1229,","0",",0,1231,+","0",",0,1231,+","57.4",",0,0224,","31.1","0,1101,","-2.8","0,1229","-2.8","0,1229","","","","","0.0","0,0308","","","","","","","1568.9","","1568.9","0","472.4",",0","0",",0","14.03","0","20.08","0","7.97","0","","","","","","","","","","","","","","","",""
"USW00023273","1970","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","44.9","","44.9","0","50","0","24","0","0","","0","0","0","0","13","0","0","0","129","0","7","0","-3.9","0,0104,","0",",0,1231,+","0",",0,1231,+","54.9",",0,0228,","37.8","0,0515,","-0.6","0,1224","","","","","","","0.0","0,0428","-2.8","0,0105","","","","","1484.8","","1484.8","0","337.1",",0","0",",0","13.73","0","20.28","0","7.19","0","","","","","","","","","","","","","","","",""
"USW00023273","1971","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","53.2","","53.2","0","40","0","20","0","0","","0","0","0","0","47","0","0","0","128","0","5","0","-5.6","0,0227,","0",",0,1231,+","0",",0,1231,+","19.3",",0,0527,","36.7","0,0913,","-1.1","0,1028","-3.3","0,1029","-4.4","0,1208","","","-0.6","0,0424","-2.8","0,0306","-4.4","0,0302","","","2063.5","","2063.5","0","168.3",",0","0",",0","12.58","0","19.07","0","6.08","0","","","","","","","","","","","","","","","",""
"USW00023273","1972","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","39.9","","39.9","0","28","0","15","0","0","","0","0","0","0","26","0","0","0","166","0","2","0","-3.9","0,1210,","0",",0,1231,+","0",",0,1231,+","26.7",",0,1114,","33.9","0,1006,+","0.0","0,1031","-2.8","0,1209","","","","","-0.6","0,0420","-3.3","0,0105","","","","","1881.8","","1881.8","0","171.8",",0","0",",0","13.75","0","20.08","0","7.42","0","","","","","","","","","","","","","","","",""
"USW00023273","1973","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","62.0","","62.0","0","59","0","34","0","0","","0","0","0","0","14","0","0","0","149","0","10","0","-5.6","0,0105,","0",",0,1231,+","0",",0,1231,+","50.3",",0,0118,","38.9","0,0620,","","","","","","","","","0.0","0,0315","-5.0","0,0107","-5.0","0,0107","","","1807.4","","1807.4","0","501.5",",0","0",",0","13.57","0","19.68","0","7.46","0","","","","","","","","","","","","","","","",""
"USW00023273","1974","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","23.9","","23.9","0","39","0","23","0","0","","0","0","0","0","13","0","0","0","155","0","1","0","-5.0","0,1224,","0",",0,1231,+","0",",0,1231,+","73.9",",0,1203,","35.0","0,1016,","0.0","0,1127","-2.8","0,1223","-5.0","0,1224","","","0.0","0,0518","","","","","","","1833.1","","1833.1","0","404.6",",0","0",",0","13.54","0","19.57","0","7.50","0","","","","","","","","","","","","","","","",""
"USW00023273","1975","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","18.7","","18.7","0","40","0","24","0","0","","0","0","0","0","36","0","0","0","145","0","2","0","-5.6","0,0128,","0",",0,1231,+","0","T,0,1128,","43.2",",0,0202,","37.2","0,0924,","-2.8","0,1118","-2.8","0,1118","-4.4","0,1215","","","0.0","0,0505","-3.3","0,0130","-5.6","0,0128","","","1854.8","","1854.8","0","214.8",",0","0","T,0","13.05","0","19.40","0","6.70","0","","","","","","","","","","","","","","","",""
"USW00023273","1976","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","86.1","","86.1","0","40","0","20","0","0","","0","0","0","0","28","0","0","0","206","0","9","0","-6.7","0,0102,","0",",0,1231,+","0",",0,1231,+","44.2",",0,0928,","38.9","0,0625,+","0.0","0,1127","","","","","","","0.0","0,0416","-3.3","0,0103","-6.7","0,0102","-6.7","0,0102","1787.8","","1787.8","0","301.5",",0","0",",0","14.40","0","21.42","0","7.38","0","","","","","","","","","","","","","","","",""
"USW00023273","1977","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","50.9","","50.9","0","35","0","17","0","0","","0","0","0","0","22","0","0","0","186","0","1","0","-2.2","0,0314,+","0",",0,1231,+","0",",0,1231,+","36.3",",0,1228,","32.8","0,0731,","","","","","","","","","0.0","0,0331","-2.2","0,0314","","","","","1540.4","","1540.4","0","251.5",",0","0",",0","14.37","0","21.04","0","7.69","0","","","","","","","","","","","","","","","",""
"USW00023273","1978","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","50.2","","50.2","0","62","0","41","0","0","","0","0","0","0","24","0","0","0","162","0","6","0","-6.7","0,1207,","0",",0,1231,+","0",",0,1231,+","55.9",",0,0304,","39.4","0,0924,","0.0","0,1112","-2.2","0,1203","-6.7","0,1207","-6.7","0,1207","-0.6","0,0124","","","","","","","1269.5","","1269.5","0","654.6",",0","0",",0","14.09","0","20.51","0","7.68","0","","","","","","","","","","","","","","","",""
"USW00023273","1979","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","56.3","","56.3","0","47","0","32","0","0","","0","0","0","0","18","0","0","0","191","0","5","0","-4.4","0,0129,+","0",",0,1231,+","0",",0,1231,+","29.2",",0,1224,","35.6","0,0609,","0.0","0,1120","-3.3","0,1121","","","","","-0.6","0,0418","-2.2","0,0204","-4.4","0,0129","","","1842.6","","1842.6","0","337.6",",0","0",",0","14.05","0","20.81","0","7.29","0","","","","","","","","","","","","","","","",""
"USW00023273","1980","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","48.1","","48.1","0","45","0","26","0","0","","0","0","0","0","13","0","0","0","170","0","3","0","-1.1","0,1210,+","0",",0,1231,+","0",",0,1231,+","37.3",",0,0216,+","35.6","0,0930,","-1.1","0,1118","","","","","","","0.0","0,0210","","","","","","","1444.6","","1444.6","0","342.2",",0","0",",0","14.37","0","20.94","0","7.80","0","","","","","","","","","","","","","","","",""
"USW00023273","1981","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","52.8","","52.8","0","43","0","29","0","0","","0","0","0","0","5","0","0","0","178","0","3","0","-1.1","0,1223,","0",",0,1231,+","0",",0,1231,+","37.3",",0,0301,","38.3","0,0616,","-1.1","0,1223","","","","","","","0.0","0,0226","","","","","","","1442.6","","1442.6","0","383.8",",0","0",",0","14.51","0","20.78","0","8.24","0","","","","","","","","","","","","","","","",""
"USW00023273","1982","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","35.8","","35.8","0","63","0","44","0","0","","0","0","0","0","20","0","0","0","157","0","0","0","-2.8","0,0108,+","0",",0,1231,+","0",",0,1231,+","28.7",",0,0411,","31.1","0,0924,","-1.7","0,1214","-2.2","0,1225","","","","","-0.6","0,0407","-2.8","0,0108","","","","","1608.2","","1608.2","0","432.2",",0","0",",0","13.95","0","20.19","0","7.71","0","","","","","","","","","","","","","","","",""
"USW00023273","1983","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","","","225.6","","225.6","0","78","0","54","0","0","","0","0","0","0","4","0","0","0","193","0","14","0","-1.1","0,0101,","0",",0,1231,+","0",",0,1231,+","44.5",",0,0122,","38.3","0,0911,","0.0","0,1122","","","","","","","-0.6","0,0120","","","","","","","1433.5","","1433.5","0","680.1",",0","0",",0","15.57","0","21.58","0","9.55","0","","","","","","","","","","","","","","","",""
"USW00023273","1984","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","3.9","X","240.0","","240.0","0","41","0","19","0","0","","0","0","0","0","12","0","0","0","207","0","13","0","-2.2","0,1217,+","0",",0,1231,+","0",",0,1231,+","24.1",",0,1219,","37.2","0,0909,","-1.1","0,1126","-2.2","0,1214","","","","","-0.6","0,0427","","","","","","","1273.3","","1273.3","0","189.8",",0","0",",0","15.11","0","22.03","0","8.18","0","","","","","","","","","","","","","","","",""
"USW00023273","1985","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","3.7","X","127.7","","127.7","0","40","0","21","0","0","","0","0","0","0","27","0","0","0","194","0","9","0","-4.4","0,1212,","0",",0,1231,+","0",",0,1231,+","21.8",",0,1128,","40.0","0,0708,","-1.1","0,1113","-2.8","0,1211","-4.4","0,1212","","","-1.1","0,0326","-2.2","0,0303","","","","","1444.6","","1444.6","0","198.5",",0","0",",0","14.62","0","21.44","0","7.79","0","","","","","","","","","","","","","","","",""
"USW00023273","1986","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","3.6","X","17.8","","17.8","0","41","0","22","0","0","","0","0","0","0","6","0","0","0","212","0","3","0","-2.8","0,0209,","0",",0,1231,+","0","T,0,0316,","34.5",",0,0212,","32.8","0,1004,+","0.0","0,1130","","","","","","","-0.6","0,0210","-2.8","0,0209","","","","","1362.1","","1362.1","0","354.2",",0","0","T,0","14.59","0","21.43","0","7.75","0","","","","","","","","","","","","","","","",""
"USW00023273","1987","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","3.6","X","38.4","","38.4","0","47","0","23","0","0","","0","0","0","0","30","0","0","0","160","0","5","0","-6.1","0,0117,","0",",0,1231,+","0","T,0,0224,","54.9",",0,0305,","42.2","0,1004,","-0.6","0,1126","-2.8","0,1213","-5.0","0,1224","","","0.0","0,0322","-2.2","0,0227","-6.1","0,0117","","","1572.9","","1572.9","0","300.8",",0","0","T,0","13.88","0","20.28","0","7.48","0","","","","","","","","","","","","","","","",""
"USW00023273","1988","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","3.9","X","79.0","","79.0","0","39","0","23","0","0","","0","0","0","0","17","0","0","0","188","0","5","0","-2.8","0,1227,","0",",0,1231,+","0",",0,1231,+","31.8",",0,0229,","36.1","0,1016,","-0.6","0,1120","-2.2","0,1226","","","","","0.0","0,0312","","","","","","","1563.8","","1563.8","0","285.6",",0","0",",0","14.40","0","21.08","0","7.72","0","","","","","","","","","","","","","","","",""
"USW00023273","1989","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","4.3","X","55.9","","55.9","0","28","0","14","0","0","","0","0","0","0","17","0","0","0","198","0","9","0","-4.4","0,0206,","0",",0,1231,+","0",",0,1231,+","9.7",",0,1125,","39.4","0,0406,","0.0","0,1212","","","","","","","0.0","0,0304","-4.4","0,0206","-4.4","0,0206","","","1597.3","","1597.3","0","83.9",",0","0",",0","14.39","0","21.14","0","7.63","0","","","","","","","315","X","","","","","","","21.1","X"
"USW00023273","1990","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","4.2","X","52.2","","52.2","0","34","0","22","0","0","","0","0","0","0","26","0","0","0","205","0","2","0","-6.1","0,1222,","0",",0,1231,+","0","T,0,1221,+","17.0",",0,0216,","32.8","0,1009,+","0.0","0,1128","-6.1","0,1222","-6.1","0,1222","","","0.0","0,0313","-5.0","0,0215","-5.0","0,0215","","","1475.0","","1475.0","0","153.8",",0","0","T,0","14.31","0","20.87","0","7.74","0","0","X","","","","","315","X","13.4","X","","","","","21.1","X"
"USW00023273","1991","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","4.2","X","33.6","","33.6","0","34","0","26","0","0","","0","0","0","0","9","0","0","0","165","0","2","0","-1.7","0,1201,","0","T,0,0728,+","0","T,0,0326,+","79.8",",0,0318,","33.9","0,0630,","-1.7","0,1201","","","","","","","-0.6","0,0201","","","","","","","1634.9","","1634.9","0","421.7",",0","0","T,0","13.99","0","20.18","0","7.81","0","300","X","","","","","135","X","13.9","X","","","","","22.6","X"
"USW00023273","1992","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","3.9","X","60.5","","60.5","0","52","0","26","0","0","","0","0","0","0","10","0","0","0","217","0","2","0","-2.2","0,1219,","0","T,0,0817,","0","T,0,0306,+","41.9",",0,0212,","35.0","0,0925,","0.0","0,1130","-2.2","0,1219","","","","","-0.6","0,0123","","","","","","","1217.6","","1217.6","0","351.1",",0","0","T,0","15.24","0","21.56","0","8.92","0","0","X","","","","","315","X","14.3","X","","","","","18.0","X"
"USW00023273","1993","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","4.3","X","63.9","","63.9","0","51","0","29","0","0","","0","0","0","0","6","0","0","0","216","0","6","0","-1.7","0,1221,+","0",",0,1231,+","0",",0,1231,+","55.9",",0,0325,","35.0","0,0926,+","-1.7","0,1221","","","","","","","0.0","0,0111","","","","","","","1274.3","","1274.3","0","412.8",",0","0",",0","14.99","0","21.49","0","8.49","0","260","X","","","","","","","15.6","X","","","","","",""
"USW00023273","1994","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","4.2","X","34.2","","34.2","0","47","0","33","0","0","","0","0","0","0","14","0","0","0","153","0","3","0","-3.3","0,1209,","0",",0,1231,+","0",",0,1231,+","27.4",",0,0124,","35.0","0,1009,+","-0.6","0,1104","-3.3","0,1209","","","","","0.0","0,0214","","","","","","","1417.7","","1417.7","0","318.8",",0","0",",0","13.85","0","20.32","0","7.38","0","140","X","","","","","135","X","13.4","X","","","","","19.0","X"
"USW00023273","1995","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","4.4","X","39.6","","39.6","0","62","0","40","0","0","","0","0","0","0","1","0","0","0","179","0","5","0","0.0","0,1221,","0",",0,1231,+","0","T,0,0323,","76.7",",0,0310,","35.6","0,1004,","0.0","0,1221","","","","","","","","","","","","","","","1626.5","","1626.5","0","632.5",",0","0","T,0","14.76","0","20.81","0","8.71","0","300","X","","","","","135","X","30.8","X","","","","","24.2","X"
