"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00085603","2011","28.0547","-80.5512","3.7","MELBOURNE BEACH A1A, FL US","","","","","119","7","57","7","","","","","","","","","","","","","97.8",",7,1101,","","","","","","","1185.9",",7","","","","","",""
"USC00085603","2012","28.0547","-80.5512","3.7","MELBOURNE BEACH A1A, FL US","1792.9","","1792.9","7","","","","","0","7","0","7","0","7","334","7","24","7","2.2","7,0213,","","","34.4","7,0820,","","","","","","","22.73","7","26.54","7","18.91","7"
"USC00085603","2013","28.0547","-80.5512","3.7","MELBOURNE BEACH A1A, FL US","","","","","","","","","","","","","","","","","","","","","","","","","245.6","","245.6","7","","","","","","","",""
"USC00085603","2014","28.0547","-80.5512","3.7","MELBOURNE BEACH A1A, FL US","1885.0","","1885.0","7","","","","","0","7","0","7","0","7","311","7","41","7","6.7","7,0108,","","","36.1","7,0703,","","","","","","","23.13","7","26.87","7","19.39","7"
"USC00085603","2015","28.0547","-80.5512","3.7","MELBOURNE BEACH A1A, FL US","","","","","151","7","83","7","","","","","","","","","","","","","59.2",",7,0417,","","","","","","","1178.8",",7","","","","","",""
"USC00085603","2017","28.0547","-80.5512","3.7","MELBOURNE BEACH A1A, FL US","","","","","131","7","70","7","0","7","0","7","0","7","338","7","46","7","5.0","7,0109,+","227.3",",7,1002,","33.9","7,0725,","","","","","1705.3",",7","23.40","7","27.27","7","19.53","7"
