"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1TNDV0076","2008","36.1196","-86.5461","174.0","MOUNT JULIET 6.1 SSW, TN US","114","N","76","N","75.9",",N,1210,","1166.7",",N"
"US1TNDV0076","2009","36.1196","-86.5461","174.0","MOUNT JULIET 6.1 SSW, TN US","134","N","91","N","89.7",",N,0926,","1467.5",",N"
"US1TNDV0076","2010","36.1196","-86.5461","174.0","MOUNT JULIET 6.1 SSW, TN US","118","N","77","N","156.5",",N,0502,","1445.0",",N"
"US1TNDV0076","2011","36.1196","-86.5461","174.0","MOUNT JULIET 6.1 SSW, TN US","125","N","88","N","64.0",",N,0628,","1415.3",",N"
"US1TNDV0076","2012","36.1196","-86.5461","174.0","MOUNT JULIET 6.1 SSW, TN US","130","N","76","N","62.0",",N,0918,","1197.6",",N"
"US1TNDV0076","2013","36.1196","-86.5461","174.0","MOUNT JULIET 6.1 SSW, TN US","152","N","94","N","63.2",",N,0428,","1510.6",",N"
"US1TNDV0076","2014","36.1196","-86.5461","174.0","MOUNT JULIET 6.1 SSW, TN US","121","N","80","N","62.2",",N,0303,","1345.7",",N"
"US1TNDV0076","2015","36.1196","-86.5461","174.0","MOUNT JULIET 6.1 SSW, TN US","129","N","90","N","52.6",",N,0305,","1355.3",",N"
"US1TNDV0076","2016","36.1196","-86.5461","174.0","MOUNT JULIET 6.1 SSW, TN US","117","N","77","N","86.9",",N,0707,","1231.4",",N"
"US1TNDV0076","2017","36.1196","-86.5461","174.0","MOUNT JULIET 6.1 SSW, TN US","132","N","88","N","73.9",",N,0422,","1494.0",",N"
