"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00013987","1948","37.15221","-94.49527","296.3","JOPLIN REGIONAL AIRPORT, MO US","","","876.7","","876.7","0","96","0","62","0","9","","6","0","3","0","101","0","26","0","209","0","64","0","-20.6","0,0312,+","127",",0,0311,","109",",0,0101,","73.7",",0,0726,","36.1","0,0822,+","-2.2","0,1018","-2.2","0,1018","-6.1","0,1122","-6.7","0,1123","-10.0","0,1210","-1.1","X,0414","-3.9","X,0328","-10.6","X,0313","-10.6","X,0313","-10.6","X,0313","","","","","1025.9",",0","389",",0","13.97","0","20.10","0","7.84","0","","","","","","","","","","","",""
"USW00013987","1949","37.15221","-94.49527","296.3","JOPLIN REGIONAL AIRPORT, MO US","","","867.8","","867.8","0","111","0","72","0","20","","5","0","1","0","92","0","14","0","197","0","50","0","-20.6","0,0130,","102",",0,0128,+","64",",0,0110,","57.9",",0,0918,","37.2","0,0813,","-3.3","0,1031","-3.3","0,1031","-5.6","0,1103","-6.7","0,1213","","","-1.1","0,0416","-3.9","0,0318","-8.3","0,0315","-8.3","0,0315","-9.4","0,0202","2362.7","","2362.7","0","1165.4",",0","269",",0","14.24","0","20.21","0","8.27","0","","","","","","","","","","","",""
"USW00013987","1950","37.15221","-94.49527","296.3","JOPLIN REGIONAL AIRPORT, MO US","","","606.3","","606.3","0","96","0","63","0","13","","3","0","1","0","105","0","15","0","192","0","15","0","-18.3","0,1206,","51",",0,0201,+","51",",0,0103,","80.3",",0,0826,","36.7","0,0626,","-3.9","0,1104","-3.9","0,1104","-5.6","0,1109","-6.7","0,1110","-10.6","0,1123","-2.2","0,0414","-2.2","0,0414","-4.4","0,0314","-9.4","0,0313","-9.4","0,0313","2295.8","","2295.8","0","1049.0",",0","124",",0","13.35","0","19.13","0","7.58","0","","","","","","","","","","","",""
"USW00013987","1951","37.15221","-94.49527","296.3","JOPLIN REGIONAL AIRPORT, MO US","","","773.9","","773.9","0","116","0","81","0","14","","6","0","3","0","93","0","23","0","181","0","34","0","-20.6","0,0201,","254",",0,1106,","178",",0,1105,","58.7",",0,0909,","39.4","0,0831,","-0.6","0,1031","-2.2","0,1101","-6.7","0,1102","-6.7","0,1102","-12.2","0,1214","-0.6","0,0416","-3.9","0,0324","-6.7","0,0321","-6.7","0,0321","-9.4","0,0214","2476.4","","2476.4","0","1231.8",",0","480",",0","13.36","0","18.85","0","7.86","0","","","","","","","","","","","",""
"USW00013987","1952","37.15221","-94.49527","296.3","JOPLIN REGIONAL AIRPORT, MO US","","","1096.6","","1096.6","0","84","0","53","0","7","","2","0","0","0","86","0","14","0","185","0","85","0","-11.7","0,0123,","25",",0,1129,+","30",",0,0216,","60.2",",0,0201,","40.0","0,0817,+","-3.3","0,1007","-3.3","0,1007","-6.1","0,1126","-8.3","0,1127","-9.4","0,1128","-1.1","0,0410","-2.2","0,0327","-6.1","0,0323","-7.8","0,0305","-10.0","0,0129","2442.5","","2442.5","0","653.9",",0","88",",0","14.87","0","20.78","0","8.97","0","","","","","","","","","","","",""
"USW00013987","1953","37.15221","-94.49527","296.3","JOPLIN REGIONAL AIRPORT, MO US","","","1188.9","","1188.9","0","73","0","47","0","4","","2","0","0","0","74","0","7","0","188","0","89","0","-13.9","0,1223,","25",",0,0418,+","36",",0,0123,","31.5",",0,0703,+","40.0","0,0928,","-0.6","0,1106","-3.9","0,1109","-5.0","0,1216","-12.8","0,1222","-12.8","0,1222","-1.7","0,0420","-2.2","0,0418","-4.4","0,0304","-9.4","0,0221","-9.4","0,0221","2286.8","","2286.8","0","575.4",",0","105",",0","15.73","0","21.60","0","9.86","0","","","","","","","","","","","",""
"USW00013987","1954","37.15221","-94.49527","296.3","JOPLIN REGIONAL AIRPORT, MO US","","","1377.3","","1377.3","0","71","0","44","0","8","","5","0","0","0","75","0","11","0","197","0","95","0","-13.9","0,0122,+","178",",0,0122,","178",",0,0121,","86.4",",0,1011,","46.1","0,0714,","0.0","0,1030","-2.2","0,1101","-5.0","0,1102","-7.8","0,1230","","","-2.2","0,0401","-2.2","0,0401","-7.2","0,0315","-7.2","0,0315","-9.4","0,0127","2083.5","","2083.5","0","891.0",",0","348",",0","16.23","0","22.13","0","10.34","0","","","","","","","","","","","",""
"USW00013987","1955","37.15221","-94.49527","296.3","JOPLIN REGIONAL AIRPORT, MO US","","","950.4","","950.4","0","84","0","53","0","4","","4","0","0","0","97","0","14","0","206","0","61","0","-15.6","0,0211,","76",",0,0322,","86",",0,0321,","53.1",",0,0927,","38.9","0,0730,","-2.2","0,1102","-2.2","0,1102","-4.4","0,1103","-9.4","0,1116","-9.4","0,1116","0.0","0,0329","-2.2","0,0328","-7.2","0,0327","-7.2","0,0327","-12.2","0,0326","2145.2","","2145.2","0","856.7",",0","179",",0","14.60","0","20.35","0","8.84","0","","","","","","","","","","","",""
"USW00013987","1956","37.15221","-94.49527","296.3","JOPLIN REGIONAL AIRPORT, MO US","","","1113.2","","1113.2","0","85","0","56","0","20","","5","0","0","0","92","0","15","0","198","0","75","0","-15.0","0,0116,","152",",0,0125,","81",",0,0123,","91.7",",0,0723,","40.6","0,0817,+","-2.2","0,1108","-2.2","0,1108","-5.0","0,1122","-9.4","0,1129","-9.4","0,1129","-1.1","0,0417","-2.2","0,0330","-5.0","0,0313","-8.3","0,0203","-10.0","0,0202","2472.1","","2472.1","0","805.5",",0","353",",0","15.02","0","20.87","0","9.16","0","","","","","","","","","","","",""
"USW00013987","1957","37.15221","-94.49527","296.3","JOPLIN REGIONAL AIRPORT, MO US","","","881.3","","881.3","0","126","0","86","0","6","","4","0","0","0","75","0","12","0","178","0","50","0","-14.4","0,0116,","102",",0,0412,","102",",0,0412,","62.0",",0,0524,","38.9","0,0714,","-1.7","0,1025","-4.4","0,1026","-4.4","0,1026","-7.8","0,1130","-12.2","0,1211","0.0","0,0414","-7.2","0,0413","-7.2","0,0413","-7.2","0,0413","-10.6","0,0127","2234.2","","2234.2","0","1110.6",",0","226",",0","14.43","0","19.58","0","9.28","0","","","","","","","","","","","",""
