"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1VASP0002","2008","38.227","-77.512","65.8","FREDERICKSBURG 5.2 SSW, VA US","121","N","79","N","80.5",",N,0907,","1206.4",",N"
"US1VASP0002","2009","38.227","-77.512","65.8","FREDERICKSBURG 5.2 SSW, VA US","129","N","85","N","72.4",",N,0603,","1271.1",",N"
"US1VASP0002","2010","38.227","-77.512","65.8","FREDERICKSBURG 5.2 SSW, VA US","98","N","71","N","93.5",",N,0206,","1038.8",",N"
"US1VASP0002","2011","38.227","-77.512","65.8","FREDERICKSBURG 5.2 SSW, VA US","115","N","78","N","90.4",",N,0909,","1441.2",",N"
"US1VASP0002","2012","38.227","-77.512","65.8","FREDERICKSBURG 5.2 SSW, VA US","124","N","70","N","104.1",",N,1030,","847.0",",N"
"US1VASP0002","2013","38.227","-77.512","65.8","FREDERICKSBURG 5.2 SSW, VA US","123","N","80","N","118.1",",N,0508,","1129.9",",N"
"US1VASP0002","2014","38.227","-77.512","65.8","FREDERICKSBURG 5.2 SSW, VA US","120","N","77","N","79.0",",N,0716,","1111.4",",N"
"US1VASP0002","2015","38.227","-77.512","65.8","FREDERICKSBURG 5.2 SSW, VA US","124","N","90","N","46.5",",N,0930,","1053.9",",N"
"US1VASP0002","2016","38.227","-77.512","65.8","FREDERICKSBURG 5.2 SSW, VA US","118","N","78","N","75.2",",N,0929,","1129.3",",N"
"US1VASP0002","2017","38.227","-77.512","65.8","FREDERICKSBURG 5.2 SSW, VA US","119","N","66","N","46.2",",N,0707,","1011.5",",N"
