"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00087665","1905","29.066667","-82.466667","3.0","ROCKWELL, FL US","","","","","88","6","77","6","","","","","","","","","","","","","124.5",",6,0805,","","","","","","","","","","","","","","","1553.2",",6","","","","","",""
"USC00087665","1907","29.066667","-82.466667","3.0","ROCKWELL, FL US","1437.2","","1437.2","6","","","","","0","6","5","6","0","6","290","6","120","6","-1.7","6,0402,","","","38.9","6,0901,","0.0","6,1205","","","-0.6","6,0417","","","","","","","","","21.82","6","28.87","6","14.77","6"
"USC00087665","1908","29.066667","-82.466667","3.0","ROCKWELL, FL US","1497.4","","1497.4","6","","","","","0","6","8","6","0","6","286","6","115","6","-3.9","6,0125,","","","37.8","6,0804,+","0.0","6,1226","-2.2","6,1227","-0.6","6,0228","-3.3","6,0203","390.2","","390.2","6","","","22.01","6","28.48","6","15.54","6"
"USC00087665","1912","29.066667","-82.466667","3.0","ROCKWELL, FL US","","","","","94","6","87","6","","","","","","","","","","","","","70.1",",6,1001,","","","","","","","","","","","","","","","1779.9",",6","","","","","",""
