"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00053989","2007","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","4.6","W","1132.3","","1132.3","W","96","W","57","W","2","W","102","W","25","W","203","W","78","W","-18.2","W,0214,+","117.9",",W,0506,","42.2","W,0815,+","-2.1","W,1106","-7.7","W,1122","-7.7","W,1122","-7.7","W,1122","-10.5","W,1210","-8.2","W,0408","-8.2","W,0408","-8.2","W,0408","-8.2","W,0408","-17.1","W,0216","933.9",",W","14.72","W","20.84","W","8.59","W"
