"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003858","1963","33.96667","-80.8","77.4","EASTOVER MCENTIRE ANG, SC US","","","","","","","","","0","","","","","","","","","","","","","","","","0","T,X,0226,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003858","1964","33.96667","-80.8","77.4","EASTOVER MCENTIRE ANG, SC US","1060.4","","1060.4","X","122","X","92","X","0","","0","X","0","X","34","X","0","X","223","X","40","X","-8.9","X,0115,","0",",X,1231,+","0",",X,1231,+","82.3",",X,0829,","36.1","X,0610,","0.0","X,1122","-6.1","X,1201","-6.1","X,1201","","","-2.2","X,0331","-2.2","X,0331","-7.2","X,0116","-7.2","X,0116","-8.9","X,0115","","","","","1628.8",",X","0",",X","17.51","X","22.88","X","12.14","X","","","",""
"USW00003858","1965","33.96667","-80.8","77.4","EASTOVER MCENTIRE ANG, SC US","949.6","","949.6","X","122","X","73","X","0","","0","X","0","X","47","X","0","X","223","X","17","X","-6.1","X,1208,+","0",",X,1231,+","0","T,X,0306,+","78.0",",X,0902,","33.9","X,0817,","0.0","X,1026","-2.2","X,1118","-5.0","X,1202","","","-3.3","X,0322","-3.3","X,0322","-5.0","X,0227","","","","","1321.0","","1321.0","X","1309.8",",X","0","T,X","16.82","X","22.43","X","11.21","X","","","",""
"USW00003858","1966","33.96667","-80.8","77.4","EASTOVER MCENTIRE ANG, SC US","795.2","","795.2","X","112","X","74","X","1","","0","X","0","X","58","X","2","X","222","X","26","X","-13.3","X,0130,","25",",X,0127,","18",",X,0127,","73.2",",X,0304,","35.6","X,0711,","0.0","X,1103","-3.9","X,1104","-4.4","X,1204","","","0.0","X,0329","-2.8","X,0311","-7.2","X,0206","-7.2","X,0206","-10.6","X,0131","1657.9","","1657.9","X","1272.8",",X","18",",X","15.87","X","21.59","X","10.15","X","","","",""
"USW00003858","1967","33.96667","-80.8","77.4","EASTOVER MCENTIRE ANG, SC US","757.7","","757.7","X","113","X","79","X","1","","1","X","0","X","49","X","1","X","233","X","16","X","-11.1","X,0226,+","51",",X,0210,","58",",X,0209,","120.4",",X,0909,","33.9","X,0529,+","-1.1","X,1105","-3.9","X,1107","-5.0","X,1108","","","-2.8","X,0319","-2.8","X,0319","-6.1","X,0227","-11.1","X,0226","-11.1","X,0226","1450.5","","1450.5","X","1425.7",",X","58",",X","16.36","X","22.39","X","10.33","X","","","",""
"USW00003858","1968","33.96667","-80.8","77.4","EASTOVER MCENTIRE ANG, SC US","956.2","","956.2","X","114","X","79","X","5","","3","X","0","X","79","X","3","X","220","X","34","X","-8.9","X,0214,","51",",X,0115,+","58",",X,0112,","83.8",",X,1019,","37.8","X,0823,","0.0","X,1111","-2.2","X,1114","-4.4","X,1121","-6.7","X,1209","0.0","X,0325","-3.9","X,0314","-5.0","X,0227","-8.9","X,0214","-8.9","X,0214","1680.1","","1680.1","X","1246.0",",X","149",",X","16.05","X","22.06","X","10.04","X","","","",""
"USW00003858","1969","33.96667","-80.8","77.4","EASTOVER MCENTIRE ANG, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1756.3","","1756.3","","","","","","","","","","","","","","",""
"USW00003858","1970","33.96667","-80.8","77.4","EASTOVER MCENTIRE ANG, SC US","","","","","97","X","57","X","0","","1","X","","","","","","","","","","","","","0","T,X,0124,","46",",X,0123,","63.5",",X,0330,","","","","","","","","","","","","","","","","","","","","","","","","","940.5",",X","46",",X","","","","","","","280","X","29.8","X"
