"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00043261","1913","36.9969","-119.7072","125.0","FRIANT GOVERNMENT CAMP, CA US","","","","","","","","","","","","","","","","","0","6","220","6","123","6","","","","","","","","","46.1","6,0822,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.79","6","","","",""
"USC00043261","1915","36.9969","-119.7072","125.0","FRIANT GOVERNMENT CAMP, CA US","","","","","","","","","","","","","","","","","0","6","225","6","111","6","","","","","","","","","43.3","6,0829,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.80","6","","","",""
"USC00043261","1916","36.9969","-119.7072","125.0","FRIANT GOVERNMENT CAMP, CA US","","","","","","","","","","","","","","","","","0","6","230","6","97","6","","","","","","","","","43.9","6,0723,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.49","6","","","",""
"USC00043261","1917","36.9969","-119.7072","125.0","FRIANT GOVERNMENT CAMP, CA US","","","","","","","","","","","","","","","","","0","6","229","6","124","6","","","","","","","","","43.9","6,0715,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.95","6","","","",""
"USC00043261","1940","36.9969","-119.7072","125.0","FRIANT GOVERNMENT CAMP, CA US","1131.0","","1131.0","6","44","6","34","6","","","","","0","6","8","6","0","6","236","6","132","6","-4.4","6,1214,","","","","","60.5",",6,0110,","45.0","6,0811,","","","-1.1","6,1125","-3.3","6,1212","-4.4","6,1214","","","","","0.0","6,0117","","","","","","","1055.1","","1055.1","6","","","","","566.0",",6","","","18.35","6","26.71","6","9.98","6","29585","6"
"USC00043261","1941","36.9969","-119.7072","125.0","FRIANT GOVERNMENT CAMP, CA US","914.3","","914.3","6","67","6","43","6","","","","","0","6","10","6","0","6","222","6","102","6","-1.7","6,1224,","","","","","24.6",",6,0405,","45.0","6,0722,","","","-1.1","6,1118","","","","","","","","","-0.6","6,0102","","","","","","","1098.4","","1098.4","6","","","","","501.2",",6","","","17.66","6","25.53","6","9.80","6","28385","6"
"USC00043261","1942","36.9969","-119.7072","125.0","FRIANT GOVERNMENT CAMP, CA US","1015.4","","1015.4","6","44","6","28","6","","","","","0","6","15","6","0","6","228","6","112","6","-4.4","6,0215,","","","","","23.6",",6,0125,","44.4","6,0724,+","21871.3","6","-2.8","6,1205","-2.8","6,1205","","","","","","","-1.1","6,0326","-4.4","6,0215","-4.4","6,0215","","","1366.8","","1366.8","6","","","","","322.4",",6","","","17.14","6","25.47","6","8.80","6","29612","6"
"USC00043261","1943","36.9969","-119.7072","125.0","FRIANT GOVERNMENT CAMP, CA US","901.6","","901.6","6","46","6","30","6","","","","","0","6","23","6","0","6","244","6","117","6","-5.6","6,0119,+","","","","","25.9",",6,0122,","43.3","6,0730,+","20422.1","6","-1.7","6,1206","-3.9","6,1210","","","","","","","0.0","6,0211","-2.2","6,0120","-5.6","6,0119","","","1220.6","","1220.6","6","","","","","287.6",",6","","","17.35","6","26.05","6","8.66","6","27703","6"
"USC00043261","1944","36.9969","-119.7072","125.0","FRIANT GOVERNMENT CAMP, CA US","888.8","","888.8","6","52","6","32","6","","","","","0","6","22","6","0","6","210","6","107","6","-3.3","6,0105,","","","","","36.8",",6,0222,","42.8","6,0910,+","20746.4","6","0.0","6,1122","-2.8","6,1231","","","","","","","0.0","6,0421","-2.2","6,0314","","","","","1488.4","","1488.4","6","","","","","365.8",",6","","","16.51","6","24.87","6","8.16","6","27634","6"
"USC00043261","1945","36.9969","-119.7072","125.0","FRIANT GOVERNMENT CAMP, CA US","1033.1","","1033.1","6","53","6","29","6","","","","","0","6","21","6","0","6","210","6","111","6","-5.6","6,1214,","","","","","43.4",",6,0201,","43.9","6,0727,","20573.9","6","0.0","6,1108","-5.6","6,1214","-5.6","6,1214","","","","","0.0","6,0413","-2.8","6,0123","","","","","1477.1","","1477.1","6","","","","","321.0",",6","","","16.95","6","24.94","6","8.95","6","22780","6"
