"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00202270","1998","42.95833","-83.22167","313.9","DRYDEN 5 W, MI US","","","6","0","","","102",",0,0123,","371",",0"
"USC00202270","1999","42.95833","-83.22167","313.9","DRYDEN 5 W, MI US","42","","16","0","483",",0,0114,+","152",",0,0306,+","1205",",0"
