"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00362951","1922","41.716667","-75.483333","502.9","FOREST CITY 5 N, PA US","99","6","74","6","116.8",",6,0603,","1144.8",",6"
"USC00362951","1923","41.716667","-75.483333","502.9","FOREST CITY 5 N, PA US","115","6","87","6","63.2",",6,0728,","1098.8",",6"
"USC00362951","1925","41.716667","-75.483333","502.9","FOREST CITY 5 N, PA US","119","6","88","6","61.2",",6,0914,","1033.0",",6"
"USC00362951","1927","41.716667","-75.483333","502.9","FOREST CITY 5 N, PA US","121","6","95","6","54.6",",6,1019,","1238.0",",6"
"USC00362951","1931","41.716667","-75.483333","502.9","FOREST CITY 5 N, PA US","121","6","82","6","71.1",",6,0708,","1032.2",",6"
"USC00362951","1932","41.716667","-75.483333","502.9","FOREST CITY 5 N, PA US","108","6","79","6","63.2",",6,1005,","1117.0",",6"
"USC00362951","1933","41.716667","-75.483333","502.9","FOREST CITY 5 N, PA US","103","6","80","6","78.0",",6,0824,","1042.1",",6"
"USC00362951","1934","41.716667","-75.483333","502.9","FOREST CITY 5 N, PA US","109","6","88","6","63.5",",6,0728,","1028.5",",6"
"USC00362951","1936","41.716667","-75.483333","502.9","FOREST CITY 5 N, PA US","112","6","87","6","76.5",",6,0318,","1111.6",",6"
"USC00362951","1937","41.716667","-75.483333","502.9","FOREST CITY 5 N, PA US","131","6","94","6","49.3",",6,1023,","1131.1",",6"
"USC00362951","1938","41.716667","-75.483333","502.9","FOREST CITY 5 N, PA US","113","6","88","6","58.7",",6,0722,","1023.7",",6"
