"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00211417","1920","45.166667","-93.066667","270.7","CENTERVILLE LAKE, MN US","263.3","","263.3","6","100","6","59","6","36","6","158","6","92","6","130","6","5","6","-32.2","6,0121,","55.9",",6,0628,","33.9","6,0811,","-2.2","6,1001","-2.2","6,1001","-5.6","6,1029","-11.1","6,1110","-11.1","6,1110","0.0","6,0428","-2.2","6,0416","-5.6","6,0412","-6.7","6,0408","-12.2","6,0406","","","","","727.0",",6","6.38","6","11.96","6","0.80","6","",""
"USC00211417","1921","45.166667","-93.066667","270.7","CENTERVILLE LAKE, MN US","465.7","","465.7","6","81","6","47","6","17","6","160","6","70","6","138","6","21","6","-28.3","6,1224,","69.6",",6,0607,","36.1","6,0630,","-3.9","6,1004","-3.9","6,1004","-4.4","6,1101","-6.7","6,1105","-14.4","6,1109","-1.1","6,0516","-5.6","6,0416","-5.6","6,0416","-16.7","6,0328","-16.7","6,0328","3937.7","","3937.7","6","588.6",",6","8.20","6","13.93","6","2.47","6","64201","6"
"USC00211417","1922","45.166667","-93.066667","270.7","CENTERVILLE LAKE, MN US","340.4","","340.4","6","99","6","55","6","44","6","155","6","69","6","143","6","10","6","-32.8","6,0124,","28.2",",6,0602,","35.6","6,0905,","-2.2","6,1009","-2.2","6,1009","-6.7","6,1018","-6.7","6,1018","-11.1","6,1125","0.0","6,0427","-3.3","6,0421","-4.4","6,0330","-8.3","6,0328","-12.2","6,0311","4444.6","","4444.6","6","577.1",",6","7.36","6","13.15","6","1.57","6","64169","6"
"USC00211417","1923","45.166667","-93.066667","270.7","CENTERVILLE LAKE, MN US","309.9","","309.9","6","","","","","36","6","187","6","70","6","132","6","12","6","-36.7","6,0203,","","","36.1","6,0722,","-1.7","6,0913","-3.3","6,1005","-6.1","6,1021","-8.3","6,1030","-10.0","6,1108","0.0","6,0608","-6.1","6,0517","-6.1","6,0517","-8.9","6,0513","-8.9","6,0513","4626.7","","4626.7","6","","","6.20","6","13.26","6","-0.86","6","60105","6"
"USC00211417","1926","45.166667","-93.066667","270.7","CENTERVILLE LAKE, MN US","","","","","93","6","54","6","28","6","177","6","","","","","","","-31.7","6,0128,","55.9",",6,0728,","","","-2.2","6,0925","-2.2","6,0925","-6.7","6,1024","-6.7","6,1024","-11.7","6,1110","-2.2","6,0514","-2.2","6,0514","-6.7","6,0427","-6.7","6,0427","-12.2","6,0407","","","","","624.1",",6","","","","","-0.25","6","59968","6"
