"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093909","1948","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","","","","","","","","","","","4","X","92","X","","","","","","","-21.7","X,0128,","","","","","","","","","0.0","X,1017","-2.8","X,1110","-6.7","X,1122","-6.7","X,1122","-11.1","X,1209","-1.1","X,0401","-4.4","X,0328","-4.4","X,0328","-10.6","X,0313","-10.6","X,0313","","","","","","","","","","","","","7.35","X","","","","","","","","","","","",""
"USW00093909","1949","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","","","","","","","","","","","0","X","100","X","30","X","185","X","28","X","-17.2","X,0129,+","","","","","","","36.7","X,0702,","-3.9","X,1031","-3.9","X,1031","-4.4","X,1118","-10.0","X,1212","-10.0","X,1212","0.0","X,0416","-6.1","X,0318","-6.1","X,0318","-13.9","X,0315","-13.9","X,0315","","","","","","","","","12.78","X","18.18","X","7.39","X","","","","","203","X","","","","","34.4","X"
"USW00093909","1950","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","516.1","","516.1","X","","","","","3","","0","X","5","X","122","X","23","X","178","X","9","X","-21.1","X,1206,","25",",X,1207,+","23",",X,1205,","","","35.0","X,0625,","-1.1","X,1103","-3.9","X,1104","-5.6","X,1109","-8.3","X,1110","-8.9","X,1111","0.0","X,0420","-6.1","X,0413","-6.1","X,0413","-13.3","X,0313","-13.3","X,0313","2631.3","","2631.3","X","","","53",",X","11.63","X","17.43","X","5.82","X","","","","","","","","","","","90.0","X"
"USW00093909","1951","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3035.3","","3035.3","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093909","1952","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","925.0","","925.0","X","82","X","49","X","21","","8","X","0","X","114","X","23","X","174","X","70","X","-16.1","X,0304,","254",",X,0304,","279",",X,0303,","86.4",",X,0713,","39.4","X,0726,+","-2.2","X,1006","-2.2","X,1006","-5.0","X,1110","-8.9","X,1126","-8.9","X,1126","-3.9","X,0410","-3.9","X,0410","-4.4","X,0324","-7.8","X,0323","-8.9","X,0306","","","","","855.2",",X","750",",X","13.11","X","18.87","X","7.34","X","","","","","225","X","","","","","38.0","X"
"USW00093909","1953","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2789.0","","2789.0","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093909","1954","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","1103.8","","1103.8","X","","","","","","","","","1","X","101","X","16","X","175","X","71","X","-20.6","X,0121,","","","","","","","45.6","X,0713,","-0.6","X,1030","-3.9","X,1101","-6.7","X,1102","-6.7","X,1102","-12.2","X,1230","0.0","X,0503","-3.3","X,0403","-5.0","X,0330","-8.9","X,0315","-8.9","X,0315","","","","","","","","","14.31","X","20.13","X","8.48","X","","","","","203","X","","","","","38.6","X"
"USW00093909","1955","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","895.3","","895.3","X","","","","","","","","","4","X","117","X","37","X","186","X","57","X","-19.4","X,0212,+","","","","","","","38.9","X,0730,","-0.6","X,1024","-3.3","X,1102","-5.6","X,1103","-8.3","X,1115","-12.8","X,1116","0.0","X,0407","-4.4","X,0328","-4.4","X,0328","-7.2","X,0327","-15.0","X,0326","2576.7","","2576.7","X","","","","","12.97","X","18.69","X","7.26","X","","","","","225","X","","","","","30.3","X"
"USW00093909","1956","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","","","","","","","","","","","","","","","28","X","187","X","66","X","","","","","","","","","38.9","X,0912,+","","","","","","","","","","","","","","","","","","","","","2970.8","","2970.8","X","","","","","","","19.28","X","","","","","","","","","","","","","",""
"USW00093909","1957","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","","","","","","","10","","2","X","","","","","","","","","","","","","102",",X,1231,","81",",X,1230,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151",",X","","","","","","","","","","","","","","","","","",""
"USW00093909","1958","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","674.2","","674.2","X","109","X","74","X","29","","10","X","2","X","110","X","42","X","174","X","27","X","-19.4","X,0216,","305",",X,0123,+","229",",X,0121,","80.0",",X,0703,","37.8","X,0829,","0.0","X,1028","-2.2","X,1118","-8.3","X,1126","-8.3","X,1126","-11.1","X,1128","-0.6","X,0326","-2.8","X,0321","-4.4","X,0316","-7.2","X,0302","-13.3","X,0219","3006.8","","3006.8","X","1290.0",",X","929",",X","11.94","X","17.10","X","6.78","X","","","","","225","X","","","","","29.3","X"
"USW00093909","1959","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","780.8","","780.8","X","107","X","54","X","19","","6","X","4","X","109","X","29","X","166","X","36","X","-24.4","X,0104,","152",",X,0123,+","137",",X,0305,","50.5",",X,0517,","35.6","X,0805,+","-0.6","X,1028","-8.3","X,1105","-8.3","X,1105","-8.3","X,1105","-10.0","X,1106","-2.2","X,0409","-2.2","X,0409","-4.4","X,0322","-6.7","X,0221","-12.2","X,0220","2833.9","","2833.9","X","851.8",",X","532",",X","12.36","X","17.86","X","6.86","X","","","","","135","X","","","","","30.3","X"
"USW00093909","1960","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","753.3","","753.3","X","108","X","63","X","51","","13","X","4","X","119","X","48","X","182","X","38","X","-20.0","X,0305,+","584",",X,0317,+","203",",X,0315,","52.8",",X,0429,","36.7","X,0806,+","-0.6","X,1019","-2.8","X,1020","-5.0","X,1109","-7.2","X,1110","-10.0","X,1130","0.0","X,0430","-7.8","X,0325","-7.8","X,0325","-7.8","X,0325","-11.1","X,0317","3225.9","","3225.9","X","866.5",",X","1524",",X","11.97","X","17.37","X","6.58","X","","","","","338","X","","","","","23.1","X"
"USW00093909","1961","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","663.5","","663.5","X","98","X","73","X","28","","8","X","5","X","108","X","26","X","153","X","27","X","-22.2","X,1213,","178",",X,1225,+","178",",X,1222,","126.0",",X,0913,","37.8","X,0718,","0.0","X,1020","-2.2","X,1102","-7.8","X,1209","-7.8","X,1209","-12.2","X,1210","0.0","X,0417","-2.8","X,0309","-6.7","X,0225","-6.7","X,0225","-10.0","X,0219","2735.1","","2735.1","X","1421.7",",X","522",",X","11.96","X","17.25","X","6.67","X","","","","","90","X","","","","","20.6","X"
"USW00093909","1962","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","874.0","","874.0","X","94","X","57","X","33","","5","X","11","X","103","X","29","X","173","X","38","X","-21.1","X,0120,+","279",",X,0121,+","178",",X,0105,","44.2",",X,0924,","37.8","X,0820,+","-1.1","X,1025","-4.4","X,1105","-4.4","X,1105","-7.2","X,1206","-11.1","X,1210","-2.2","X,0415","-2.2","X,0415","-4.4","X,0402","-6.7","X,0316","-13.3","X,0306","3083.2","","3083.2","X","706.9",",X","489",",X","12.64","X","18.13","X","7.16","X","","","","","","","","","","","",""
"USW00093909","1963","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","1059.1","","1059.1","X","73","X","43","X","37","","5","X","17","X","102","X","38","X","197","X","73","X","-22.8","X,0123,","76",",X,1214,+","51",",X,0111,","61.5",",X,0615,","38.3","X,0719,+","0.0","X,1101","-3.9","X,1113","-5.0","X,1114","-8.3","X,1210","-15.0","X,1211","-2.8","X,0321","-2.8","X,0321","-4.4","X,0309","-13.3","X,0226","-13.3","X,0226","2844.7","","2844.7","X","585.1",",X","247",",X","13.53","X","19.62","X","7.44","X","","","","","360","X","","","","","29.3","X"
