"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00053489","1964","39.0422","-108.4663","1450.8","GRAND JUNCTION 6 ESE, CO US","589.0","","589.0","0","49","0","21","0","","","","","1","0","146","0","13","0","170","0","46","0","-17.8","0,0114,","","","","","21.8",",0,0813,","36.7","0,0810,+","0.0","0,1019","-2.2","0,1112","-7.8","0,1119","-7.8","0,1119","-9.4","0,1207","0.0","0,0425","-2.8","0,0328","-5.6","0,0325","-7.8","0,0320","-12.2","0,0314","","","","","161.7",",0","","","11.07","0","18.19","0","3.95","0"
"USC00053489","1965","39.0422","-108.4663","1450.8","GRAND JUNCTION 6 ESE, CO US","448.3","","448.3","0","69","0","49","0","","","0","0","0","0","117","0","9","0","159","0","35","0","-15.0","0,0213,","","","13",",0,1222,","34.3",",0,0918,","36.7","0,0809,","-0.6","0,0918","-3.3","0,1126","-7.2","0,1128","-7.2","0,1128","-8.9","0,1218","-1.7","0,0509","-2.8","0,0411","-7.8","0,0325","-7.8","0,0325","-10.6","0,0320","2992.9","","2992.9","0","381.7",",0","13",",0","11.56","0","18.32","0","4.80","0"
"USC00053489","1966","39.0422","-108.4663","1450.8","GRAND JUNCTION 6 ESE, CO US","673.9","","673.9","0","38","0","24","0","","","4","0","1","0","126","0","17","0","182","0","64","0","-21.7","0,0121,","","","89",",0,1227,","20.3",",0,0411,","36.7","0,0706,","0.0","0,1014","-2.2","0,1018","-7.8","0,1109","-7.8","0,1109","-8.9","0,1210","-1.1","0,0427","-5.0","0,0420","-5.0","0,0420","-6.7","0,0323","-11.1","0,0305","2880.8","","2880.8","0","176.9",",0","216",",0","12.07","0","19.47","0","4.67","0"
"USC00053489","1967","39.0422","-108.4663","1450.8","GRAND JUNCTION 6 ESE, CO US","542.6","","542.6","0","45","0","24","0","5","","3","0","4","0","130","0","28","0","176","0","56","0","-18.9","0,1225,","127",",0,1214,","64",",0,1216,","15.7",",0,0527,","35.6","0,0722,","0.0","0,1015","-7.8","0,1103","-7.8","0,1103","-7.8","0,1103","-12.2","0,1202","-0.6","0,0514","-2.2","0,0423","-5.0","0,0421","-8.9","0,0306","-8.9","0,0306","2833.3","","2833.3","0","189.3",",0","148",",0","11.61","0","18.99","0","4.23","0"
"USC00053489","1968","39.0422","-108.4663","1450.8","GRAND JUNCTION 6 ESE, CO US","513.4","","513.4","0","50","0","24","0","","","3","0","11","0","132","0","27","0","160","0","38","0","-23.9","0,0108,","","","114",",0,1220,","23.9",",0,0807,","37.8","0,0620,","0.0","0,1016","-4.4","0,1017","-4.4","0,1017","-8.3","0,1129","-9.4","0,1201","0.0","0,0517","-2.8","0,0507","-5.6","0,0205","-7.8","0,0203","-10.6","0,0126","3214.5","","3214.5","0","186.8",",0","306",",0","10.78","0","17.73","0","3.83","0"
"USC00053489","1969","39.0422","-108.4663","1450.8","GRAND JUNCTION 6 ESE, CO US","681.0","","681.0","0","65","0","35","0","","","9","0","0","0","138","0","7","0","170","0","59","0","-14.4","0,0110,","","","119",",0,0307,","32.3",",0,0624,","37.8","0,0808,","-1.1","0,1012","-2.2","0,1029","-10.0","0,1118","-10.0","0,1118","-10.0","0,1118","0.0","0,0427","-2.2","0,0326","-7.8","0,0325","-7.8","0,0325","-8.9","0,0309","2937.9","","2937.9","0","231.3",",0","513",",0","12.11","0","18.94","0","5.29","0"
"USC00053489","1970","39.0422","-108.4663","1450.8","GRAND JUNCTION 6 ESE, CO US","651.9","","651.9","0","55","0","26","0","","","","","0","0","150","0","9","0","152","0","60","0","-15.0","0,0104,","","","","","17.3",",0,1007,","38.3","0,0627,","-1.7","0,1008","-3.9","0,1026","-4.4","0,1027","-7.2","0,1119","-8.9","0,1225","0.0","0,0502","-3.9","0,0412","-6.1","0,0401","-6.7","0,0220","-8.9","0,0218","3017.2","","3017.2","0","217.4",",0","","","11.74","0","18.70","0","4.77","0"
"USC00053489","1971","39.0422","-108.4663","1450.8","GRAND JUNCTION 6 ESE, CO US","657.2","","657.2","0","45","0","27","0","","","8","0","3","0","140","0","22","0","168","0","69","0","-24.4","0,0106,","","","102",",0,1213,","19.3",",0,1017,","39.4","0,0713,","-2.8","0,0918","-2.8","0,0918","-4.4","0,1030","-6.7","0,1118","-10.0","0,1208","0.0","0,0426","-2.2","0,0404","-7.2","0,0401","-7.2","0,0401","-10.0","0,0318","3039.8","","3039.8","0","163.8",",0","483",",0","11.43","0","18.69","0","4.17","0"
"USC00053489","1972","39.0422","-108.4663","1450.8","GRAND JUNCTION 6 ESE, CO US","601.5","","601.5","0","55","0","28","0","","","7","0","3","0","123","0","15","0","181","0","51","0","-22.8","0,0104,","","","140",",0,0103,","16.8",",0,1030,","37.2","0,0731,","-3.9","0,1030","-3.9","0,1030","-6.7","0,1031","-6.7","0,1031","-9.4","0,1129","-0.6","0,0502","-4.4","0,0330","-4.4","0,0330","-7.8","0,0211","-10.6","0,0205","2905.0","","2905.0","0","201.8",",0","568",",0","12.02","0","19.18","0","4.86","0"
"USC00053489","1973","39.0422","-108.4663","1450.8","GRAND JUNCTION 6 ESE, CO US","538.3","","538.3","0","58","0","43","0","","","","","13","0","130","0","30","0","162","0","45","0","-24.4","0,0108,","","","","","24.4",",0,0506,","38.3","0,0706,","-1.1","0,1024","-2.2","0,1105","-5.0","0,1115","-7.2","0,1122","-11.7","0,1127","-0.6","0,0527","-5.0","0,0409","-5.0","0,0409","-8.9","0,0408","-8.9","0,0408","3540.2","","3540.2","0","288.3",",0","","","10.23","0","17.20","0","3.25","0"
