"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013964","1946","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1101.3","","1101.3","0","101","0","73","0","1","","2","0","0","0","53","0","3","0","223","0","81","0","-10.0","0,1230,","51",",0,1231,","53",",0,1231,","106.4",",0,1109,","40.0","0,0817,+","0.0","0,1012","-2.2","0,1202","-5.6","0,1218","-8.9","0,1229","-8.9","0,1229","-2.2","0,0309","-2.2","0,0309","-5.0","0,0210","-9.4","0,0127","-9.4","0,0127","","","","","1470.7",",0","","","78",",0","17.21","0","23.55","0","10.88","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1947","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1215.8","","1215.8","0","86","0","51","0","1","","1","0","0","0","75","0","5","0","210","0","89","0","-13.9","0,0104,","25",",0,0101,","30",",0,0211,","69.3",",0,0512,","42.2","0,0809,","-1.7","0,1108","-2.2","0,1125","-5.0","0,1212","","","","","-3.3","0,0328","-3.3","0,0328","-6.7","0,0303","-6.7","0,0303","-11.1","0,0210","1853.5","","1853.5","0","893.2",",0","","","33",",0","16.21","0","22.73","0","9.69","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1948","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1086.5","","1086.5","0","97","0","59","0","7","","3","0","0","0","75","0","10","0","232","0","78","0","-13.9","0,0311,","25",",0,0310,+","51",",0,0213,+","56.1",",0,0510,","37.2","0,0725,","-3.3","0,1018","-3.3","0,1018","-7.2","0,1123","-7.2","0,1123","","","-7.2","0,0313","-7.2","0,0313","-7.2","0,0313","-7.2","0,0313","-12.8","0,0312","1908.7","","1908.7","0","799.6",",0","","","155",",0","16.00","0","22.34","0","9.65","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1949","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1129.2","","1129.2","0","117","0","62","0","0","","0","0","0","0","61","0","3","0","218","0","72","0","-13.3","0,0131,","0","T,0,0131,+","20",",0,0130,","122.7",",0,0124,","38.3","0,0812,","-0.6","0,1031","-2.2","0,1101","-5.0","0,1122","-7.8","0,1215","","","-0.6","0,0319","-2.2","0,0303","-5.6","0,0207","-8.3","0,0201","-13.3","0,0131","1804.0","","1804.0","0","1179.1",",0","","","38",",0","16.47","0","22.77","0","10.18","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1950","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","964.2","","964.2","0","98","0","62","0","4","","0","0","0","0","77","0","3","0","225","0","40","0","-14.4","0,1207,","25",",0,1207,+","13",",0,1205,+","98.6",",0,0722,","37.8","0,0626,","-1.1","0,1104","-5.6","0,1110","-5.6","0,1110","-9.4","0,1111","-9.4","0,1111","-1.7","0,0406","-6.1","0,0314","-6.1","0,0314","-6.7","0,0107","-9.4","0,0104","1745.4","","1745.4","0","998.2",",0","","","34",",0","15.85","0","21.96","0","9.73","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1951","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1107.5","","1107.5","0","103","0","82","0","3","","2","0","2","0","76","0","7","0","218","0","79","0","-22.8","0,0202,","51",",0,0201,+","58",",0,0131,","134.6",",0,1027,","40.0","0,0831,+","-4.4","0,1102","-4.4","0,1102","-4.4","0,1102","-6.7","0,1103","-10.0","0,1215","-1.7","0,0417","-2.8","0,0320","-5.0","0,0208","-7.8","0,0204","-11.1","0,0203","1964.0","","1964.0","0","1469.9",",0","","","130",",0","15.91","0","22.15","0","9.68","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1952","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1185.8","","1185.8","0","78","0","56","0","2","","3","0","0","0","75","0","0","0","217","0","103","0","-8.9","0,1128,","102",",0,1129,","94",",0,0216,","56.4",",0,1125,","39.4","0,0820,+","-0.6","0,1008","-2.8","0,1023","-5.6","0,1029","-8.9","0,1128","-8.9","0,1128","-0.6","0,0328","-3.3","0,0324","-4.4","0,0221","-6.7","0,0217","","","1833.1","","1833.1","0","816.6",",0","","","193",",0","16.39","0","23.37","0","9.41","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1953","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1218.4","","1218.4","0","75","0","58","0","2","","0","0","0","0","74","0","2","0","211","0","110","0","-12.8","0,1224,","25",",0,0118,+","15",",0,0116,","91.4",",0,0317,","40.6","0,0619,","0.0","0,1106","-2.2","0,1109","-4.4","0,1110","-9.4","0,1222","-9.4","0,1222","0.0","0,0416","-5.0","0,0223","-5.0","0,0223","-7.8","0,0222","-9.4","0,0116","1897.4","","1897.4","0","1038.9",",0","","","15",",0","16.72","0","23.67","0","9.77","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1954","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1464.8","","1464.8","0","75","0","50","0","7","","2","0","0","0","70","0","5","0","223","0","113","0","-15.0","0,0111,","102",",0,0111,","89",",0,0110,","62.2",",0,1227,","43.9","0,0714,+","-2.2","0,1102","-2.2","0,1102","-4.4","0,1206","","","","","-3.3","0,0401","-3.3","0,0401","-6.7","0,0315","-6.7","0,0315","-12.2","0,0122","1795.1","","1795.1","0","777.0",",0","","","160",",0","17.56","0","24.65","0","10.48","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1955","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1230.7","","1230.7","0","84","0","52","0","1","","1","0","0","0","80","0","3","0","228","0","90","0","-12.8","0,0211,","25",",0,0110,","140",",0,0110,","54.1",",0,0526,","38.3","0,0730,","0.0","0,1025","-2.2","0,1104","-5.0","0,1109","-6.7","0,1117","-12.2","0,1216","-2.2","0,0329","-2.2","0,0329","-6.1","0,0327","-9.4","0,0326","-9.4","0,0326","1745.1","","1745.1","0","799.6",",0","","","175",",0","16.57","0","23.08","0","10.06","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1956","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1293.1","","1293.1","0","75","0","55","0","4","","1","0","0","0","66","0","3","0","228","0","105","0","-9.4","0,0120,","76",",0,0119,","76",",0,0118,","60.2",",0,0201,","42.8","0,0816,","-1.7","0,1108","-2.2","0,1109","-5.0","0,1117","-6.7","0,1129","","","-1.1","0,0320","-2.8","0,0308","-5.0","0,0131","-9.4","0,0120","-9.4","0,0120","1957.2","","1957.2","0","779.3",",0","","","99",",0","16.92","0","23.74","0","10.09","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1957","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1110.8","","1110.8","0","122","0","87","0","0","","0","0","0","0","52","0","3","0","207","0","73","0","-10.0","0,0117,","0",",0,1231,+","0","T,0,1208,+","90.9",",0,0522,","40.0","0,0729,","-1.1","0,1026","-2.2","0,1027","-8.9","0,1211","-8.9","0,1211","-8.9","0,1211","-1.1","0,0413","-5.6","0,0308","-5.6","0,0308","-10.0","0,0117","-10.0","0,0117","1724.9","","1724.9","0","1544.1",",0","","","0","T,0","16.49","0","22.18","0","10.81","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1958","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1104.8","","1104.8","0","105","0","72","0","9","","4","0","0","0","79","0","7","0","205","0","78","0","-15.6","0,1215,","102",",0,1213,","102",",0,1212,","83.8",",0,0625,","36.7","0,0730,+","-1.1","0,1119","-3.3","0,1128","-5.6","0,1129","-12.2","0,1213","-12.2","0,1213","-2.8","0,0320","-2.8","0,0320","-4.4","0,0218","-9.4","0,0216","-9.4","0,0216","2008.3","","2008.3","0","1239.1",",0","","","310",",0","15.61","0","21.52","0","9.71","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013964","1959","35.333","-94.3625","136.9","FORT SMITH REGIONAL AIRPORT, AR US","","","1126.7","","1126.7","0","101","0","66","0","1","","1","0","0","0","77","0","5","0","209","0","76","0","-15.0","0,0122,","25",",0,0122,","25",",0,0121,","79.8",",0,0722,","37.2","0,0804,","-1.7","0,1105","-6.1","0,1106","-6.1","0,1106","-6.7","0,1107","-9.4","0,1117","-0.6","0,0414","-3.3","0,0322","-5.0","0,0221","-8.9","0,0206","-8.9","0,0206","1927.8","","1927.8","0","1178.0",",0","","","46",",0","16.08","0","22.22","0","9.94","0","","","","","","","","","","","","","","","","","","","","","",""
