"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1NCUN0001","2008","35.0207","-80.5343","175.0","MONROE 2.4 N, NC US","90","N","68","N","63.5",",N,0827,","1014.1",",N"
"US1NCUN0001","2009","35.0207","-80.5343","175.0","MONROE 2.4 N, NC US","115","N","81","N","70.6",",N,1111,","1030.9",",N"
"US1NCUN0001","2010","35.0207","-80.5343","175.0","MONROE 2.4 N, NC US","92","N","67","N","69.1",",N,0601,","1118.4",",N"
"US1NCUN0001","2011","35.0207","-80.5343","175.0","MONROE 2.4 N, NC US","102","N","73","N","78.7",",N,0813,","1102.1",",N"
"US1NCUN0001","2012","35.0207","-80.5343","175.0","MONROE 2.4 N, NC US","120","N","78","N","59.4",",N,0904,","1135.3",",N"
"US1NCUN0001","2013","35.0207","-80.5343","175.0","MONROE 2.4 N, NC US","122","N","79","N","72.4",",N,0429,","1184.4",",N"
"US1NCUN0001","2014","35.0207","-80.5343","175.0","MONROE 2.4 N, NC US","112","N","82","N","66.8",",N,0919,","1340.1",",N"
"US1NCUN0001","2015","35.0207","-80.5343","175.0","MONROE 2.4 N, NC US","109","N","84","N","96.8",",N,1003,","1471.5",",N"
"US1NCUN0001","2016","35.0207","-80.5343","175.0","MONROE 2.4 N, NC US","88","N","69","N","84.6",",N,1008,","936.5",",N"
"US1NCUN0001","2017","35.0207","-80.5343","175.0","MONROE 2.4 N, NC US","94","N","65","N","73.7",",N,0620,","1236.8",",N"
