"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00047414","1952","37.9191","-122.3772","6.1","RICHMOND, CA US","60.1","","60.1","0","65","0","49","0","0","","0","0","0","0","2","0","0","0","94","0","2","0","-1.1","0,0102,","0",",0,1231,+","0",",0,1231,+","65.8",",0,1207,","32.8","0,0901,","","","","","","","-1.1","0,0102","","","","","","","778.7",",0","0",",0","13.96","0","18.41","0","9.50","0"
"USC00047414","1953","37.9191","-122.3772","6.1","RICHMOND, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1511.9","","1511.9","0","","","","","","","","","",""
"USC00047414","1954","37.9191","-122.3772","6.1","RICHMOND, CA US","71.9","","71.9","0","54","0","36","0","0","","0","0","0","0","0","0","0","0","126","0","2","0","0.6","0,1229,+","0",",0,1231,+","0","T,0,0321,+","62.7",",0,1202,","33.9","0,0924,","","","","","","","","","","","","","","","567.6",",0","0","T,0","14.41","0","18.97","0","9.84","0"
"USC00047414","1955","37.9191","-122.3772","6.1","RICHMOND, CA US","51.3","","51.3","0","57","0","42","0","0","","0","0","0","0","1","0","0","0","102","0","2","0","-0.6","0,0114,","0",",0,1231,+","0",",0,1231,+","80.0",",0,1219,","33.9","0,0901,","","","","","","","-0.6","0,0114","","","1660.3","","1660.3","0","619.5",",0","0",",0","13.74","0","18.42","0","9.06","0"
"USC00047414","1958","37.9191","-122.3772","6.1","RICHMOND, CA US","130.2","","130.2","0","65","0","47","0","0","","0","0","0","0","0","0","0","0","135","0","3","0","1.7","0,0118,","0",",0,1231,+","0",",0,1231,+","59.2",",0,0219,","35.0","0,0928,+","","","","","","","","","","","","","","","819.1",",0","0",",0","15.43","0","19.84","0","11.03","0"
"USC00047414","1960","37.9191","-122.3772","6.1","RICHMOND, CA US","59.6","","59.6","0","61","0","42","0","0","","0","0","0","0","3","0","0","0","88","0","2","0","-2.2","0,0102,","0",",0,1231,+","0",",0,1231,+","45.5",",0,1126,","35.0","0,0926,","","","","","","","0.0","0,0104","-2.2","0,0102","1336.4","","1336.4","0","482.2",",0","0",",0","14.25","0","18.46","0","10.04","0"
"USC00047414","1961","37.9191","-122.3772","6.1","RICHMOND, CA US","117.7","","117.7","0","61","0","31","0","0","","0","0","0","0","6","0","0","0","105","0","7","0","-1.7","0,0116,+","0",",0,1231,+","0",",0,1231,+","44.5",",0,1120,","37.2","0,0615,","","","","","","","-1.7","0,0116","","","1630.1","","1630.1","0","371.5",",0","0",",0","14.32","0","18.84","0","9.80","0"
"USC00047414","1962","37.9191","-122.3772","6.1","RICHMOND, CA US","38.4","","38.4","0","49","0","34","0","0","","0","0","0","0","4","0","0","0","93","0","1","0","-0.6","0,0122,+","0",",0,1231,+","0",",0,1231,+","83.6",",0,1012,","32.8","0,0828,","0.0","0,1225","","","","","-0.6","0,0122","","","1610.9","","1610.9","0","624.5",",0","0",",0","14.00","0","18.23","0","9.78","0"
"USC00047414","1963","37.9191","-122.3772","6.1","RICHMOND, CA US","88.0","","88.0","0","62","0","43","0","0","","0","0","0","0","4","0","0","0","104","0","2","0","-1.1","0,0113,","0",",0,1231,+","0",",0,1231,+","63.0",",0,0131,","35.0","0,0926,","","","","","","","0.0","0,0120","","","1577.6","","1577.6","0","604.2",",0","0",",0","14.28","0","18.60","0","9.95","0"
"USC00047414","1964","37.9191","-122.3772","6.1","RICHMOND, CA US","90.3","","90.3","0","67","0","35","0","0","","0","0","0","0","0","0","0","0","96","0","5","0","1.7","0,0113,+","0",",0,1231,+","0",",0,1231,+","52.6",",0,0121,","35.0","0,0925,","","","","","","","","","","","1656.3","","1656.3","0","497.0",",0","0",",0","14.12","0","18.48","0","9.75","0"
