"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1NMLE0004","2008","32.961","-103.3653","1200.0","LOVINGTON 1.4 NW, NM US","47","N","28","N","0","N","0",",N,1231,+","31.0",",N,0629,","332.6",",N","0",",N"
"US1NMLE0004","2009","32.961","-103.3653","1200.0","LOVINGTON 1.4 NW, NM US","45","N","29","N","","","","","55.4",",N,0722,","302.0",",N","",""
