"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00207075","1896","46.58333","-89.25","362.7","ROCKLAND, MI US","55","6","55","6","","","","","","","71.1",",6,1126,","","","692.7",",6","",""
"USC00207075","1897","46.58333","-89.25","362.7","ROCKLAND, MI US","76","6","74","6","","","","","","","66.0",",6,0104,","","","692.0",",6","",""
"USC00207075","1898","46.58333","-89.25","362.7","ROCKLAND, MI US","","","","","79","6","90","6","2","6","","","33.9","6,0902,","","","10.97","6"
