"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023043","1930","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","902.8","","902.8","0","54","0","23","0","","","0","0","2","0","102","0","6","0","220","0","85","0","-18.9","0,0118,","","","13",",0,1221,","36.6",",0,1001,","39.4","0,0629,+","-3.9","0,1120","-3.9","0,1120","-4.4","0,1121","-7.8","0,1220","","","-2.8","0,0330","-2.8","0,0330","-5.0","0,0319","-6.7","0,0304","-11.7","0,0123","2103.5","","2103.5","0","257.6",",0","","","13",",0","15.32","0","23.11","0","7.52","0","","","","","",""
"USW00023043","1931","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","892.4","","892.4","0","68","0","34","0","10","","6","0","0","0","93","0","3","0","211","0","79","0","-15.6","0,1204,+","203",",0,1201,","251",",0,1201,","56.9",",0,0416,","38.3","0,0619,+","-0.6","0,1030","-3.3","0,1120","-4.4","0,1122","-9.4","0,1202","-9.4","0,1202","-1.7","0,0405","-5.0","0,0331","-5.0","0,0331","-8.9","0,0327","-8.9","0,0327","2086.4","","2086.4","0","363.6",",0","","","529",",0","15.21","0","22.53","0","7.89","0","","","","","",""
"USW00023043","1932","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","798.7","","798.7","0","60","0","35","0","10","","6","0","0","0","102","0","9","0","220","0","66","0","-16.1","0,0313,","102",",0,1215,+","109",",0,0312,","51.6",",0,0829,","39.4","0,0618,","-1.7","0,1026","-2.2","0,1109","-6.1","0,1112","-6.7","0,1207","-10.0","0,1217","-0.6","0,0328","-2.8","0,0322","-4.4","0,0314","-16.1","0,0313","-16.1","0,0313","1921.7","","1921.7","0","478.6",",0","","","395",",0","14.73","0","22.33","0","7.13","0","","","","","",""
"USW00023043","1933","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","934.8","","934.8","0","46","0","23","0","4","","1","0","3","0","95","0","4","0","239","0","89","0","-31.1","0,0208,","102",",0,0207,","109",",0,0207,","30.7",",0,0824,","40.0","0,0629,","0.0","0,1104","-2.2","0,1108","-6.1","0,1206","-9.4","0,1218","-9.4","0,1218","0.0","0,0416","-2.2","0,0415","-5.0","0,0414","-8.9","0,0221","-8.9","0,0221","2193.2","","2193.2","0","223.4",",0","","","109",",0","15.88","0","24.16","0","7.60","0","","","","","",""
"USW00023043","1934","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","1120.9","","1120.9","0","37","0","17","0","2","","1","0","0","0","84","0","0","0","240","0","109","0","-9.4","0,0226,+","25",",0,0325,+","33",",0,0324,","30.2",",0,1116,","39.4","0,0731,","0.0","0,1123","-4.4","0,1129","-4.4","0,1129","-6.7","0,1203","","","-0.6","0,0326","-2.2","0,0325","-6.1","0,0318","-7.8","0,0227","-9.4","0,0226","1578.6","","1578.6","0","177.1",",0","","","62",",0","16.93","0","25.05","0","8.80","0","","","","","",""
"USW00023043","1935","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","793.2","","793.2","0","44","0","26","0","1","","1","0","0","0","74","0","1","0","217","0","62","0","-13.3","0,0121,","25",",0,0311,","81",",0,0311,","37.8",",0,0503,","39.4","0,0620,","-2.8","0,1105","-2.8","0,1105","-4.4","0,1112","-6.7","0,1222","","","0.0","0,0503","-3.3","0,0312","-6.1","0,0228","-8.3","0,0226","-9.4","0,0225","1571.6","","1571.6","0","268.2",",0","","","105",",0","15.60","0","22.92","0","8.28","0","","","","","",""
"USW00023043","1936","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","902.4","","902.4","0","53","0","21","0","6","","3","0","0","0","97","0","2","0","216","0","81","0","-12.2","0,0119,","127",",0,0129,","122",",0,0129,","49.5",",0,0921,","39.4","0,0719,","-4.4","0,1103","-4.4","0,1103","-4.4","0,1103","-6.7","0,1104","","","-1.1","0,0408","-3.3","0,0407","-7.2","0,0219","-7.2","0,0219","-9.4","0,0218","1885.6","","1885.6","0","300.5",",0","","","270",",0","15.43","0","23.17","0","7.69","0","","","","","",""
"USW00023043","1937","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","967.8","","967.8","0","48","0","22","0","0","","0","0","0","0","99","0","3","0","220","0","87","0","-12.2","0,0124,","0","T,0,0419,+","20",",0,0202,","42.2",",0,0910,","38.9","0,0716,","-0.6","0,1111","-2.2","0,1116","-4.4","0,1118","-7.8","0,1119","-9.4","0,1206","-2.2","0,0405","-2.2","0,0405","-6.7","0,0228","-6.7","0,0228","-10.0","0,0211","2090.0","","2090.0","0","342.0",",0","","","28",",0","15.51","0","23.22","0","7.80","0","","","","","",""
"USW00023043","1938","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","883.4","","883.4","0","59","0","25","0","2","","2","0","1","0","93","0","0","0","244","0","73","0","-17.8","0,1124,","76",",0,0104,","71",",0,0121,","18.5",",0,0722,","38.9","0,0820,","0.0","0,1024","-5.0","0,1106","-5.0","0,1106","-8.9","0,1107","-8.9","0,1107","-1.7","0,0410","-3.3","0,0409","-5.0","0,0402","-7.8","0,0218","","","1786.0","","1786.0","0","231.0",",0","","","175",",0","15.78","0","23.65","0","7.91","0","","","","","",""
"USW00023043","1939","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","935.0","","935.0","0","49","0","27","0","1","","1","0","0","0","102","0","3","0","229","0","83","0","-16.1","0,0203,","25",",0,0202,","46",",0,1225,","33.0",",0,0726,","41.7","0,0614,","-0.6","0,1030","-2.2","0,1103","-4.4","0,1112","-7.2","0,1227","","","-4.4","0,0407","-4.4","0,0407","-4.4","0,0407","-7.2","0,0306","-8.9","0,0228","1894.5","","1894.5","0","325.9",",0","","","92",",0","15.77","0","23.82","0","7.73","0","","","","","",""
"USW00023043","1940","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","856.8","","856.8","0","54","0","25","0","3","","3","0","0","0","94","0","5","0","232","0","71","0","-14.4","0,0119,","76",",0,0405,+","86",",0,0208,","65.0",",0,0628,","38.3","0,0711,+","-0.6","0,1111","-7.2","0,1112","-7.2","0,1112","-7.2","0,1112","-10.6","0,1113","-0.6","0,0418","-2.8","0,0412","-7.2","0,0314","-7.2","0,0314","-8.9","0,0127","1909.9","","1909.9","0","360.9",",0","","","223",",0","15.55","0","23.36","0","7.73","0","","","","","",""
"USW00023043","1941","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","712.4","","712.4","0","94","0","55","0","1","","2","0","0","0","73","0","0","0","198","0","53","0","-7.2","0,1123,+","102",",0,0317,","168",",0,0317,","57.4",",0,0922,","35.0","0,0826,+","-0.6","0,1108","-3.9","0,1120","-7.2","0,1123","-7.2","0,1123","","","-2.2","0,0318","-2.2","0,0318","-5.0","0,0124","-6.7","0,0118","","","1842.1","","1842.1","0","836.0",",0","","","237",",0","15.11","0","21.89","0","8.33","0","","","","","",""
"USW00023043","1942","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","813.8","","813.8","0","56","0","28","0","2","","6","0","0","0","95","0","4","0","229","0","71","0","-13.9","0,0218,","102",",0,1206,","114",",0,1206,","61.2",",0,0831,","39.4","0,0619,","-0.6","0,1101","-2.2","0,1111","-5.6","0,1122","-7.2","0,1228","","","-0.6","0,0409","-3.3","0,0328","-5.6","0,0321","-6.7","0,0224","-9.4","0,0220","1939.3","","1939.3","0","375.7",",0","","","332",",0","15.39","0","23.37","0","7.40","0","","","","","",""
