"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023043","1895","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","836.0","","836.0","0","54","0","32","0","","","","","5","0","104","0","13","0","221","0","97","0","-25.6","0,0216,","","","","","77.2",",0,0529,","41.1","0,0707,+","0.0","0,1021","-5.6","0,1110","-5.6","0,1110","-6.7","0,1126","-9.4","0,1204","-1.1","0,0402","-2.2","0,0320","-4.4","0,0318","-18.9","0,0217","-18.9","0,0217","1955.0","","1955.0","0","484.6",",0","","","","","14.60","0","23.36","0","5.84","0","","","","","",""
"USW00023043","1896","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","1026.4","","1026.4","0","33","0","23","0","","","","","0","0","104","0","0","0","241","0","113","0","-12.2","0,0104,+","","","","","62.0",",0,1014,","43.3","0,0609,","0.0","0,1030","-3.9","0,1105","-5.6","0,1108","-10.0","0,1130","-10.0","0,1130","-3.9","0,0418","-3.9","0,0418","-5.6","0,0401","-6.7","0,0318","-8.9","0,0307","1859.9","","1859.9","0","331.1",",0","","","","","16.35","0","25.83","0","6.88","0","","","","","",""
"USW00023043","1897","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","695.2","","695.2","0","38","0","32","0","","","","","3","0","120","0","10","0","244","0","66","0","-20.0","0,0106,","","","","","34.3",",0,0427,","40.0","0,0623,+","-1.7","0,1017","-6.1","0,1028","-6.1","0,1028","-6.7","0,1109","-9.4","0,1127","-1.1","0,0414","-2.2","0,0401","-6.1","0,0323","-12.8","0,0317","-12.8","0,0317","1980.0","","1980.0","0","384.3",",0","","","","","14.38","0","23.51","0","5.24","0","","","","","",""
"USW00023043","1898","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","681.7","","681.7","0","37","0","27","0","","","","","0","0","130","0","5","0","235","0","84","0","-16.7","0,0120,","","","","","114.8",",0,0704,","37.8","0,0723,","-3.3","0,1017","-3.3","0,1017","-7.2","0,1020","-7.2","0,1020","-10.6","0,1110","-1.1","0,0407","-6.7","0,0405","-6.7","0,0405","-6.7","0,0405","-9.4","0,0324","2078.7","","2078.7","0","533.0",",0","","","","","14.04","0","23.41","0","4.68","0","","","","","",""
"USW00023043","1899","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","760.7","","760.7","0","33","0","22","0","","","","","2","0","127","0","4","0","244","0","89","0","-21.1","0,0207,","","","","","88.4",",0,0908,","39.4","0,0812,","-2.2","0,1017","-2.2","0,1017","-7.8","0,1102","-7.8","0,1102","-10.6","0,1103","-1.1","0,0423","-2.2","0,0409","-7.2","0,0328","-7.2","0,0328","-10.6","0,0224","2221.5","","2221.5","0","429.8",",0","","","","","14.83","0","24.55","0","5.10","0","","","","","",""
"USW00023043","1900","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","787.7","","787.7","0","51","0","35","0","","","","","0","0","108","0","3","0","240","0","76","0","-13.9","0,1229,","","","","","78.7",",0,1017,","39.4","0,0627,+","-1.7","0,1101","-2.8","0,1104","-4.4","0,1112","-6.7","0,1125","-11.1","0,1224","-0.6","0,0419","-2.8","0,0413","-4.4","0,0412","-7.2","0,0301","-12.8","0,0218","1939.9","","1939.9","0","512.1",",0","","","","","15.26","0","24.21","0","6.32","0","","","","","",""
"USW00023043","1901","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","806.7","","806.7","0","43","0","24","0","","","","","1","0","114","0","3","0","247","0","95","0","-19.4","0,1214,","","","","","143.5",",0,1101,","41.7","0,0809,","-1.1","0,0927","-2.8","0,1123","-5.0","0,1202","-7.8","0,1209","-8.9","0,1213","0.0","0,0419","-2.8","0,0418","-5.6","0,0402","-6.7","0,0316","-11.1","0,0215","1916.9","","1916.9","0","453.0",",0","","","","","15.14","0","24.29","0","5.98","0","","","","","",""
"USW00023043","1904","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","","","41","0","29","0","","","","","","","","","","","","","","","","","","","","","45.7",",0,0902,","","","","","","","","","","","","","","","","","","","","","","","","","","","357.0",",0","","","","","","","","","","","","","","","",""
"USW00023043","1905","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","","","78","0","39","0","","","","","","","","","13","0","202","0","71","0","","","","","","","55.9",",0,0725,","38.3","0,0713,+","","","","","","","","","","","","","","","","","","","","","","","","","489.3",",0","","","","","","","21.67","0","","","","","","","",""
"USW00023043","1906","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","724.4","","724.4","0","70","0","38","0","","","","","2","0","106","0","5","0","223","0","59","0","-21.1","0,1121,","","","","","35.1",",0,0406,","38.3","0,0610,","-3.3","0,1022","-3.3","0,1022","-6.1","0,1023","-7.2","0,1118","-9.4","0,1119","0.0","0,0322","-7.2","0,0320","-7.2","0,0320","-7.2","0,0320","-10.0","0,0124","2127.3","","2127.3","0","387.5",",0","","","","","14.61","0","22.88","0","6.34","0","","","","","",""
"USW00023043","1907","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","","","56","0","32","0","","","","","","","","","19","0","236","0","75","0","","","","","","","25.7",",0,1027,","40.0","0,0629,","","","","","","","","","","","","","","","","","","","","","","","","","341.5",",0","","","","","","","22.83","0","","","","","","","",""
"USW00023043","1908","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","658.3","","658.3","0","52","0","27","0","","","","","0","0","114","0","0","0","241","0","50","0","-11.1","0,0202,+","","","","","31.8",",0,0814,","38.3","0,0621,+","0.0","0,1020","-3.9","0,1024","-5.0","0,1027","-7.2","0,1117","-10.0","0,1126","-2.8","0,0323","-2.8","0,0323","-5.0","0,0311","-8.9","0,0220","-8.9","0,0220","1872.6","","1872.6","0","244.9",",0","","","","","14.76","0","23.54","0","5.98","0","","","","","",""
"USW00023043","1909","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","753.6","","753.6","0","34","0","20","0","","","","","3","0","108","0","8","0","247","0","76","0","-23.3","0,1220,","","","","","32.8",",0,0820,","40.6","0,0711,","-1.7","0,1010","-2.8","0,1114","-7.2","0,1117","-7.2","0,1117","-12.2","0,1205","0.0","0,0502","-5.0","0,0409","-5.0","0,0409","-10.6","0,0314","-10.6","0,0314","2018.1","","2018.1","0","195.5",",0","","","","","14.83","0","23.80","0","5.85","0","","","","","",""
"USW00023043","1910","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","908.9","","908.9","0","45","0","17","0","","","","","1","0","100","0","3","0","257","0","97","0","-18.3","0,0217,","","","","","15.7",",0,0818,","40.0","0,0608,","-1.1","0,1020","-3.3","0,1021","-4.4","0,1028","-7.2","0,1201","-12.2","0,1230","-2.2","0,0416","-2.2","0,0416","-4.4","0,0224","-8.3","0,0219","-13.9","0,0218","1926.0","","1926.0","0","124.2",",0","","","","","15.83","0","24.90","0","6.75","0","","","","","",""
"USW00023043","1911","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","856.3","","856.3","0","70","0","38","0","","","4","0","1","0","90","0","8","0","240","0","93","0","-19.4","0,0103,","","","127",",0,0218,","42.2",",0,0529,","38.9","0,0807,+","-0.6","0,1017","-3.3","0,1022","-4.4","0,1102","-7.8","0,1124","-10.6","0,1128","-0.6","0,0315","-2.2","0,0302","-4.4","0,0226","-6.7","0,0223","-8.9","0,0222","1683.0","","1683.0","0","416.2",",0","","","346",",0","15.27","0","23.49","0","7.05","0","","","","","",""
"USW00023043","1912","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","736.8","","736.8","0","52","0","24","0","","","4","0","3","0","128","0","4","0","219","0","85","0","-18.9","0,1224,","","","208",",0,0225,","43.4",",0,0721,","37.2","0,0709,","0.0","0,1023","-4.4","0,1102","-4.4","0,1102","-9.4","0,1128","-9.4","0,1128","-1.1","0,0403","-2.2","0,0402","-5.6","0,0323","-6.7","0,0315","-8.9","0,0226","2362.6","","2362.6","0","324.8",",0","","","598",",0","13.87","0","22.75","0","4.98","0","","","","","",""
"USW00023043","1914","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","772.6","","772.6","0","62","0","33","0","","","3","0","0","0","101","0","6","0","223","0","62","0","-13.3","0,0207,","","","122",",0,1224,","41.9",",0,1024,","36.1","0,0809,+","0.0","0,1028","-2.2","0,1116","-5.0","0,1119","-10.0","0,1213","-10.0","0,1213","-0.6","0,0413","-3.3","0,0323","-7.8","0,0322","-7.8","0,0322","-9.4","0,0224","","","","","395.3",",0","","","295",",0","14.94","0","22.48","0","7.40","0","","","","","",""
"USW00023043","1915","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","677.2","","677.2","0","78","0","31","0","","","4","0","0","0","110","0","3","0","214","0","60","0","-17.2","0,1228,","","","58",",0,0321,","88.4",",0,0416,","38.9","0,0711,+","-3.9","0,1112","-3.9","0,1112","-4.4","0,1114","-7.2","0,1115","-9.4","0,1225","-1.7","0,0402","-5.0","0,0322","-5.0","0,0322","-8.3","0,0309","-8.9","0,0206","2296.5","","2296.5","0","410.3",",0","","","239",",0","14.29","0","22.24","0","6.34","0","","","","","",""
"USW00023043","1916","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710.5","","1710.5","0","","","","","","","","","","","","","","","","","",""
"USW00023043","1917","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","782.2","","782.2","0","36","0","16","0","","","3","0","0","0","116","0","4","0","231","0","77","0","-14.4","0,1208,","","","58",",0,0303,","23.6",",0,0818,","38.9","0,0714,+","-3.3","0,1019","-3.3","0,1019","-6.7","0,1029","-6.7","0,1029","-8.9","0,1207","-2.2","0,0507","-2.2","0,0507","-6.1","0,0318","-7.2","0,0304","-10.0","0,0203","","","","","158.1",",0","","","155",",0","14.85","0","23.47","0","6.23","0","","","","","",""
"USW00023043","1918","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","824.0","","824.0","0","57","0","29","0","","","7","0","6","0","94","0","18","0","221","0","81","0","-22.2","0,0122,","","","160",",0,0120,","19.3",",0,0918,","41.1","0,0629,+","-1.7","0,1109","-2.8","0,1110","-4.4","0,1121","-7.2","0,1125","-9.4","0,1127","-1.7","0,0420","-4.4","0,0318","-4.4","0,0318","-7.8","0,0221","-9.4","0,0220","1956.2","","1956.2","0","231.2",",0","","","716",",0","14.46","0","22.25","0","6.66","0","","","","","",""
"USW00023043","1919","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","696.2","","696.2","0","63","0","32","0","","","1","0","1","0","102","0","5","0","200","0","41","0","-18.9","0,0101,","","","51",",0,1128,","75.4",",0,0321,","36.7","0,0815,+","-2.2","0,1102","-2.2","0,1102","-6.1","0,1112","-7.8","0,1113","-10.0","0,1127","0.0","0,0410","-5.6","0,0311","-5.6","0,0311","-6.7","0,0215","-10.0","0,0108","2287.0","","2287.0","0","556.1",",0","","","61",",0","14.38","0","21.80","0","6.96","0","","","","","",""
"USW00023043","1920","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","693.5","","693.5","0","57","0","27","0","","","3","0","1","0","114","0","4","0","218","0","59","0","-18.3","0,0109,","","","127",",0,0111,","40.1",",0,0816,","38.3","0,0713,","-1.1","0,1026","-3.9","0,1112","-5.0","0,1127","-8.3","0,1129","-9.4","0,1216","-0.6","0,0427","-2.2","0,0412","-8.3","0,0404","-8.3","0,0404","-10.0","0,0308","2060.3","","2060.3","0","319.5",",0","","","330",",0","14.53","0","22.59","0","6.46","0","","","","","",""
"USW00023043","1921","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","792.6","","792.6","0","48","0","26","0","","","1","0","0","0","85","0","1","0","257","0","66","0","-12.8","0,1204,","","","28",",0,0112,","52.8",",0,0604,","39.4","0,0702,","0.0","0,1027","-3.3","0,1110","-10.6","0,1119","-10.6","0,1119","-10.6","0,1119","0.0","0,0418","-2.2","0,0329","-4.4","0,0223","-8.9","0,0220","-8.9","0,0220","1858.6","","1858.6","0","304.7",",0","","","38",",0","15.95","0","24.22","0","7.68","0","","","","","",""
"USW00023043","1922","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","895.5","","895.5","0","47","0","18","0","","","2","0","0","0","95","0","2","0","226","0","84","0","-16.7","0,0301,","","","112",",0,0309,","15.5",",0,0601,","38.9","0,0721,","-1.1","0,1031","-2.8","0,1112","-7.8","0,1113","-7.8","0,1113","-9.4","0,1219","-1.1","0,0331","-4.4","0,0311","-4.4","0,0311","-6.7","0,0310","-8.9","0,0303","1766.0","","1766.0","0","167.2",",0","","","148",",0","15.31","0","23.38","0","7.25","0","","","","","",""
"USW00023043","1923","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","830.2","","830.2","0","72","0","35","0","","","4","0","1","0","82","0","8","0","207","0","66","0","-20.0","0,1214,","","","203",",0,1210,","74.2",",0,0916,","38.3","0,0627,","-0.6","0,1106","-2.2","0,1124","-5.0","0,1128","-9.4","0,1129","-9.4","0,1129","-1.1","0,0324","-3.9","0,0322","-8.9","0,0319","-8.9","0,0319","-8.9","0,0319","1808.6","","1808.6","0","492.8",",0","","","530",",0","14.92","0","22.15","0","7.70","0","","","","","",""
"USW00023043","1924","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","865.3","","865.3","0","29","0","14","0","","","4","0","0","0","115","0","6","0","213","0","87","0","-17.2","0,1228,+","","","119",",0,0224,","34.8",",0,0710,","41.1","0,0617,","0.0","0,1031","-6.1","0,1124","-6.1","0,1124","-10.6","0,1125","-10.6","0,1125","-1.1","0,0417","-2.8","0,0401","-6.7","0,0310","-6.7","0,0310","-10.0","0,0122","2342.0","","2342.0","0","132.5",",0","","","296",",0","14.76","0","23.10","0","6.44","0","","","","","",""
"USW00023043","1925","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","876.1","","876.1","0","47","0","26","0","","","1","0","0","0","106","0","2","0","234","0","75","0","-11.7","0,0127,+","","","104",",0,0117,","31.5",",0,0730,","40.0","0,0719,","-4.4","0,1028","-4.4","0,1028","-4.4","0,1028","-6.7","0,1206","-10.0","0,1215","-0.6","0,0320","-5.0","0,0318","-5.0","0,0318","-11.7","0,0127","-11.7","0,0127","1822.6","","1822.6","0","307.9",",0","","","125",",0","15.46","0","23.66","0","7.27","0","","","","","",""
"USW00023043","1926","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","788.7","","788.7","0","64","0","34","0","","","4","0","1","0","88","0","7","0","208","0","72","0","-18.3","0,0122,","","","119",",0,0121,","24.9",",0,0925,","36.7","0,0708,","-3.9","0,1109","-3.9","0,1109","-5.6","0,1118","-6.7","0,1122","-9.4","0,1224","-2.2","0,0331","-2.2","0,0331","-9.4","0,0330","-9.4","0,0330","-9.4","0,0330","2185.8","","2185.8","0","374.1",",0","","","325",",0","14.73","0","22.23","0","7.23","0","","","","","",""
"USW00023043","1927","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","951.6","","951.6","0","40","0","10","0","","","0","0","0","0","83","0","3","0","251","0","95","0","-12.8","0,1219,","","","20",",0,1220,+","33.8",",0,0611,","38.3","0,0609,","-0.6","0,1116","-2.8","0,1117","-5.6","0,1202","-6.7","0,1205","-10.6","0,1208","0.0","0,0422","-5.0","0,0322","-5.0","0,0322","-7.8","0,0321","","","1737.1","","1737.1","0","123.0",",0","","","63",",0","16.25","0","24.42","0","8.07","0","","","","","",""
"USW00023043","1928","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","830.2","","830.2","0","54","0","29","0","","","2","0","0","0","96","0","1","0","218","0","62","0","-15.0","0,0217,","","","145",",0,0216,","33.3",",0,0601,","40.0","0,0627,","0.0","0,1103","-2.2","0,1118","-6.7","0,1119","-6.7","0,1119","-10.6","0,1220","-1.1","0,0415","-3.3","0,0410","-5.6","0,0317","-7.8","0,0225","-9.4","0,0218","1871.7","","1871.7","0","371.8",",0","","","219",",0","15.21","0","22.92","0","7.49","0","","","","","",""
"USW00023043","1929","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","816.8","","816.8","0","47","0","27","0","","","3","0","1","0","122","0","8","0","204","0","74","0","-17.8","0,0210,","","","168",",0,1109,","44.5",",0,0728,","38.3","0,0627,","0.0","0,1023","-3.3","0,1024","-6.7","0,1110","-6.7","0,1110","-8.9","0,1122","-0.6","0,0502","-2.8","0,0321","-5.0","0,0318","-8.3","0,0301","-10.0","0,0212","2064.3","","2064.3","0","314.8",",0","","","333",",0","14.42","0","22.16","0","6.68","0","","","","","",""
