"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00410560","1966","28.95667","-99.62278","227.1","BATESVILLE, TX US","1536.1","","1536.1","0","35","0","29","0","0","","1","0","0","0","45","0","0","0","291","0","130","0","-7.8","0,0131,+","0",",0,1231,+","76",",0,0223,","73.7",",0,0814,","41.1","0,0731,","-1.1","0,1102","-2.2","0,1129","-7.2","0,1211","-7.2","0,1211","-2.2","0,0307","-2.2","0,0307","-4.4","0,0203","-7.8","0,0131","887.0","","887.0","0","417.2",",0","76",",0","19.91","0","27.53","0","12.30","0"
"USC00410560","1967","28.95667","-99.62278","227.1","BATESVILLE, TX US","1834.1","","1834.1","0","32","0","28","0","0","","0","0","0","0","35","0","0","0","304","0","144","0","-7.2","0,0105,+","0",",0,1231,+","0",",0,1231,+","81.3",",0,0418,","40.6","0,0731,","0.0","0,1104","-2.2","0,1203","-4.4","0,1223","","","-1.1","0,0223","-3.3","0,0208","-4.4","0,0106","-7.2","0,0105","773.0","","773.0","0","648.1",",0","0",",0","21.14","0","28.40","0","13.89","0"
"USC00410560","1968","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","46","0","41","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","147.3",",0,0511,","","","","","","","","","","","","","","","","","","","875.5","","875.5","0","841.9",",0","0",",0","","","","","",""
"USC00410560","1970","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","18","0","18","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","106.7",",0,0515,","","","","","","","","","","","","","","","","","","","","","","","473.5",",0","0",",0","","","","","",""
"USC00410560","1971","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","34","0","33","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","165.4",",0,0814,","","","","","","","","","","","","","","","","","","","","","","","928.5",",0","0",",0","","","","","",""
"USC00410560","1972","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","29","0","26","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","46.2",",0,0811,","","","","","","","","","","","","","","","","","","","","","","","344.3",",0","0",",0","","","","","",""
"USC00410560","1974","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","39","0","35","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","115.6",",0,0829,","","","","","","","","","","","","","","","","","","","","","","","745.2",",0","0",",0","","","","","",""
"USC00410560","1975","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","49","0","45","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","86.4",",0,0525,","","","","","","","","","","","","","","","","","","","","","","","829.5",",0","0",",0","","","","","",""
"USC00410560","1976","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","58","0","54","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","57.2",",0,1029,","","","","","","","","","","","","","","","","","","","","","","","850.7",",0","0",",0","","","","","",""
"USC00410560","1977","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","30","0","28","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","25.4",",0,0416,","","","","","","","","","","","","","","","","","","","","","","","310.3",",0","0",",0","","","","","",""
"USC00410560","1978","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","",""
"USC00410560","1979","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","38","0","28","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","131.1",",0,0601,","","","","","","","","","","","","","","","","","","","","","","","536.1",",0","0",",0","","","","","",""
"USC00410560","1980","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","31","0","25","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","96.5",",0,0516,","","","","","","","","","","","","","","","","","","","","","","","514.3",",0","0",",0","","","","","",""
"USC00410560","1981","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","35","0","33","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","56.1",",0,0706,","","","","","","","","","","","","","","","","","","","","","","","559.5",",0","0",",0","","","","","",""
"USC00410560","1982","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","35","0","32","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","41.7",",0,0219,","","","","","","","","","","","","","","","","","","","","","","","405.3",",0","0",",0","","","","","",""
"USC00410560","1989","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","33","0","27","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","50.8",",0,1006,","","","","","","","","","","","","","","","","","","","","","","","408.7",",0","0",",0","","","","","",""
"USC00410560","1990","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","35","0","26","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","106.7",",0,0712,","","","","","","","","","","","","","","","","","","","","","","","605.6",",0","0",",0","","","","","",""
"USC00410560","1991","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","56","0","48","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","48.3",",0,1221,","","","","","","","","","","","","","","","","","","","","","","","595.5",",0","0",",0","","","","","",""
"USC00410560","1992","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","49","0","46","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","54.6",",0,0224,","","","","","","","","","","","","","","","","","","","","","","","784.9",",0","0",",0","","","","","",""
"USC00410560","1993","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","34","0","31","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","43.2",",0,0527,","","","","","","","","","","","","","","","","","","","","","","","434.2",",0","0",",0","","","","","",""
"USC00410560","1994","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","43","0","43","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","66.0",",0,0508,","","","","","","","","","","","","","","","","","","","","","","","625.3",",0","0",",0","","","","","",""
"USC00410560","1995","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","31","0","26","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","63.5",",0,0307,","","","","","","","","","","","","","","","","","","","","","","","595.8",",0","0",",0","","","","","",""
"USC00410560","1996","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","26","0","25","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","101.6",",0,0531,","","","","","","","","","","","","","","","","","","","","","","","411.8",",0","0",",0","","","","","",""
"USC00410560","1997","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","56","0","45","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","66.0",",0,0425,","","","","","","","","","","","","","","","","","","","","","","","669.2",",0","0",",0","","","","","",""
"USC00410560","1998","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","37","0","36","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","76.2",",0,0703,","","","","","","","","","","","","","","","","","","","","","","","896.9",",0","0",",0","","","","","",""
"USC00410560","1999","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","20","0","19","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","50.8",",0,1015,+","","","","","","","","","","","","","","","","","","","","","","","400.0",",0","0",",0","","","","","",""
"USC00410560","2000","28.95667","-99.62278","227.1","BATESVILLE, TX US","","","","","30","0","30","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","50.8",",0,1101,+","","","","","","","","","","","","","","","","","","","","","","","565.1",",0","0",",0","","","","","",""
