"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1NHBK0002","2010","43.4356","-71.5069","214.0","BELMONT 1.7 SW, NH US","129","N","80","N","69","","13","N","406",",N,0120,","345",",N,1227,","59.9",",N,0226,","1100.0",",N","1353",",N"
"US1NHBK0002","2011","43.4356","-71.5069","214.0","BELMONT 1.7 SW, NH US","154","N","94","N","115","","27","N","914",",N,0301,+","467",",N,0113,","90.4",",N,0816,","1589.9",",N","3033",",N"
"US1NHBK0002","2012","43.4356","-71.5069","214.0","BELMONT 1.7 SW, NH US","145","N","85","N","65","","17","N","318",",N,0303,","150",",N,0302,","83.3",",N,0603,","1120.2",",N","1273",",N"
"US1NHBK0002","2013","43.4356","-71.5069","214.0","BELMONT 1.7 SW, NH US","145","N","87","N","102","","20","N","572",",N,0225,","452",",N,0209,","62.0",",N,0723,","1292.9",",N","2505",",N"
"US1NHBK0002","2014","43.4356","-71.5069","214.0","BELMONT 1.7 SW, NH US","148","N","90","N","122","","17","N","762",",N,0219,","358",",N,0219,","48.5",",N,0716,","1236.2",",N","2144",",N"
"US1NHBK0002","2015","43.4356","-71.5069","214.0","BELMONT 1.7 SW, NH US","143","N","80","N","99","","24","N","699",",N,0215,","208",",N,0128,","84.3",",N,1001,","1131.2",",N","2073",",N"
"US1NHBK0002","2016","43.4356","-71.5069","214.0","BELMONT 1.7 SW, NH US","144","N","81","N","81","","20","N","394",",N,1230,","257",",N,1230,","48.5",",N,0225,","973.3",",N","1553",",N"
"US1NHBK0002","2017","43.4356","-71.5069","214.0","BELMONT 1.7 SW, NH US","143","N","85","N","103","","19","N","648",",N,0216,","335",",N,0315,","70.1",",N,1025,","1392.7",",N","2369",",N"
