"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US10dund005","2005","40.1765","-101.39","961.9","MAX 4.4 NNE, NE US","61","N","39","N","2","","4","N","71",",N,0313,","71",",N,0313,","31.8",",N,1010,","478.0",",N","250",",N"
"US10dund005","2006","40.1765","-101.39","961.9","MAX 4.4 NNE, NE US","67","N","38","N","2","","6","N","38",",N,0218,","318",",N,1230,","72.6",",N,0710,","562.8",",N","559",",N"
"US10dund005","2007","40.1765","-101.39","961.9","MAX 4.4 NNE, NE US","69","N","38","N","","","14","N","","","114",",N,1208,","76.7",",N,0614,","543.7",",N","813",",N"
"US10dund005","2008","40.1765","-101.39","961.9","MAX 4.4 NNE, NE US","64","N","41","N","","","9","N","","","152",",N,0411,","60.2",",N,1012,","570.1",",N","707",",N"
"US10dund005","2009","40.1765","-101.39","961.9","MAX 4.4 NNE, NE US","87","N","58","N","","","9","N","","","127",",N,1022,","47.2",",N,1022,","668.6",",N","572",",N"
"US10dund005","2010","40.1765","-101.39","961.9","MAX 4.4 NNE, NE US","81","N","42","N","","","6","N","","","102",",N,1231,","47.2",",N,0817,","551.2",",N","354",",N"
"US10dund005","2011","40.1765","-101.39","961.9","MAX 4.4 NNE, NE US","78","N","43","N","","","8","N","","","127",",N,0309,","42.2",",N,0621,","523.5",",N","579",",N"
"US10dund005","2012","40.1765","-101.39","961.9","MAX 4.4 NNE, NE US","54","N","32","N","","","6","N","","","114",",N,1220,","38.1",",N,0708,","309.9",",N","367",",N"
"US10dund005","2013","40.1765","-101.39","961.9","MAX 4.4 NNE, NE US","74","N","40","N","","","10","N","","","203",",N,0323,+","55.9",",N,0409,","445.4",",N","828",",N"
"US10dund005","2014","40.1765","-101.39","961.9","MAX 4.4 NNE, NE US","78","N","47","N","","","5","N","","","165",",N,0131,","42.4",",N,0523,","565.1",",N","394",",N"
