"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00249015","1912","46.116667","-112.85","1543.5","WILLOW GLEN FARM, MT US","38","6","74","6","0","6","31.1","6,0624,","","","","","11.93","6"
"USC00249015","1913","46.116667","-112.85","1543.5","WILLOW GLEN FARM, MT US","","","","","","","","","4753.9","","4753.9","6","",""
