"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00514459","1999","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","0",",0","","","","","",""
"USC00514459","2000","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","1106.2","","1106.2","0","","","","","0","","0","0","0","0","0","0","0","0","352","0","0","0","12.8","0,0126,+","0",",0,1231,+","0",",0,1231,+","","","28.3","0,1104,","11.3","","11.3","0","","","0",",0","21.35","0","24.73","0","17.97","0"
"USC00514459","2001","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","1296.4","","1296.4","0","267","0","200","0","0","","0","0","0","0","0","0","0","0","360","0","0","0","14.4","0,0303,+","0",",0,1231,+","0",",0,1231,+","125.5",",0,1128,","30.6","0,0822,","1.9","","1.9","0","3836.3",",0","0",",0","21.89","0","25.33","0","18.44","0"
"USC00514459","2002","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","1243.2","","1243.2","0","246","0","174","0","0","","0","0","0","0","0","0","0","0","350","0","0","0","13.3","0,0228,+","0",",0,1231,+","0",",0,1231,+","281.2",",0,0318,","31.1","0,0831,","10.8","","10.8","0","4294.3",",0","0",",0","21.70","0","25.18","0","18.21","0"
"USC00514459","2003","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","1288.8","","1288.8","0","236","0","167","0","0","","0","0","0","0","0","0","0","0","358","0","0","0","12.8","0,0117,","0",",0,1231,+","0",",0,1231,+","185.4",",0,1204,","31.1","0,0526,","3.0","","3.0","0","3483.3",",0","0",",0","21.87","0","25.59","0","18.16","0"
"USC00514459","2004","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","1452.7","","1452.7","0","230","0","164","0","0","","0","0","0","0","0","0","0","0","357","0","0","0","14.4","0,1212,+","0",",0,1231,+","0",",0,1231,+","284.5",",0,0315,","30.0","0,0910,","2.2","","2.2","0","4406.0",",0","0",",0","22.31","0","26.07","0","18.54","0"
"USC00514459","2005","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","1376.1","","1376.1","0","254","0","171","0","0","","0","0","0","0","0","0","0","0","362","0","0","0","13.3","0,0316,","0",",0,1231,+","0",",0,1231,+","213.9",",0,0311,","31.7","0,0312,","3.4","","3.4","0","3793.9",",0","0",",0","22.09","0","25.91","0","18.27","0"
"USC00514459","2006","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","1249.8","","1249.8","0","263","0","187","0","0","","0","0","0","0","0","0","0","0","352","0","0","0","13.3","0,0208,","0",",0,1231,+","0",",0,1231,+","172.7",",0,0507,","29.4","0,1008,+","5.4","","5.4","0","3782.3",",0","0",",0","21.75","0","25.37","0","18.14","0"
"USC00514459","2007","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","1258.1","","1258.1","0","255","0","164","0","0","","0","0","0","0","0","0","0","0","355","0","0","0","13.3","0,0204,","0",",0,1231,+","0",",0,1231,+","109.2",",0,1225,","30.0","0,1023,+","2.4","","2.4","0","2827.2",",0","0",",0","21.77","0","25.60","0","17.94","0"
"USC00514459","2008","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","1267.3","","1267.3","0","225","0","120","0","0","","0","0","0","0","0","0","0","0","352","0","0","0","13.9","0,0219,+","0",",0,1231,+","0",",0,1231,+","233.7",",0,0203,","28.9","0,1105,+","3.6","","3.6","0","2726.0",",0","0",",0","21.83","0","25.87","0","17.79","0"
"USC00514459","2009","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6","","21.6","0","","","","","","","","","",""
"USC00514459","2010","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","","","","","252","0","145","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","195.3",",0,0301,","","","","","","","2466.2",",0","0",",0","","","","","",""
"USC00514459","2011","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","","1.9","7","3227.9",",7","","","","","","","",""
"USC00514459","2013","19.9714","-155.2359","278.6","KIHALANI 132.5, HI US","1336.5","","1336.5","7","229","7","126","7","","","","","0","7","0","7","0","7","343","7","0","7","12.8","7,0401,","","","","","327.7",",7,1231,","30.0","7,1028,+","","","","","2979.0",",7","","","22.15","7","26.38","7","17.92","7"
