"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00172111","2011","47.03333","-68.6","185.9","EAGLE LAKE, ME US","96.2","","96.2","H","41","H","175","H","92","H","90","H","0","H","-28.9","H,0304,","29.4","H,0807,+","-3.9","H,1007","-3.9","H,1007","-4.4","H,1118","-7.8","H,1121","-12.8","H,1122","-1.7","H,0508","-2.8","H,0502","-5.6","H,0423","-8.3","H,0417","-12.2","H,0416","4.61","H","9.64","H","-0.42","H"
"USC00172111","2012","47.03333","-68.6","185.9","EAGLE LAKE, ME US","","","","","29","H","171","H","91","H","93","H","0","H","-27.2","H,0123,","31.7","H,0806,+","-0.6","H,0928","-2.2","H,1009","-4.4","H,1106","-8.9","H,1107","-8.9","H,1107","-1.1","H,0507","-3.9","H,0429","-5.0","H,0413","-7.8","H,0401","-11.1","H,0328","5.12","H","10.23","H","0.02","H"
