"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1TNHR0002","2017","35.4122","-88.8899","129.8","MEDON 3.5 SSW, TN US","168","N","81","N","188.5",",N,0901,","1380.8",",N"
