"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1NMRA0001","2006","36.1478","-105.9875","1751.1","ALCALDE 5.9 NE, NM US","62","N","35","N","0","N","0",",N,1231,+","33.3",",N,0705,","313.4",",N","0",",N"
"US1NMRA0001","2007","36.1478","-105.9875","1751.1","ALCALDE 5.9 NE, NM US","57","N","40","N","1","N","51",",N,0215,","26.9",",N,1201,","304.6",",N","66",",N"
"US1NMRA0001","2008","36.1478","-105.9875","1751.1","ALCALDE 5.9 NE, NM US","40","N","25","N","1","N","38",",N,0222,","24.6",",N,1005,","190.6",",N","48",",N"
"US1NMRA0001","2011","36.1478","-105.9875","1751.1","ALCALDE 5.9 NE, NM US","49","N","30","N","","","","","20.6",",N,0910,","227.0",",N","",""
"US1NMRA0001","2012","36.1478","-105.9875","1751.1","ALCALDE 5.9 NE, NM US","41","N","15","N","","","","","25.9",",N,0403,","175.1",",N","",""
"US1NMRA0001","2013","36.1478","-105.9875","1751.1","ALCALDE 5.9 NE, NM US","54","N","26","N","","","","","42.4",",N,0914,","288.4",",N","",""
"US1NMRA0001","2014","36.1478","-105.9875","1751.1","ALCALDE 5.9 NE, NM US","57","N","26","N","","","","","16.5",",N,0715,","234.6",",N","",""
"US1NMRA0001","2015","36.1478","-105.9875","1751.1","ALCALDE 5.9 NE, NM US","81","N","44","N","","","","","31.5",",N,1022,","381.9",",N","",""
"US1NMRA0001","2016","36.1478","-105.9875","1751.1","ALCALDE 5.9 NE, NM US","58","N","32","N","","","","","41.9",",N,0823,","275.2",",N","",""
"US1NMRA0001","2017","36.1478","-105.9875","1751.1","ALCALDE 5.9 NE, NM US","65","N","38","N","","","","","23.6",",N,0928,","276.5",",N","",""
