"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094052","1998","45.54639","-100.40778","522.7","MOBRIDGE MUNICIPAL AIRPORT, SD US","","","412.7","","412.7","W","","","","","61","","8","Z","27","W","162","W","53","W","137","W","24","W","-31.7","W,0113,","152",",Z,1110,","122",",Z,1109,","","","38.3","W,0910,+","0.0","W,0930","-2.8","W,1013","-4.4","W,1105","-6.7","W,1106","-10.0","W,1206","0.0","W,0508","-2.8","W,0419","-6.1","W,0416","-9.4","M,0315","-9.4","M,0315","","","","","","","623",",Z","8.32","W","14.39","W","2.26","W","","","","","","","",""
"USW00094052","1999","45.54639","-100.40778","522.7","MOBRIDGE MUNICIPAL AIRPORT, SD US","4.8","W","270.2","","270.2","W","77","W","39","W","","","7","Z","14","W","160","W","46","W","114","W","14","W","-33.3","W,0104,","","","58",",Z,1001,","64.0",",W,0812,","41.1","W,0729,+","-3.3","W,1001","-3.3","W,1001","-5.6","W,1002","-8.9","W,1124","-8.9","W,1124","-2.2","W,0423","-2.2","W,0423","-7.2","W,0417","-7.2","W,0417","-10.0","W,0303","4046.8","","4046.8","W","539.9",",W","387",",Z","8.08","W","14.42","W","1.75","W","290","W","330","W","20.6","W","25.0","W"
"USW00094052","2000","45.54639","-100.40778","522.7","MOBRIDGE MUNICIPAL AIRPORT, SD US","4.8","W","372.1","","372.1","W","79","W","34","W","84","","12","Z","34","W","164","W","78","W","133","W","28","W","-30.6","W,1224,","102",",Z,1218,+","99",",Z,1217,","43.2",",W,0308,","36.7","W,0811,+","-2.2","W,0923","-2.2","W,0923","-5.6","W,1006","-7.2","W,1007","-13.9","W,1108","-0.6","W,0514","-2.8","W,0417","-6.1","W,0415","-6.7","W,0406","-10.0","W,0328","3959.7","","3959.7","W","385.8",",W","679",",Z","7.11","W","13.83","W","0.39","W","300","W","300","W","23.2","W","28.6","W"
"USW00094052","2001","45.54639","-100.40778","522.7","MOBRIDGE MUNICIPAL AIRPORT, SD US","4.5","W","441.0","","441.0","W","80","W","34","W","67","","7","Z","25","W","164","W","64","W","130","W","34","W","-28.3","W,0227,","152",",Z,0301,+","130",",Z,0422,","60.7",",W,0720,","39.4","W,0807,","-5.0","W,1005","-5.0","W,1005","-5.0","W,1005","-7.8","W,1126","-9.4","W,1127","-1.7","W,0423","-10.0","W,0417","-10.0","W,0417","-10.0","W,0417","-10.0","W,0417","4804.2","","4804.2","W","444.1",",W","496",",Z","7.61","W","14.17","W","1.05","W","230","W","360","W","22.8","W","65.7","W"
"USW00094052","2002","45.54639","-100.40778","522.7","MOBRIDGE MUNICIPAL AIRPORT, SD US","4.8","W","547.8","","547.8","W","74","W","21","W","41","","10","Z","22","W","196","W","62","W","131","W","49","W","-26.7","W,0130,","76",",Z,0310,+","76",",Z,0128,","25.7",",W,0707,","42.8","W,0629,","-3.3","W,0926","-3.3","W,0926","-5.0","W,1012","-10.0","W,1030","-10.0","W,1030","-4.4","W,0524","-4.4","W,0524","-4.4","W,0524","-9.4","W,0405","-9.4","W,0405","4195.9","","4195.9","W","202.5",",W","484",",Z","7.70","W","14.56","W","0.84","W","330","W","330","W","23.7","W","28.6","W"
"USW00094052","2003","45.54639","-100.40778","522.7","MOBRIDGE MUNICIPAL AIRPORT, SD US","4.6","W","462.2","","462.2","W","87","W","35","W","50","","9","Z","36","W","165","W","74","W","138","W","42","W","-28.9","W,0126,","76",",Z,1126,+","69",",Z,0312,","35.8",",W,0708,","42.2","W,0823,","0.0","W,0919","-3.3","W,0930","-4.4","W,1001","-8.9","W,1025","-8.9","W,1025","-3.3","W,0520","-3.3","W,0520","-5.6","W,0408","-7.8","W,0405","-8.9","W,0313","4456.6","","4456.6","W","319.8",",W","615",",Z","7.41","W","14.24","W","0.57","W","300","W","320","W","20.6","W","31.7","W"
"USW00094052","2004","45.54639","-100.40778","522.7","MOBRIDGE MUNICIPAL AIRPORT, SD US","4.7","W","268.1","","268.1","W","96","W","32","W","49","","8","Z","26","W","172","W","51","W","124","W","24","W","-29.4","W,0127,","229",",Z,0201,+","89",",Z,0301,+","46.2",",W,0610,","37.8","W,0901,+","-3.3","W,1001","-3.3","W,1001","-6.1","W,1002","-8.3","W,1016","-11.7","W,1111","-3.3","W,0514","-3.3","W,0514","-10.0","W,0412","-10.0","W,0412","-10.0","W,0412","4320.2","","4320.2","W","378.4",",W","464",",Z","7.56","W","14.33","W","0.79","W","200","W","190","W","22.8","W","27.7","W"
"USW00094052","2005","45.54639","-100.40778","522.7","MOBRIDGE MUNICIPAL AIRPORT, SD US","4.8","B","453.3","","453.3","B","85","B","38","B","47","","9","Z","27","B","174","B","55","B","143","B","39","B","-35.6","B,0114,","127",",Z,1208,+","89",",Z,0219,","32.5",",B,0512,","41.7","B,0716,","-3.3","B,1006","-3.3","B,1006","-5.6","B,1023","-7.8","B,1104","-10.6","B,1115","-2.2","W,0515","-2.2","W,0515","-9.4","W,0503","-9.4","W,0503","-9.4","W,0503","4070.9","","4070.9","B","401.3",",B","591",",Z","8.37","B","15.22","B","1.52","B","330","B","330","B","21.0","B","25.0","B"
"USW00094052","2006","45.54639","-100.40778","522.7","MOBRIDGE MUNICIPAL AIRPORT, SD US","4.9","W","601.5","","601.5","W","80","W","27","W","","","","","9","W","177","W","33","W","147","W","54","W","-25.5","W,0217,","","","","","18.8",",W,0922,","46.7","W,0715,","0.0","W,0928","-3.8","W,1011","-7.7","W,1014","-7.7","W,1014","-9.9","W,1031","-1.0","W,0513","-3.2","W,0426","-6.0","W,0425","-8.2","W,0403","-9.9","W,0324","3738.6","","3738.6","W","209.2",",W","","","9.27","W","16.41","W","2.13","W","260","W","270","W","24.6","W","30.4","W"
"USW00094052","2007","45.54639","-100.40778","522.7","MOBRIDGE MUNICIPAL AIRPORT, SD US","4.7","W","461.8","","461.8","W","106","W","44","W","","","","","27","W","164","W","74","W","139","W","32","W","-31.0","W,0215,","","","","","112.5",",W,0817,","42.2","W,0707,","0.0","W,1008","-2.7","W,1022","-4.9","W,1102","-7.1","W,1105","-11.6","W,1106","-2.7","W,0417","-2.7","W,0417","-7.1","W,0409","-7.1","W,0409","-12.1","W,0408","4305.8","","4305.8","W","549.0",",W","","","7.59","W","14.03","W","1.15","W","160","W","160","W","23.3","W","28.2","W"
