"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1WIOZ0001","2008","43.3085","-87.9848","252.1","CEDARBURG 0.8 NNE, WI US","132","N","87","N","","","35","N","","","406",",N,0122,","83.1",",N,0613,","1301.4",",N","3664",",N"
"US1WIOZ0001","2009","43.3085","-87.9848","252.1","CEDARBURG 0.8 NNE, WI US","148","N","80","N","","","","","","","","","48.0",",N,1225,","1065.4",",N","",""
"US1WIOZ0001","2010","43.3085","-87.9848","252.1","CEDARBURG 0.8 NNE, WI US","136","N","67","N","","","","","","","","","89.9",",N,0715,","992.2",",N","",""
"US1WIOZ0001","2011","43.3085","-87.9848","252.1","CEDARBURG 0.8 NNE, WI US","142","N","81","N","75","","18","N","533",",N,0202,","267",",N,0202,","100.8",",N,0728,","1237.5",",N","1898",",N"
"US1WIOZ0001","2012","43.3085","-87.9848","252.1","CEDARBURG 0.8 NNE, WI US","126","N","80","N","49","","15","N","178",",N,0225,+","178",",N,0224,","39.6",",N,1014,","999.8",",N","1400",",N"
"US1WIOZ0001","2013","43.3085","-87.9848","252.1","CEDARBURG 0.8 NNE, WI US","159","N","93","N","107","","26","N","406",",N,0227,","295",",N,0227,","58.2",",N,0410,","1293.0",",N","2101",",N"
"US1WIOZ0001","2014","43.3085","-87.9848","252.1","CEDARBURG 0.8 NNE, WI US","153","N","84","N","96","","20","N","457",",N,0218,","185",",N,0218,","50.3",",N,0618,","1084.8",",N","1445",",N"
"US1WIOZ0001","2015","43.3085","-87.9848","252.1","CEDARBURG 0.8 NNE, WI US","132","N","79","N","70","","15","N","318",",N,0202,","241",",N,0202,","59.9",",N,0408,","1283.4",",N","1197",",N"
"US1WIOZ0001","2016","43.3085","-87.9848","252.1","CEDARBURG 0.8 NNE, WI US","148","N","96","N","84","","20","N","279",",N,1218,","135",",N,1218,","63.5",",N,0908,","1173.8",",N","1610",",N"
"US1WIOZ0001","2017","43.3085","-87.9848","252.1","CEDARBURG 0.8 NNE, WI US","135","N","92","N","61","","11","N","305",",N,0314,","216",",N,0314,","71.6",",N,0829,","1275.9",",N","1132",",N"
