"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000TKIR","2002","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1460.0","","1460.0","U","0","U","27","U","0","U","263","U","88","U","-7.2","U,0304,+","37.2","U,0707,","0.0","U,1117","","","","","-3.3","U,0305","-3.3","U,0305","-7.2","U,0304","-7.2","U,0304","939.0","","939.0","U","19.42","U","25.37","U","13.46","U"
"USR0000TKIR","2004","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1636.4","","1636.4","U","0","U","22","U","0","U","279","U","107","U","-5.0","U,0128,","38.9","U,0917,","-0.6","U,1201","-2.2","U,1214","-4.4","U,1226","-0.6","U,0208","-5.0","U,0128","-5.0","U,0128","","","814.5","","814.5","U","20.62","U","26.64","U","14.59","U"
"USR0000TKIR","2005","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1598.5","","1598.5","U","0","U","20","U","0","U","283","U","127","U","-3.3","U,0124,","38.9","U,0922,+","0.0","U,1117","-2.8","U,1206","","","-3.3","U,0124","-3.3","U,0124","","","","","820.3","","820.3","U","20.28","U","26.83","U","13.73","U"
"USR0000TKIR","2006","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1541.9","","1541.9","U","0","U","24","U","0","U","292","U","118","U","-5.0","U,1209,","37.2","U,0816,","0.0","U,1024","-2.2","U,1121","-4.4","U,1205","0.0","U,0325","-3.3","U,0212","","","","","807.2","","807.2","U","20.37","U","26.94","U","13.80","U"
"USR0000TKIR","2007","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1531.7","","1531.7","U","0","U","24","U","0","U","285","U","94","U","-4.4","U,0216,","38.3","U,0813,","-1.7","U,1204","-2.2","U,1217","","","-2.2","U,0305","-2.2","U,0305","-4.4","U,0216","","","932.2","","932.2","U","20.01","U","26.00","U","14.02","U"
"USR0000TKIR","2008","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1463.7","","1463.7","U","0","U","20","U","0","U","283","U","97","U","-5.0","U,0103,","39.4","U,0802,","-0.6","U,1116","-2.2","U,1202","","","-0.6","U,0308","-3.3","U,0120","-5.0","U,0103","","","852.8","","852.8","U","19.77","U","26.11","U","13.44","U"
"USR0000TKIR","2009","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1540.4","","1540.4","U","0","U","29","U","0","U","275","U","105","U","-2.8","U,0121,+","41.7","U,0702,","-1.7","U,1204","-2.2","U,1229","","","0.0","U,0302","-2.8","U,0121","","","","","841.7","","841.7","U","20.03","U","26.29","U","13.77","U"
"USR0000TKIR","2010","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1734.0","","1734.0","U","0","U","35","U","1","U","268","U","136","U","-8.3","U,0111,+","39.4","U,0815,+","0.0","U,1126","-2.2","U,1207","-4.4","U,1227","-0.6","U,0304","-2.8","U,0225","-8.3","U,0111","-8.3","U,0111","1176.0","","1176.0","U","19.93","U","26.66","U","13.21","U"
"USR0000TKIR","2011","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1776.9","","1776.9","U","0","U","28","U","1","U","285","U","128","U","-6.7","U,0211,+","43.3","U,0605,","0.0","U,1111","-2.2","U,1207","","","-2.8","U,0213","-2.8","U,0213","-5.0","U,0212","-6.7","U,0211","936.3","","936.3","U","20.61","U","27.60","U","13.63","U"
"USR0000TKIR","2012","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1642.6","","1642.6","U","0","U","16","U","0","U","298","U","105","U","-2.2","U,1230,+","39.4","U,0626,","0.0","U,1125","-2.2","U,1227","","","-2.2","U,0212","-2.2","U,0212","","","","","707.6","","707.6","U","21.01","U","27.36","U","14.67","U"
"USR0000TKIR","2013","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1522.8","","1522.8","U","0","U","24","U","0","U","279","U","107","U","-2.2","U,1224,+","38.3","U,0809,","-0.6","U,1113","-2.2","U,1129","","","0.0","U,0327","-2.2","U,0303","","","","","848.6","","848.6","U","19.78","U","26.12","U","13.45","U"
"USR0000TKIR","2014","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1420.3","","1420.3","U","0","U","29","U","1","U","265","U","92","U","-8.3","U,0107,","37.2","U,0825,","0.0","U,1113","-2.2","U,1114","","","-1.1","U,0304","-2.8","U,0213","-6.7","U,0130","-6.7","U,0130","1134.9","","1134.9","U","19.17","U","25.39","U","12.95","U"
"USR0000TKIR","2015","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1665.7","","1665.7","U","0","U","17","U","0","U","284","U","111","U","-4.4","U,0108,","41.1","U,0811,+","-0.6","U,1123","","","","","-1.7","U,0307","-3.3","U,0306","-4.4","U,0108","","","955.7","","955.7","U","20.70","U","26.78","U","14.62","U"
"USR0000TKIR","2016","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1714.9","","1714.9","U","0","U","15","U","0","U","300","U","113","U","-2.2","U,0205,+","37.8","U,0804,+","-1.7","U,1210","","","","","-1.1","U,0207","-2.2","U,0205","","","","","628.8","","628.8","U","21.16","U","27.40","U","14.91","U"
"USR0000TKIR","2017","30.4333","-93.8833","91.4","KIRBYVILLE TEXAS, TX US","1601.4","","1601.4","U","0","U","12","U","0","U","308","U","94","U","-5.6","U,0107,","36.1","U,0820,+","-0.6","U,1029","-3.3","U,1209","","","-0.6","U,0109","-5.0","U,0108","-5.0","U,0108","","","448.7","","448.7","U","21.06","U","26.98","U","15.15","U"
