"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COMR0081","2008","40.293","-103.5465","1285.0","HILLROSE 2.5 SSW, CO US","76","N","30","N","13","N","76",",N,1219,+","31.5",",N,0807,","323.5",",N","647",",N"
"US1COMR0081","2009","40.293","-103.5465","1285.0","HILLROSE 2.5 SSW, CO US","103","N","47","N","","","","","50.3",",N,0523,","521.9",",N","",""
"US1COMR0081","2010","40.293","-103.5465","1285.0","HILLROSE 2.5 SSW, CO US","74","N","27","N","","","","","57.4",",N,0612,","409.1",",N","",""
"US1COMR0081","2011","40.293","-103.5465","1285.0","HILLROSE 2.5 SSW, CO US","82","N","36","N","","","","","52.3",",N,0525,","449.8",",N","",""
"US1COMR0081","2012","40.293","-103.5465","1285.0","HILLROSE 2.5 SSW, CO US","54","N","20","N","","","","","27.7",",N,0708,","200.6",",N","",""
"US1COMR0081","2013","40.293","-103.5465","1285.0","HILLROSE 2.5 SSW, CO US","78","N","39","N","","","","","25.1",",N,0923,","390.8",",N","",""
"US1COMR0081","2014","40.293","-103.5465","1285.0","HILLROSE 2.5 SSW, CO US","92","N","50","N","","","","","63.2",",N,0730,","542.7",",N","",""
"US1COMR0081","2015","40.293","-103.5465","1285.0","HILLROSE 2.5 SSW, CO US","94","N","41","N","","","","","71.6",",N,0510,","580.0",",N","",""
"US1COMR0081","2016","40.293","-103.5465","1285.0","HILLROSE 2.5 SSW, CO US","76","N","36","N","","","","","42.2",",N,0527,","420.5",",N","",""
"US1COMR0081","2017","40.293","-103.5465","1285.0","HILLROSE 2.5 SSW, CO US","87","N","31","N","","","","","22.6",",N,0518,","317.5",",N","",""
