"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00201446","1939","46.13333","-88.08333","422.1","CHANNING, MI US","91","6","58","6","","","","","39.1",",6,0315,","637.9",",6","",""
"USC00201446","1941","46.13333","-88.08333","422.1","CHANNING, MI US","106","6","63","6","","","","","37.6",",6,0830,","791.6",",6","",""
"USC00201446","1943","46.13333","-88.08333","422.1","CHANNING, MI US","112","6","70","6","","","","","75.2",",6,0619,","709.8",",6","",""
"USC00201446","1944","46.13333","-88.08333","422.1","CHANNING, MI US","128","6","82","6","25","6","218",",6,0105,","52.3",",6,0726,","844.3",",6","1983",",6"
"USC00201446","1945","46.13333","-88.08333","422.1","CHANNING, MI US","118","6","69","6","24","6","203",",6,0404,","33.0",",6,0423,","839.9",",6","2212",",6"
"USC00201446","1947","46.13333","-88.08333","422.1","CHANNING, MI US","114","6","54","6","","","","","34.3",",6,1207,+","613.4",",6","",""
"USC00201446","1948","46.13333","-88.08333","422.1","CHANNING, MI US","107","0","61","0","17","0","254",",0,1120,+","53.8",",0,0425,","640.4",",0","1641",",0"
"USC00201446","1949","46.13333","-88.08333","422.1","CHANNING, MI US","111","0","63","0","22","0","178",",0,1125,","54.6",",0,0505,","771.7",",0","1284",",0"
"USC00201446","1950","46.13333","-88.08333","422.1","CHANNING, MI US","102","0","72","0","40","0","178",",0,1202,+","25.4",",0,0410,","688.7",",0","2742",",0"
"USC00201446","1951","46.13333","-88.08333","422.1","CHANNING, MI US","121","0","85","0","28","0","152",",0,1220,+","44.5",",0,0831,","900.1",",0","1546",",0"
