"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00047940","1896","34.95","-120.43333","67.1","SANTA MARIA, CA US","124.1","","124.1","6","","","","","","","","","0","6","1","6","0","6","212","6","3","6","0.0","6,0417,","","","","","","","38.9","6,0525,","","","","","","","0.0","6,0417","","","","","","","","","","","","","15.73","6","21.78","6","9.69","6"
"USC00047940","1897","34.95","-120.43333","67.1","SANTA MARIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1003.0","","1003.0","6","","","","","","","","","",""
"USC00047940","1899","34.95","-120.43333","67.1","SANTA MARIA, CA US","","","","","","","","","","","","","0","6","3","6","0","6","180","6","0","6","-1.1","6,0311,+","","","","","","","31.1","6,0306,","","","","","","","0.0","6,0314","","","","","","","","","","","","","15.00","6","20.55","6","9.45","6"
"USC00047940","1902","34.95","-120.43333","67.1","SANTA MARIA, CA US","","","","","","","","","","","","","0","6","16","6","","","","","","","-3.3","6,0123,","","","","","","","","","0.0","6,1231","","","","","-1.1","6,0423","-2.2","6,0201","","","","","","","","","","","","","","","7.79","6"
"USC00047940","1903","34.95","-120.43333","67.1","SANTA MARIA, CA US","82.5","","82.5","6","","","","","","","","","0","6","10","6","0","6","223","6","3","6","-3.9","6,0214,","","","","","","","35.0","6,1013,","-2.2","6,1205","-2.2","6,1205","","","-1.1","6,0317","-2.8","6,0215","","","","","","","","","","","15.16","6","21.60","6","8.73","6"
"USC00047940","1904","34.95","-120.43333","67.1","SANTA MARIA, CA US","117.0","","117.0","6","50","6","30","6","","","","","0","6","4","6","0","6","215","6","3","6","-3.9","6,1226,","","","","","52.1",",6,0216,","35.0","6,0908,+","-3.9","6,1226","-3.9","6,1226","","","-1.1","6,0126","","","","","1130.6","","1130.6","6","433.9",",6","","","15.51","6","21.38","6","9.64","6"
"USC00047940","1905","34.95","-120.43333","67.1","SANTA MARIA, CA US","48.6","","48.6","6","44","6","29","6","","","","","0","6","5","6","0","6","140","6","3","6","-2.2","6,1223,","","","","","59.7",",6,0201,","33.3","6,0708,","-1.1","6,1121","-2.2","6,1223","","","","","","","","","1113.9","","1113.9","6","415.0",",6","","","14.70","6","20.00","6","9.39","6"
"USC00047940","1906","34.95","-120.43333","67.1","SANTA MARIA, CA US","99.8","","99.8","6","56","6","37","6","","","","","0","6","9","6","0","6","180","6","5","6","-2.2","6,1126,","","","","","36.8",",6,1211,","37.8","6,0618,","-1.1","6,1124","-2.2","6,1126","","","0.0","6,0107","","","","","1339.8","","1339.8","6","532.3",",6","","","15.11","6","20.76","6","9.47","6"
"USC00047940","1909","34.95","-120.43333","67.1","SANTA MARIA, CA US","","","","","51","6","41","6","","","","","","","","","","","","","","","","","","","","","77.5",",6,0206,","","","","","","","","","","","","","","","","","","","723.3",",6","","","","","","","",""
"USC00047940","1910","34.95","-120.43333","67.1","SANTA MARIA, CA US","269.1","","269.1","6","28","6","25","6","","","","","0","6","14","6","0","6","250","6","2","6","-1.1","6,0205,+","","","","","33.0",",6,0327,","33.3","6,1005,","0.0","6,1227","","","","","0.0","6,0217","","","","","1303.3","","1303.3","6","247.9",",6","","","15.65","6","22.11","6","9.19","6"
