"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00231800","1945","38.98333","-92.46667",,"COLUMBIA 9 WNW, MO US","556.9","","556.9","6","112","6","75","6","","","","","1","6","117","6","34","6","175","6","31","6","-21.7","6,1219,","","","","","81.5",",6,0607,","37.2","6,0831,","-1.1","6,1009","-5.6","6,1104","-5.6","6,1104","-8.3","6,1122","-8.9","6,1205","0.0","6,0406","-2.8","6,0405","-5.0","6,0308","-11.1","6,0307","-11.1","6,0307","2721.4","","2721.4","6","1122.0",",6","","","11.92","6","17.73","6","6.11","6","45294","6"
"USC00231800","1946","38.98333","-92.46667",,"COLUMBIA 9 WNW, MO US","636.6","","636.6","6","99","6","64","6","","","","","0","6","94","6","4","6","191","6","40","6","-17.2","6,1230,","","","","","71.4",",6,0814,","38.9","6,0723,+","0.0","6,1012","-3.3","6,1112","-7.2","6,1117","-7.2","6,1117","-10.6","6,1202","-1.7","6,0412","-2.8","6,0311","-6.7","6,0309","-6.7","6,0309","-15.6","6,0215","2567.2","","2567.2","6","1073.2",",6","","","13.90","6","20.35","6","7.45","6","39817","6"
"USC00231800","1947","38.98333","-92.46667",,"COLUMBIA 9 WNW, MO US","793.2","","793.2","6","91","6","69","6","","","","","2","6","124","6","19","6","181","6","54","6","-24.4","6,0104,","","","","","84.1",",6,0921,","39.4","6,0830,","-1.7","6,1108","-3.3","6,1109","-5.0","6,1111","-7.2","6,1123","-10.6","6,1130","-0.6","6,0407","-4.4","6,0330","-4.4","6,0330","-6.7","6,0326","-10.0","6,0317","2786.8","","2786.8","6","952.2",",6","","","12.51","6","18.81","6","6.21","6","37161","6"
"USC00231800","1948","38.98333","-92.46667",,"COLUMBIA 9 WNW, MO US","636.0","","636.0","0","102","0","63","0","","","","","9","0","122","0","33","0","197","0","28","0","-24.4","0,0128,+","","","","","83.1",",0,1102,","36.1","0,0823,","-0.6","0,1017","-4.4","0,1018","-4.4","0,1018","-8.3","0,1123","-14.4","0,1210","-0.6","6,0414","-2.2","6,0401","-5.6","6,0328","-12.8","6,0313","-12.8","6,0313","2746.5","","2746.5","0","912.2",",0","","","12.29","0","18.91","0","5.67","0","",""
"USC00231800","1949","38.98333","-92.46667",,"COLUMBIA 9 WNW, MO US","633.2","","633.2","0","119","0","88","0","","","","","3","0","120","0","20","0","194","0","24","0","-22.8","0,0130,","","","","","104.9",",0,1021,","35.0","0,0702,+","-1.1","0,1025","-2.8","0,1026","-6.1","0,1031","-9.4","0,1122","-9.4","0,1122","-3.3","0,0419","-3.3","0,0419","-6.1","0,0319","-8.9","0,0318","-8.9","0,0318","2786.1","","2786.1","0","1341.6",",0","","","12.51","0","19.11","0","5.92","0","",""
"USC00231800","1950","38.98333","-92.46667",,"COLUMBIA 9 WNW, MO US","462.4","","462.4","0","87","0","59","0","","","","","3","0","128","0","22","0","193","0","9","0","-20.0","0,1207,","","","","","45.0",",0,0603,","33.9","0,0625,","0.0","0,1103","-3.3","0,1104","-4.4","0,1105","-10.0","0,1111","-10.0","0,1111","0.0","0,0420","-3.3","0,0415","-5.0","0,0414","-7.2","0,0413","-10.0","0,0313","2708.2","","2708.2","0","782.8",",0","","","11.66","0","18.32","0","4.99","0","",""
"USC00231800","1951","38.98333","-92.46667",,"COLUMBIA 9 WNW, MO US","620.4","","620.4","0","124","0","85","0","27","","9","0","7","0","116","0","31","0","177","0","22","0","-23.9","0,0202,","229",",0,1106,","229",",0,1106,","49.3",",0,0815,","35.6","0,0829,","-0.6","0,1031","-2.8","0,1101","-6.1","0,1102","-10.0","0,1103","-10.0","0,1103","-1.7","0,0423","-2.2","0,0416","-6.1","0,0324","-10.0","0,0321","-10.0","0,0321","2924.6","","2924.6","0","1169.9",",0","791",",0","11.86","0","17.81","0","5.90","0","",""
"USC00231800","1952","38.98333","-92.46667",,"COLUMBIA 9 WNW, MO US","831.9","","831.9","0","82","0","57","0","","","","","0","0","123","0","18","0","191","0","55","0","-17.2","0,0129,","","","","","44.2",",0,0814,","40.6","0,0727,","0.0","0,1003","-3.3","0,1007","-5.0","0,1021","-6.7","0,1029","-8.9","0,1127","0.0","0,0415","-2.8","0,0413","-6.1","0,0324","-6.7","0,0323","-10.0","0,0306","2785.4","","2785.4","0","839.3",",0","","","13.27","0","19.95","0","6.59","0","",""
