"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US10butl008","2005","41.158","-96.9952","490.1","BRAINARD 1.8 SSE, NE US","87","N","45","N","99.1",",N,0512,","671.4",",N"
"US10butl008","2006","41.158","-96.9952","490.1","BRAINARD 1.8 SSE, NE US","100","N","51","N","97.8",",N,0916,","812.2",",N"
"US10butl008","2007","41.158","-96.9952","490.1","BRAINARD 1.8 SSE, NE US","98","N","61","N","104.6",",N,0807,","993.0",",N"
"US10butl008","2008","41.158","-96.9952","490.1","BRAINARD 1.8 SSE, NE US","107","N","58","N","74.9",",N,0605,","941.8",",N"
"US10butl008","2009","41.158","-96.9952","490.1","BRAINARD 1.8 SSE, NE US","112","N","53","N","51.6",",N,0606,","693.0",",N"
"US10butl008","2010","41.158","-96.9952","490.1","BRAINARD 1.8 SSE, NE US","104","N","57","N","49.8",",N,0715,","776.6",",N"
"US10butl008","2011","41.158","-96.9952","490.1","BRAINARD 1.8 SSE, NE US","103","N","55","N","61.0",",N,0520,","779.2",",N"
"US10butl008","2012","41.158","-96.9952","490.1","BRAINARD 1.8 SSE, NE US","68","N","34","N","63.8",",N,0615,","517.6",",N"
"US10butl008","2013","41.158","-96.9952","490.1","BRAINARD 1.8 SSE, NE US","94","N","51","N","52.3",",N,0527,","668.0",",N"
"US10butl008","2014","41.158","-96.9952","490.1","BRAINARD 1.8 SSE, NE US","102","N","47","N","89.4",",N,0826,","1024.9",",N"
