"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00022010","1952","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1818.3","","1818.3","0","44","0","15","0","0","","0","0","0","0","7","0","0","0","293","0","144","0","-1.1","0,1215,+","0",",0,1231,+","0","T,0,1117,","64.8",",0,0527,","41.1","0,0901,","0.0","0,1111","","","","","","","","","-0.6","0,0324","","","","","","","","","638.1","","638.1","0","195.5",",0","0","T,0","21.38","0","28.15","0","14.62","0","","","","","","","","","","","","","","","",""
"USW00022010","1953","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","2058.7","","2058.7","0","37","0","15","0","0","","0","0","0","0","18","0","0","0","297","0","142","0","-8.3","0,1225,","0","T,0,0116,","0","T,0,0131,+","97.8",",0,0901,","41.7","0,0810,+","0.0","0,1207","-5.6","0,1223","-5.6","0,1223","-6.7","0,1224","","","-3.3","0,0222","-3.3","0,0222","-4.4","0,0117","","","","","710.9","","710.9","0","312.4",",0","0","T,0","21.87","0","28.67","0","15.06","0","","","","","","","","","","","","","","","",""
"USW00022010","1954","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1879.4","","1879.4","0","40","0","21","0","0","","0","0","0","0","7","0","0","0","304","0","144","0","-4.4","0,0122,","0",",0,1231,+","0","T,0,0430,","42.7",",0,0626,+","43.3","0,0727,","-0.6","0,1213","-2.2","0,1218","","","","","","","-2.2","0,0306","-2.2","0,0306","-4.4","0,0122","","","","","794.2","","794.2","0","376.0",",0","0","T,0","21.65","0","28.42","0","14.89","0","","","","","","","","","","","","","","","",""
"USW00022010","1955","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1898.1","","1898.1","0","52","0","26","0","0","","0","0","0","0","17","0","0","0","282","0","156","0","-6.1","0,0212,","0","T,0,1108,","0","T,0,1108,+","30.0",",0,0511,","40.6","0,0524,","-2.8","0,1129","-2.8","0,1129","","","","","","","-2.8","0,0328","-2.8","0,0328","-6.1","0,0212","","","","","760.9","","760.9","0","271.5",",0","0","T,0","21.20","0","27.89","0","14.52","0","","","","","","","","","","","","","","","",""
"USW00022010","1956","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","2040.1","","2040.1","0","20","0","5","0","0","","0","0","0","0","18","0","0","0","290","0","166","0","-5.0","0,0204,","0","T,0,0203,","0","T,0,0203,+","55.4",",0,1018,","41.7","0,0615,","0.0","0,1224","","","","","","","","","-1.7","0,0308","-3.3","0,0211","-4.4","0,0205","","","","","818.3","","818.3","0","110.5",",0","0","T,0","21.78","0","28.81","0","14.75","0","","","","","","","","","","","","","","","",""
"USW00022010","1957","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","683.7","","683.7","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00022010","1964","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1896.4","","1896.4","0","50","0","29","0","0","","0","0","0","0","26","0","0","0","279","0","131","0","-7.2","0,0114,","0","T,0,1218,","0","T,0,1218,+","105.2",",0,0921,","41.7","0,0806,","-2.2","0,1214","-2.2","0,1214","","","","","","","0.0","0,0227","-2.2","0,0222","-7.2","0,0114","-7.2","0,0114","","","968.3","","968.3","0","637.9",",0","0","T,0","21.03","0","27.62","0","14.43","0","","","","","","","","","","","","","","","",""
"USW00022010","1965","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1719.5","","1719.5","0","51","0","33","0","1","","1","0","0","0","14","0","0","0","280","0","133","0","-3.9","0,0214,","76",",0,0303,","76",",0,0303,","40.9",",0,0803,","39.4","0,0910,","0.0","0,1220","","","","","","","","","-2.2","0,0320","-2.2","0,0320","","","","","","","900.0","","900.0","0","435.4",",0","76",",0","20.94","0","27.23","0","14.64","0","120","X","","","","","158","X","15.6","X","","","","","26.2","X"
"USW00022010","1966","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1609.1","","1609.1","0","51","0","28","0","1","","1","0","0","0","27","0","0","0","277","0","116","0","-5.0","0,1213,+","51",",0,0223,","56",",0,0222,","68.3",",0,0424,","39.4","0,0801,+","-0.6","0,1210","-4.4","0,1211","-4.4","0,1211","","","","","-0.6","0,0305","-2.8","0,0223","-5.0","0,0130","","","","","804.9","","804.9","0","442.0",",0","56",",0","20.15","0","26.56","0","13.73","0","310","X","","","","","225","X","12.5","X","","","","","19.0","X"
"USW00022010","1967","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1840.3","","1840.3","0","58","0","23","0","0","","0","0","0","0","19","0","0","0","285","0","130","0","-4.4","0,0207,","0",",0,1231,+","15",",0,0206,","83.3",",0,0902,","39.4","0,0731,+","0.0","0,1203","-2.2","0,1223","","","","","","","0.0","0,0222","-2.8","0,0209","-4.4","0,0207","","","","","749.6","","749.6","0","355.1",",0","15",",0","21.09","0","27.51","0","14.67","0","330","X","","","","","","","20.6","X","","","","","",""
