"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1INOW0009","2008","39.1858","-86.7782","235.9","SPENCER 7.0 S, IN US","128","N","86","N","84.8",",N,0607,","1313.6",",N"
"US1INOW0009","2009","39.1858","-86.7782","235.9","SPENCER 7.0 S, IN US","131","N","81","N","102.4",",N,0514,","1279.5",",N"
"US1INOW0009","2010","39.1858","-86.7782","235.9","SPENCER 7.0 S, IN US","112","N","76","N","99.6",",N,0718,","1117.6",",N"
"US1INOW0009","2011","39.1858","-86.7782","235.9","SPENCER 7.0 S, IN US","134","N","99","N","61.2",",N,0926,","1545.6",",N"
"US1INOW0009","2012","39.1858","-86.7782","235.9","SPENCER 7.0 S, IN US","106","N","75","N","79.2",",N,0817,","990.9",",N"
"US1INOW0009","2013","39.1858","-86.7782","235.9","SPENCER 7.0 S, IN US","129","N","84","N","89.2",",N,1222,","1528.6",",N"
"US1INOW0009","2014","39.1858","-86.7782","235.9","SPENCER 7.0 S, IN US","137","N","85","N","72.1",",N,0902,","1388.6",",N"
"US1INOW0009","2015","39.1858","-86.7782","235.9","SPENCER 7.0 S, IN US","129","N","87","N","51.3",",N,0620,","1285.2",",N"
"US1INOW0009","2016","39.1858","-86.7782","235.9","SPENCER 7.0 S, IN US","128","N","90","N","79.5",",N,0814,","1579.3",",N"
"US1INOW0009","2017","39.1858","-86.7782","235.9","SPENCER 7.0 S, IN US","129","N","73","N","70.9",",N,0615,","1148.2",",N"
