"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00084731","1893","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","1709.6","","1709.6","6","","","","","","","","","0","6","9","6","0","6","306","6","49","6","-3.9","6,0120,","","","","","","","35.6","6,0916,+","","","","","","","","","","","","","0.0","6,0305","-2.2","6,0123","","","","","","","","","","","","","","","","","","","21.65","6","26.15","6","17.15","6","",""
"USC00084731","1894","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338.4","","338.4","6","","","","","","","","","","","","","","","",""
"USC00084731","1895","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","1517.1","","1517.1","6","106","6","80","6","","","","","0","6","8","6","0","6","288","6","38","6","-9.4","6,0208,","","","","","86.4",",6,0116,","35.6","6,0820,","","","-0.6","6,1231","","","","","","","","","-1.7","6,0214","-6.7","6,0209","-6.7","6,0209","-6.7","6,0209","-9.4","6,0208","","","","","","","","","1151.4",",6","","","20.66","6","25.28","6","16.03","6","",""
"USC00084731","1896","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","586.7","","586.7","6","","","","","","","","","","","","","","","",""
"USC00084731","1897","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","1827.5","","1827.5","6","91","6","76","6","","","","","0","6","6","6","0","6","311","6","91","6","-6.7","6,0128,","","","","","77.5",",6,0212,","38.3","6,0601,","","","","","","","","","","","","","-2.2","6,0130","-2.2","6,0130","-6.1","6,0129","-6.7","6,0128","","","","","","","","","","","1391.9",",6","","","22.02","6","27.11","6","16.92","6","",""
"USC00084731","1898","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","1625.5","","1625.5","6","119","6","88","6","","","","","0","6","14","6","0","6","303","6","109","6","-5.0","6,0102,","","","","","121.9",",6,0711,","38.3","6,0616,","","","0.0","6,1205","-2.8","6,1206","","","","","","","-0.6","6,0223","-2.2","6,0222","-4.4","6,0202","","","","","475.1","","475.1","6","","","","","1350.0",",6","","","21.00","6","27.22","6","14.79","6","",""
"USC00084731","1899","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","","","","","89","6","68","6","","","","","0","6","10","6","","","","","","","-14.4","6,0213,","","","","","41.9",",6,0216,","","","","","0.0","6,1203","","","","","","","","","-4.4","6,0308","-4.4","6,0308","-4.4","6,0308","-10.6","6,0214","-10.6","6,0214","689.4","","689.4","6","","","","","782.2",",6","","","","","","","14.62","6","",""
"USC00084731","1900","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","1588.1","","1588.1","6","104","6","85","6","","","","","0","6","15","6","0","6","294","6","103","6","-8.9","6,0218,","","","","","66.0",",6,1103,","39.4","6,0821,+","","","0.0","6,1113","","","","","","","","","-0.6","6,0226","-5.6","6,0219","-5.6","6,0219","-8.9","6,0218","-8.9","6,0218","","","","","","","","","1123.5",",6","","","20.68","6","26.95","6","14.42","6","",""
"USC00084731","1901","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","1264.2","","1264.2","6","87","6","77","6","","","","","0","6","23","6","0","6","277","6","84","6","-7.8","6,1221,","","","","","109.2",",6,0324,","36.7","6,0712,","","","0.0","6,1116","-2.8","6,1118","-4.4","6,1217","-7.8","6,1221","","","-2.2","6,0225","-2.2","6,0225","","","","","","","724.4","","724.4","6","","","","","1523.1",",6","","","19.49","6","25.61","6","13.37","6","",""
"USC00084731","1903","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","1403.2","","1403.2","6","105","6","87","6","","","","","0","6","22","6","0","6","282","6","76","6","-6.7","6,1128,","","","","","60.5",",6,0714,","37.2","6,0723,","","","-1.1","6,1119","-2.2","6,1127","-6.7","6,1128","-6.7","6,1128","","","-3.9","6,0218","-3.9","6,0218","","","","","","","549.9","","549.9","6","","","","","1367.3",",6","","","20.06","6","25.94","6","14.17","6","",""
"USC00084731","1904","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","834.5","","834.5","6","","","","","","","","","","","","","","","",""
"USC00084731","1906","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","706.9","","706.9","6","","","","","","","","","","","","","","","",""
"USC00084731","1907","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","1521.9","","1521.9","6","","","","","","","","","0","6","5","6","0","6","306","6","98","6","-3.9","6,1206,","","","","","","","37.2","6,0722,","","","-2.2","6,1205","-2.2","6,1205","","","","","","","0.0","6,0216","","","","","","","","","","","","","","","","","","","","","20.96","6","27.35","6","14.57","6","",""
"USC00084731","1908","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","1459.0","","1459.0","6","89","6","71","6","","","","","0","6","16","6","0","6","304","6","89","6","-5.0","6,0125,","","","","","45.7",",6,0430,","36.7","6,0717,+","","","0.0","6,1117","-2.2","6,1227","","","","","","","-0.6","6,0229","-3.3","6,0221","-5.0","6,0125","","","","","705.8","","705.8","6","","","","","758.0",",6","","","20.71","6","27.15","6","14.26","6","",""
"USC00084731","1909","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","1436.9","","1436.9","6","85","6","76","6","","","","","0","6","14","6","0","6","312","6","93","6","-8.9","6,1230,","","","","","104.9",",6,0703,","36.1","6,0819,+","","","-1.7","6,1210","-3.3","6,1224","-5.6","6,1227","-8.9","6,1230","-8.9","6,1230","0.0","6,0226","-2.2","6,0203","-5.6","6,0201","-6.7","6,0131","","","500.6","","500.6","6","","","","","1262.0",",6","","","20.53","6","27.22","6","13.83","6","",""
"USC00084731","1910","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","1360.1","","1360.1","6","85","6","76","6","","","","","0","6","23","6","0","6","283","6","93","6","-5.6","6,0214,","","","","","80.8",",6,0802,","36.1","6,0811,","","","-0.6","6,1201","-3.9","6,1202","","","","","","","-0.6","6,0317","-5.6","6,0214","-5.6","6,0214","","","","","776.2","","776.2","6","","","","","1195.2",",6","","","19.72","6","26.52","6","12.92","6","",""
"USC00084731","1911","30.1852","-82.5941","59.4","LAKE CITY 2 E, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","585.8","","585.8","","","","","","","","","","","","","","","","",""
