"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00144598","1900","39.8083","-98.5583","559.9","LEBANON, KS US","27","6","25","6","","","","","15","6","184","6","80","6","","","","","106.7",",6,0910,","42.8","6,0821,","583.2",",6","","","20.58","6"
"USC00144598","1902","39.8083","-98.5583","559.9","LEBANON, KS US","40","6","37","6","","","","","","","","","","","","","","","68.6",",6,0923,","","","707.0",",6","","","",""
"USC00144598","1908","39.8083","-98.5583","559.9","LEBANON, KS US","72","6","50","6","","","4","6","","","","","","","","","152",",6,0218,","55.9",",6,0618,","","","690.1",",6","304",",6","",""
"USC00144598","1909","39.8083","-98.5583","559.9","LEBANON, KS US","69","6","50","6","","","","","","","","","","","","","","","50.8",",6,0710,","","","735.2",",6","","","",""
"USC00144598","1910","39.8083","-98.5583","559.9","LEBANON, KS US","39","6","31","6","35","","5","6","28","6","218","6","61","6","127",",6,0107,+","64",",6,1221,+","59.4",",6,0923,","41.1","6,0725,","435.5",",6","203",",6","20.42","6"
"USC00144598","1911","39.8083","-98.5583","559.9","LEBANON, KS US","45","6","37","6","","","","","","","","","","","","","","","70.6",",6,0803,","","","514.4",",6","","","",""
"USC00144598","1953","39.8083","-98.5583","559.9","LEBANON, KS US","80","0","40","0","30","","6","0","","","","","","","305",",0,1107,","305",",0,1107,","77.5",",0,0903,","","","507.0",",0","656",",0","",""
"USC00144598","1954","39.8083","-98.5583","559.9","LEBANON, KS US","76","0","46","0","8","","2","0","","","","","","","25",",0,0221,+","38",",0,0220,","46.5",",0,0516,","","","674.1",",0","63",",0","",""
"USC00144598","1956","39.8083","-98.5583","559.9","LEBANON, KS US","51","0","39","0","","","6","0","","","","","","","","","178",",0,0201,","78.5",",0,0702,","","","498.5",",0","409",",0","",""
"USC00144598","1957","39.8083","-98.5583","559.9","LEBANON, KS US","91","0","59","0","","","","","","","","","","","","","","","94.5",",0,0617,","","","854.0",",0","","","",""
"USC00144598","1958","39.8083","-98.5583","559.9","LEBANON, KS US","89","0","50","0","","","11","0","","","","","","","","","203",",0,0305,+","64.3",",0,0906,","","","789.9",",0","1026",",0","",""
"USC00144598","1959","39.8083","-98.5583","559.9","LEBANON, KS US","68","0","51","0","33","","7","0","","","","","","","152",",0,0202,+","76",",0,0127,","79.2",",0,1006,","","","701.2",",0","366",",0","",""
"USC00144598","1960","39.8083","-98.5583","559.9","LEBANON, KS US","64","0","50","0","","","","","","","","","","","","","","","27.4",",0,0611,+","","","664.9",",0","","","",""
"USC00144598","1962","39.8083","-98.5583","559.9","LEBANON, KS US","76","0","57","0","","","4","0","","","","","","","","","102",",0,0221,","53.3",",0,1020,","","","811.0",",0","293",",0","",""
"USC00144598","1963","39.8083","-98.5583","559.9","LEBANON, KS US","52","0","43","0","","","","","","","","","","","","","","","75.9",",0,0812,","","","755.2",",0","","","",""
"USC00144598","1964","39.8083","-98.5583","559.9","LEBANON, KS US","50","0","41","0","","","","","","","","","","","","","","","41.9",",0,1115,","","","389.8",",0","","","",""
"USC00144598","1965","39.8083","-98.5583","559.9","LEBANON, KS US","69","0","54","0","","","4","0","","","","","","","","","64",",0,0324,","52.8",",0,0818,","","","881.9",",0","241",",0","",""
"USC00144598","1966","39.8083","-98.5583","559.9","LEBANON, KS US","48","0","37","0","","","5","0","","","","","","","","","152",",0,1228,","32.5",",0,0608,","","","387.8",",0","447",",0","",""
"USC00144598","1967","39.8083","-98.5583","559.9","LEBANON, KS US","70","0","51","0","","","","","","","","","","","","","","","52.8",",0,0918,","","","612.7",",0","","","",""
"USC00144598","1968","39.8083","-98.5583","559.9","LEBANON, KS US","52","0","46","0","","","","","","","","","","","","","","","63.5",",0,0916,","","","721.4",",0","","","",""
"USC00144598","1969","39.8083","-98.5583","559.9","LEBANON, KS US","71","0","66","0","","","1","0","","","","","","","","","127",",0,0308,","41.9",",0,0905,","","","756.4",",0","127",",0","",""
"USC00144598","1970","39.8083","-98.5583","559.9","LEBANON, KS US","53","0","47","0","","","","","","","","","","","","","","","35.6",",0,0418,","","","572.8",",0","","","",""
"USC00144598","1971","39.8083","-98.5583","559.9","LEBANON, KS US","63","0","53","0","","","","","","","","","","","","","","","50.8",",0,0806,","","","788.4",",0","","","",""
"USC00144598","1972","39.8083","-98.5583","559.9","LEBANON, KS US","75","0","54","0","","","","","","","","","","","","","","","57.2",",0,0803,","","","795.3",",0","","","",""
"USC00144598","1973","39.8083","-98.5583","559.9","LEBANON, KS US","81","0","69","0","","","","","","","","","","","","","","","63.5",",0,0903,+","","","979.7",",0","","","",""
"USC00144598","1974","39.8083","-98.5583","559.9","LEBANON, KS US","50","0","38","0","","","","","","","","","","","","","","","63.5",",0,0809,","","","399.4",",0","","","",""
"USC00144598","1975","39.8083","-98.5583","559.9","LEBANON, KS US","61","0","48","0","","","","","","","","","","","","","","","57.2",",0,0622,","","","645.5",",0","","","",""
"USC00144598","1976","39.8083","-98.5583","559.9","LEBANON, KS US","50","0","38","0","","","","","","","","","","","","","","","44.5",",0,0416,","","","471.2",",0","","","",""
"USC00144598","1977","39.8083","-98.5583","559.9","LEBANON, KS US","70","0","57","0","","","","","","","","","","","","","","","50.8",",0,0625,+","","","767.2",",0","","","",""
"USC00144598","1978","39.8083","-98.5583","559.9","LEBANON, KS US","97","0","56","0","","","","","","","","","","","","","","","88.9",",0,0918,","","","740.8",",0","","","",""
"USC00144598","1979","39.8083","-98.5583","559.9","LEBANON, KS US","79","0","56","0","","","","","","","","","","","","","","","70.6",",0,0322,","","","736.6",",0","","","",""
"USC00144598","1980","39.8083","-98.5583","559.9","LEBANON, KS US","70","0","39","0","","","","","","","","","","","","","","","40.1",",0,0517,","","","504.6",",0","","","",""
